% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.537249995e+01 +7.537249995e+01 +1.898625000e+02 +1.898625000e+02 +1.1941e-01 +6.7205e-01 +4.4022e-01 +8.1820e-01 +9.4963e-01 +1.9402e-01 +1.2762e-01 +4.5666e-01 +4.6441e-01 +5.2709e-01 +7.6033e-01 +1.3866e-02 +7.5184e-01 +1.3880e-02 +2.8449e-01 +7.9536e-01 +1.6952e-01 +1.0006e-01 +5.1914e-01 +6.4563e-01
170 +6.287783924e+01 +6.287783924e+01 +1.773678392e+02 +1.773678392e+02 +1.2726e-01 +4.0762e-02 +1.0000e+00 +8.2499e-01 +1.0000e+00 +3.9630e-01 +5.0622e-03 +2.1077e-05 +4.5468e-02 +5.0707e-01 +3.9479e-02 +5.3856e-01 +8.0995e-02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.9078e-01 +1.4003e-01 +3.4488e-01
% function evaluation | noise-free fitness - Fopt (-2.596000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.620762784e+01 +7.620762784e+01 +5.024762784e+01 +5.024762784e+01 +9.3722e-01 +6.1440e-01 +7.5127e-01 +1.4227e-01 +1.0391e-01 +4.8201e-01 +7.6622e-02 +5.7251e-01 +8.5366e-02 +5.5097e-01 +1.2753e-01 +8.5581e-01 +3.8427e-01 +4.2936e-01 +3.2205e-01 +1.6079e-01 +6.0479e-01 +8.5648e-01 +2.6923e-02 +2.7632e-01
98 +6.263282889e+01 +6.263282889e+01 +3.667282889e+01 +3.667282889e+01 +1.0000e+00 +4.7079e-01 +1.9450e-01 +5.0000e-01 +6.7423e-01 +3.5518e-01 +7.0910e-01 +0.0000e+00 +2.2643e-01 +5.0000e-01 +6.2311e-02 +8.0602e-02 +0.0000e+00 +8.7242e-01 +2.8069e-01 +0.0000e+00 +7.1882e-01 +8.6198e-01 +5.5560e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (9.251000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.952511694e+01 +7.952511694e+01 +1.720351169e+02 +1.720351169e+02 +8.6029e-01 +7.8317e-01 +9.1275e-01 +1.9984e-01 +8.0118e-01 +3.1983e-01 +6.5070e-01 +7.5692e-01 +4.4512e-01 +7.0147e-01 +4.1170e-01 +9.0080e-02 +3.6693e-03 +8.8736e-01 +6.6750e-01 +8.5204e-01 +3.9515e-02 +2.9973e-01 +3.7083e-01 +6.6040e-01
% function evaluation | noise-free fitness - Fopt (1.660100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.123734700e+01 +8.123734700e+01 +2.472473470e+02 +2.472473470e+02 +7.4572e-01 +7.3759e-01 +7.2981e-01 +5.8866e-01 +6.6049e-01 +2.4856e-01 +4.4329e-01 +5.7118e-01 +1.3705e-02 +2.8614e-01 +3.7192e-01 +2.0556e-01 +7.6539e-01 +2.7253e-01 +1.9343e-01 +2.0518e-01 +9.8635e-01 +9.2464e-01 +4.4792e-02 +2.7123e-02
% function evaluation | noise-free fitness - Fopt (2.147600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.914147724e+01 +7.914147724e+01 +2.939014772e+02 +2.939014772e+02 +6.0009e-01 +9.3893e-01 +3.1168e-01 +1.6206e-01 +6.8840e-01 +3.0390e-01 +1.6997e-01 +7.8396e-01 +6.1972e-02 +6.9448e-01 +6.7364e-01 +9.5701e-01 +1.6412e-01 +6.5946e-01 +3.4246e-01 +2.1552e-01 +3.8590e-01 +1.8293e-01 +1.3087e-01 +6.2433e-01
% function evaluation | noise-free fitness - Fopt (-6.100000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.621455712e+01 +7.621455712e+01 +7.011455712e+01 +7.011455712e+01 +2.5811e-01 +2.2931e-01 +6.7082e-02 +3.1718e-01 +7.9552e-01 +7.1259e-01 +2.7527e-01 +4.8699e-01 +3.8485e-01 +7.1732e-01 +6.5794e-02 +3.0545e-01 +7.7692e-01 +8.7721e-01 +1.3676e-01 +8.5731e-01 +3.8279e-01 +3.4032e-02 +6.7702e-01 +4.0734e-01
% function evaluation | noise-free fitness - Fopt (-5.653000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.305886131e+01 +7.305886131e+01 +1.652886131e+01 +1.652886131e+01 +6.2381e-01 +8.7200e-01 +4.9505e-01 +5.1810e-01 +5.2503e-01 +2.3925e-01 +7.5756e-01 +8.0429e-01 +8.8507e-01 +8.8136e-01 +3.2055e-01 +8.5912e-01 +3.8532e-01 +6.7761e-01 +5.7305e-01 +5.9928e-01 +1.8720e-01 +5.4648e-01 +3.2731e-01 +7.7016e-01
% function evaluation | noise-free fitness - Fopt (-8.703600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.707078107e+01 +7.707078107e+01 -7.932892189e+02 -7.932892189e+02 +6.6231e-01 +3.7424e-01 +5.3287e-01 +6.1127e-03 +4.3673e-01 +5.0069e-02 +7.6380e-01 +8.3880e-01 +7.2344e-01 +3.3548e-01 +1.6670e-01 +1.0214e-01 +2.1003e-01 +2.7036e-01 +1.3273e-01 +8.9718e-01 +5.6262e-01 +3.4850e-01 +3.1280e-01 +7.0046e-01
