% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.228121882e+02 +1.228121882e+02 +1.250421882e+02 +1.250421882e+02 +4.7233e-01 +9.0658e-01 +3.3655e-01 +6.8753e-01 +6.9959e-01 +4.1053e-01 +9.1083e-01 +2.1416e-01 +5.4717e-01 +5.9439e-01 +9.9475e-02 +1.8588e-01 +9.3028e-01 +9.9423e-01 +6.6266e-01 +4.1051e-01 +1.9917e-01 +2.0116e-02 +9.7699e-01 +2.7081e-01
47 +9.785642867e+01 +9.785642867e+01 +1.000864287e+02 +1.000864287e+02 +9.5951e-01 +6.6825e-01 +6.1098e-02 +1.5870e-01 +7.9243e-01 +0.0000e+00 +1.1027e-01 +7.6178e-01 +5.1327e-01 +6.9043e-01 +5.9133e-02 +2.2583e-01 +1.0000e+00 +2.5281e-02 +5.1447e-01 +0.0000e+00 +1.0000e+00 +4.8217e-01 +4.3584e-01 +2.8070e-01
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.907040117e+01 +8.907040117e+01 +7.599040117e+01 +7.599040117e+01 +6.6303e-01 +5.5167e-01 +6.7512e-01 +9.2095e-01 +4.7558e-01 +5.5308e-01 +6.1035e-01 +4.3391e-01 +4.0100e-01 +4.4940e-01 +5.8053e-01 +9.6870e-01 +1.0490e-01 +3.6155e-01 +2.7451e-01 +6.1066e-01 +8.3534e-01 +6.7763e-01 +5.3048e-01 +5.5242e-01
189 +6.306833592e+01 +6.306833592e+01 +4.998833592e+01 +4.998833592e+01 +8.4660e-03 +1.9378e-03 +1.0000e+00 +9.6534e-01 +7.5075e-02 +5.6207e-02 +8.6790e-01 +1.1189e-01 +4.0352e-01 +7.1972e-03 +7.5146e-01 +3.7971e-01 +9.7732e-01 +3.7094e-01 +7.1222e-01 +5.8256e-02 +3.1010e-01 +7.8478e-01 +6.1048e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.273594707e+02 +1.273594707e+02 +3.945194707e+02 +3.945194707e+02 +4.6616e-01 +4.4935e-01 +4.7600e-01 +7.8093e-01 +8.9666e-01 +5.8559e-03 +3.2159e-01 +1.7116e-01 +9.9224e-01 +1.7019e-02 +3.0690e-01 +8.2642e-01 +5.4136e-01 +1.9825e-01 +6.3909e-01 +2.4965e-01 +3.5683e-02 +3.5781e-01 +9.0507e-01 +5.3487e-01
174 +9.995541969e+01 +9.995541969e+01 +3.671154197e+02 +3.671154197e+02 +2.4483e-02 +1.9088e-01 +6.6018e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +9.0226e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +9.9851e-01 +3.8956e-01 +8.3251e-04 +3.9285e-02 +1.0000e+00 +3.8231e-01 +7.8857e-01 +1.0000e+00 +2.9406e-01
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.132416985e+02 +1.132416985e+02 +1.169516985e+02 +1.169516985e+02 +5.6695e-01 +7.8818e-01 +9.0995e-01 +9.7758e-01 +6.3935e-01 +2.3968e-01 +5.5207e-01 +9.6794e-01 +6.6187e-01 +9.9774e-01 +2.5021e-01 +6.1243e-01 +1.8967e-01 +2.0228e-01 +2.8128e-01 +1.5581e-01 +2.5220e-01 +7.7290e-01 +2.5211e-01 +6.4087e-01
59 +9.471869486e+01 +9.471869486e+01 +9.842869486e+01 +9.842869486e+01 +1.0000e+00 +1.1919e-01 +7.8947e-01 +0.0000e+00 +1.3599e-01 +4.7316e-01 +6.4842e-01 +9.5823e-01 +1.1440e-01 +5.7268e-01 +0.0000e+00 +0.0000e+00 +2.0698e-01 +3.3600e-02 +0.0000e+00 +3.7501e-01 +3.3283e-01 +7.2084e-01 +1.4445e-01 +9.0598e-02
% function evaluation | noise-free fitness - Fopt (9.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.990629971e+01 +9.990629971e+01 +1.946862997e+02 +1.946862997e+02 +7.9855e-01 +5.7935e-01 +7.8492e-01 +7.1389e-02 +1.1941e-01 +2.0702e-01 +8.8751e-01 +6.9164e-01 +6.3814e-01 +8.7241e-01 +1.2584e-02 +4.3375e-01 +8.7245e-02 +9.7095e-01 +5.3710e-01 +7.1183e-01 +6.6895e-01 +9.5641e-01 +8.2778e-01 +7.9570e-02
% function evaluation | noise-free fitness - Fopt (2.339200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.112487448e+01 +9.112487448e+01 +3.250448745e+02 +3.250448745e+02 +7.8875e-01 +1.5021e-01 +5.7416e-01 +9.1665e-01 +4.2867e-01 +3.3049e-01 +7.8625e-01 +5.4759e-01 +7.8939e-01 +2.6120e-01 +7.9997e-01 +6.3763e-01 +3.3845e-01 +8.6605e-01 +8.4615e-01 +6.4614e-01 +5.3252e-01 +7.7126e-01 +1.5295e-01 +5.1287e-01
103 +6.103624143e+01 +6.103624143e+01 +2.949562414e+02 +2.949562414e+02 +0.0000e+00 +4.3047e-01 +1.5711e-01 +0.0000e+00 +2.2255e-01 +8.6427e-01 +1.0000e+00 +2.0633e-01 +2.8544e-01 +1.0000e+00 +2.3582e-02 +2.2234e-01 +0.0000e+00 +1.0000e+00 +3.0106e-01 +9.9471e-01 +8.7332e-01 +2.1305e-01 +0.0000e+00 +5.5323e-01
% function evaluation | noise-free fitness - Fopt (-6.092000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.153726147e+02 +1.153726147e+02 +5.445261472e+01 +5.445261472e+01 +8.9439e-02 +1.9485e-01 +3.9273e-01 +4.8334e-01 +2.4496e-01 +5.7271e-01 +7.4337e-02 +4.6041e-01 +1.8610e-01 +6.7989e-01 +6.8597e-01 +6.5746e-01 +8.3420e-01 +3.8310e-01 +3.2003e-01 +6.1757e-01 +4.7503e-01 +5.8889e-01 +3.8448e-02 +1.2826e-01
3 +9.905725231e+01 +9.905725231e+01 +3.813725231e+01 +3.813725231e+01 +4.9063e-01 +9.9597e-01 +7.6284e-01 +1.2223e-01 +7.3929e-03 +9.3125e-01 +7.2071e-01 +2.8049e-01 +7.6913e-01 +9.2350e-01 +1.0231e-01 +7.0052e-01 +1.7773e-01 +2.7814e-01 +1.6169e-01 +1.6474e-01 +6.7715e-01 +1.0566e-01 +2.4313e-01 +3.5300e-01
% function evaluation | noise-free fitness - Fopt (-1.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.893185893e+01 +9.893185893e+01 +7.945185893e+01 +7.945185893e+01 +4.1863e-01 +2.9994e-01 +1.5263e-01 +2.1502e-01 +5.2886e-01 +6.3274e-02 +9.2607e-02 +9.9392e-01 +7.9576e-01 +6.4004e-01 +4.7137e-01 +2.5175e-02 +8.8245e-01 +7.0980e-02 +4.1094e-01 +3.7836e-01 +6.5793e-01 +4.5626e-01 +1.4542e-01 +8.8786e-01
% function evaluation | noise-free fitness - Fopt (1.344700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.357683784e+02 +1.357683784e+02 +2.702383784e+02 +2.702383784e+02 +9.7895e-01 +7.0309e-01 +8.1525e-01 +2.0960e-01 +7.2378e-01 +7.1045e-01 +8.6012e-01 +5.6493e-01 +1.5729e-01 +1.6854e-01 +4.7013e-01 +6.3532e-01 +2.7355e-01 +3.2206e-01 +3.7054e-01 +5.0077e-01 +3.6571e-01 +9.1555e-01 +3.2019e-02 +8.3109e-01
900 +9.998507992e+01 +9.998507992e+01 +2.344550799e+02 +2.344550799e+02 +1.2041e-04 +9.9952e-01 +3.1760e-01 +0.0000e+00 +4.1675e-04 +2.0975e-01 +9.9917e-01 +0.0000e+00 +0.0000e+00 +7.2973e-05 +9.9963e-01 +1.0000e+00 +2.3960e-01 +1.2626e-04 +2.1181e-06 +1.9139e-03 +0.0000e+00 +0.0000e+00 +2.8485e-04 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (4.453500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.228472844e+02 +1.228472844e+02 +5.681972844e+02 +5.681972844e+02 +5.0829e-01 +2.1150e-01 +1.7551e-01 +9.5555e-01 +7.1720e-01 +7.5759e-01 +7.4097e-01 +4.0723e-01 +2.8031e-01 +1.4780e-01 +5.8761e-01 +5.7978e-01 +7.2343e-01 +5.4070e-01 +2.8714e-01 +5.9930e-01 +2.3783e-01 +8.9785e-01 +5.2717e-01 +4.1098e-01
96 +9.854280046e+01 +9.854280046e+01 +5.438928005e+02 +5.438928005e+02 +0.0000e+00 +1.7899e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00 +8.6020e-01 +1.3024e-01 +6.8640e-01 +9.3450e-01 +0.0000e+00 +1.7983e-01 +4.1702e-03 +2.1769e-01 +2.9301e-02 +1.0000e+00 +5.5249e-02 +0.0000e+00 +6.3663e-02 +7.9423e-01 +1.0000e+00
