% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.950345426e+05 +8.950345426e+05 +8.951664626e+05 +8.951664626e+05 +3.8623e-01 +3.8869e-02 +2.9707e-02 +2.8255e-01 +3.5307e-02 +3.9977e-01 +4.8568e-01 +9.0365e-01 +6.4854e-01 +7.4130e-02 +4.4800e-01 +9.6207e-01 +8.0259e-01 +7.0933e-01 +6.5569e-01 +7.8600e-02 +9.7953e-01 +9.3841e-01 +4.8155e-01 +4.3933e-01
84 +6.193868673e+05 +6.193868673e+05 +6.195187873e+05 +6.195187873e+05 +1.7316e-02 +1.0000e+00 +2.4866e-02 +2.8164e-01 +7.4016e-03 +7.5273e-02 +0.0000e+00 +9.5854e-01 +3.8106e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +2.4329e-01 +9.4718e-01 +1.0000e+00 +6.0077e-01 +9.8783e-01 +8.9147e-01 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.220342789e+05 +1.220342789e+05 +1.226251189e+05 +1.226251189e+05 +1.3922e-01 +3.7359e-01 +5.5175e-01 +6.6630e-01 +8.3644e-03 +1.3453e-01 +4.9245e-02 +2.9844e-01 +6.2197e-01 +4.9333e-01 +7.3475e-02 +2.5167e-01 +8.7669e-01 +6.5827e-01 +4.5954e-01 +6.8574e-01 +6.9721e-01 +3.6423e-01 +8.3875e-01 +5.8455e-01
17 +8.976015038e+04 +8.976015038e+04 +9.035099038e+04 +9.035099038e+04 +4.0438e-01 +4.3322e-01 +6.4874e-01 +8.2403e-01 +6.9724e-01 +1.6842e-01 +6.1457e-01 +5.4594e-02 +8.4078e-01 +8.9303e-01 +4.8186e-01 +9.8636e-01 +4.4678e-01 +7.6828e-01 +6.7544e-01 +3.5850e-01 +1.4819e-01 +8.8515e-01 +6.3049e-01 +8.6136e-01
79 +6.288369506e+04 +6.288369506e+04 +6.347453506e+04 +6.347453506e+04 +0.0000e+00 +2.6347e-01 +8.7207e-01 +1.0000e+00 +1.0000e+00 +1.1481e-01 +1.0000e+00 +0.0000e+00 +8.6200e-01 +9.4896e-01 +1.0000e+00 +9.9132e-01 +6.6497e-01 +7.6555e-01 +9.2481e-01 +2.1594e-01 +0.0000e+00 +9.0862e-01 +1.0000e+00 +1.0000e+00
218 +3.833480603e+04 +3.833480603e+04 +3.892564603e+04 +3.892564603e+04 +0.0000e+00 +4.3983e-03 +1.0000e+00 +9.9993e-01 +1.0000e+00 +0.0000e+00 +9.0994e-01 +0.0000e+00 +1.0000e+00 +7.6516e-01 +2.1480e-01 +9.9898e-01 +1.0000e+00 +5.5726e-01 +1.0000e+00 +3.0798e-02 +0.0000e+00 +5.8367e-01 +9.9987e-01 +3.9379e-01
% function evaluation | noise-free fitness - Fopt (-1.280000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.221455058e+05 +4.221455058e+05 +4.221327058e+05 +4.221327058e+05 +5.7963e-01 +2.9365e-01 +1.0153e-01 +5.8132e-02 +9.7448e-01 +7.3449e-01 +5.0378e-01 +9.2219e-01 +6.4297e-01 +3.3960e-02 +1.2263e-01 +1.8386e-01 +9.8536e-01 +2.9925e-01 +6.1861e-01 +7.2365e-02 +5.0958e-02 +6.0287e-01 +2.9384e-01 +7.7599e-01
13 +3.961902790e+05 +3.961902790e+05 +3.961774790e+05 +3.961774790e+05 +3.0116e-01 +7.5681e-01 +5.5982e-01 +2.6615e-01 +6.7512e-02 +8.0136e-01 +9.6327e-01 +3.9157e-01 +7.0961e-01 +1.4833e-01 +2.4104e-01 +8.7222e-02 +7.2383e-01 +6.1357e-01 +5.4539e-01 +7.5902e-01 +4.3245e-01 +4.5987e-01 +4.8678e-01 +1.3086e-01
% function evaluation | noise-free fitness - Fopt (-1.061000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.978190732e+05 +4.978190732e+05 +4.978084632e+05 +4.978084632e+05 +8.5287e-01 +8.7241e-01 +3.0241e-01 +4.0551e-01 +5.2694e-01 +4.4985e-01 +8.0681e-01 +1.5791e-03 +5.9205e-01 +7.0642e-01 +3.5485e-01 +6.4777e-01 +5.2486e-01 +7.6902e-01 +8.5224e-02 +3.3872e-01 +9.9738e-02 +3.3117e-01 +4.7749e-01 +5.1017e-01
3 +3.735643574e+05 +3.735643574e+05 +3.735537474e+05 +3.735537474e+05 +5.3756e-01 +2.0579e-01 +2.6862e-01 +4.5311e-01 +9.2543e-01 +5.2702e-01 +3.3364e-01 +8.2147e-01 +9.6134e-01 +1.8374e-01 +2.6731e-01 +4.5960e-01 +6.2944e-01 +1.7177e-01 +7.5959e-01 +1.8120e-01 +4.5204e-01 +1.2936e-01 +8.5016e-01 +4.2205e-01
% function evaluation | noise-free fitness - Fopt (-1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.209361771e+05 +5.209361771e+05 +5.207517771e+05 +5.207517771e+05 +4.1176e-01 +3.8734e-01 +9.9637e-01 +5.3086e-01 +3.2043e-01 +1.0409e-01 +1.8119e-01 +5.6902e-01 +9.0934e-01 +8.5586e-01 +4.8027e-01 +4.7570e-01 +9.1618e-01 +6.3999e-01 +7.2456e-01 +7.2285e-01 +7.7122e-01 +5.2294e-01 +1.7954e-01 +2.4695e-01
77 +3.908634187e+05 +3.908634187e+05 +3.906790187e+05 +3.906790187e+05 +5.6145e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00 +4.0116e-01 +2.8593e-01 +9.9415e-01 +0.0000e+00 +1.0000e+00 +4.1620e-01 +8.7581e-02 +2.3340e-01 +5.0000e-01 +0.0000e+00 +9.4454e-01 +8.1570e-01 +8.4257e-01 +1.7441e-01 +3.2645e-02 +4.0734e-01
% function evaluation | noise-free fitness - Fopt (-5.188000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.005240717e+05 +9.005240717e+05 +9.004721917e+05 +9.004721917e+05 +5.5765e-01 +1.3835e-01 +5.3629e-01 +6.0634e-01 +3.1985e-01 +1.5971e-01 +9.0319e-01 +4.2304e-01 +2.6321e-01 +9.5699e-01 +7.4515e-01 +8.3184e-01 +4.5198e-01 +7.0869e-01 +1.9503e-01 +2.3070e-01 +4.7576e-01 +1.1882e-01 +7.9197e-01 +3.9626e-01
68 +6.157445556e+05 +6.157445556e+05 +6.156926756e+05 +6.156926756e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +7.0414e-02 +1.0000e+00 +0.0000e+00 +1.0000e+00 +2.3572e-01 +0.0000e+00 +3.5369e-01 +0.0000e+00 +3.9423e-01 +0.0000e+00 +4.1758e-02 +3.5072e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (6.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.139335790e+05 +6.139335790e+05 +6.140033790e+05 +6.140033790e+05 +3.0669e-01 +1.9480e-01 +5.5439e-01 +3.5546e-01 +8.3375e-01 +9.8101e-01 +9.5413e-01 +5.8410e-01 +7.8466e-01 +8.2146e-01 +8.9272e-01 +9.8512e-01 +3.9365e-01 +2.7001e-01 +7.5275e-01 +8.9122e-01 +9.9042e-01 +7.4804e-01 +6.0065e-01 +6.3977e-01
219 +3.962671756e+05 +3.962671756e+05 +3.963369756e+05 +3.963369756e+05 +0.0000e+00 +1.0923e-01 +7.1606e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.1069e-01 +9.9509e-01 +0.0000e+00 +1.2046e-01 +4.0622e-01 +1.0000e+00 +9.8570e-01 +1.0000e+00 +0.0000e+00 +5.1087e-02 +1.6660e-02 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (1.105400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.762346401e+05 +5.762346401e+05 +5.763451801e+05 +5.763451801e+05 +6.7558e-01 +3.6293e-01 +4.7320e-01 +2.5872e-01 +4.5443e-01 +6.1517e-01 +5.8355e-01 +6.9274e-01 +6.2255e-01 +3.6640e-01 +7.8807e-02 +3.7230e-01 +5.8577e-01 +5.6047e-01 +8.2298e-01 +5.1785e-01 +8.6399e-01 +1.6883e-01 +7.3022e-01 +7.6657e-01
73 +3.911235028e+05 +3.911235028e+05 +3.912340428e+05 +3.912340428e+05 +0.0000e+00 +2.2948e-01 +5.0393e-01 +4.3532e-02 +6.8701e-01 +8.7781e-01 +5.9091e-01 +3.9608e-02 +4.7295e-01 +9.5237e-01 +8.8353e-01 +6.1109e-02 +0.0000e+00 +4.7166e-01 +7.5109e-02 +8.0862e-01 +0.0000e+00 +1.0000e+00 +9.8626e-01 +6.3805e-02
% function evaluation | noise-free fitness - Fopt (6.121000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.687033891e+05 +5.687033891e+05 +5.693154891e+05 +5.693154891e+05 +3.7042e-01 +7.7850e-01 +8.8073e-01 +9.5160e-02 +1.8086e-01 +9.3808e-01 +8.7013e-01 +1.3653e-01 +3.3016e-01 +6.9165e-01 +5.8860e-01 +5.9650e-01 +2.5416e-01 +8.5919e-01 +2.0194e-01 +5.3205e-01 +9.8177e-01 +8.5657e-01 +5.6344e-01 +6.5394e-01
78 +3.781953412e+05 +3.781953412e+05 +3.788074412e+05 +3.788074412e+05 +6.7867e-01 +6.5559e-01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +1.3976e-01 +1.0000e+00 +9.0842e-01 +2.1241e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00 +8.9129e-01 +8.4424e-01 +7.2978e-01 +1.1767e-01 +0.0000e+00 +3.5427e-01 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.657200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.782370352e+05 +5.782370352e+05 +5.777713152e+05 +5.777713152e+05 +7.5154e-01 +5.2933e-01 +3.2234e-01 +7.8162e-01 +5.4902e-01 +2.2033e-01 +2.5555e-01 +9.5805e-01 +2.8988e-01 +1.5348e-01 +8.8126e-01 +3.4684e-01 +3.9977e-01 +8.9764e-01 +5.6524e-01 +2.7277e-02 +8.2677e-01 +1.8248e-01 +1.4199e-01 +8.0641e-01
15 +3.504421692e+05 +3.504421692e+05 +3.499764492e+05 +3.499764492e+05 +3.9561e-01 +5.0417e-01 +8.1807e-01 +8.1060e-01 +8.0070e-01 +5.3292e-01 +8.9551e-01 +6.0224e-01 +8.0678e-01 +8.1336e-01 +9.0371e-01 +4.8586e-01 +1.0474e-01 +5.6746e-02 +4.1014e-01 +8.1163e-01 +3.2990e-02 +8.1336e-01 +6.7032e-01 +2.9572e-01
228 +2.504676487e+05 +2.504676487e+05 +2.500019287e+05 +2.500019287e+05 +1.7551e-02 +1.1942e-02 +9.7848e-01 +6.9475e-01 +9.9832e-01 +9.8137e-01 +9.9294e-01 +0.0000e+00 +4.4068e-01 +6.9303e-01 +0.0000e+00 +1.0000e+00 +3.6433e-03 +1.6166e-02 +9.1238e-01 +1.0000e+00 +1.2510e-01 +1.0000e+00 +1.8330e-01 +7.9944e-02
% function evaluation | noise-free fitness - Fopt (1.306000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.190219114e+05 +4.190219114e+05 +4.190349714e+05 +4.190349714e+05 +6.2110e-01 +9.9349e-01 +5.6483e-01 +8.0703e-01 +1.1748e-01 +7.7914e-01 +3.0222e-01 +5.9629e-01 +2.2882e-01 +4.6475e-01 +5.7069e-01 +4.0499e-01 +1.2568e-01 +3.2911e-01 +3.7733e-01 +9.9801e-01 +6.7388e-01 +5.0908e-01 +4.6305e-01 +6.2080e-01
2 +3.391440063e+05 +3.391440063e+05 +3.391570663e+05 +3.391570663e+05 +2.3797e-02 +3.7757e-01 +1.9842e-01 +9.6572e-01 +1.7517e-01 +5.6866e-01 +7.3699e-01 +8.2797e-01 +5.4795e-01 +4.4849e-01 +3.7005e-01 +2.3586e-01 +2.0524e-01 +4.7516e-01 +5.5921e-01 +6.0725e-01 +1.3778e-01 +6.2492e-01 +9.2283e-01 +2.6839e-01
216 +2.440058934e+05 +2.440058934e+05 +2.440189534e+05 +2.440189534e+05 +8.4481e-01 +1.3555e-01 +2.1235e-01 +5.7124e-01 +1.9464e-01 +9.9988e-01 +9.8424e-01 +2.7826e-01 +3.3176e-01 +0.0000e+00 +6.8984e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00 +9.9136e-01 +0.0000e+00 +0.0000e+00 +2.7470e-01 +8.4031e-01 +4.5549e-02
% function evaluation | noise-free fitness - Fopt (2.655000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.693459165e+05 +5.693459165e+05 +5.693724665e+05 +5.693724665e+05 +9.3967e-01 +3.5590e-01 +1.8671e-01 +6.2986e-01 +6.8752e-01 +5.6966e-01 +4.6015e-01 +1.5119e-01 +5.5460e-03 +7.7892e-01 +8.5470e-01 +8.2618e-01 +6.7836e-01 +2.3903e-02 +3.3228e-02 +1.2461e-01 +7.9943e-01 +6.9872e-01 +9.1002e-01 +9.2678e-01
68 +3.857262816e+05 +3.857262816e+05 +3.857528316e+05 +3.857528316e+05 +1.0000e+00 +2.2406e-01 +1.3881e-01 +1.0000e+00 +5.8118e-01 +1.0000e+00 +6.7398e-01 +0.0000e+00 +0.0000e+00 +5.1386e-01 +0.0000e+00 +1.0000e+00 +7.8521e-01 +0.0000e+00 +0.0000e+00 +9.6633e-01 +3.9196e-03 +1.0000e+00 +1.0000e+00 +8.9902e-01
