% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1609 +2.478102040e+00 +2.478102040e+00 +2.488102040e+00 +2.488102040e+00 +8.6292e-01 +1.0000e+00 +7.9321e-01 +6.5278e-01 +5.7403e-01 +9.8069e-01 +9.7866e-01 +2.6539e-01 +2.1781e-01 +1.0000e+00 +8.8964e-01 +4.9195e-02 +8.7046e-02 +9.8769e-01 +4.8819e-02 +6.4267e-01 +9.7639e-03 +1.0000e+00 +4.8818e-01 +9.6748e-01
2548 +1.054170874e+00 +1.054170874e+00 +1.064170874e+00 +1.064170874e+00 +8.5542e-01 +1.0000e+00 +7.9582e-01 +6.3262e-01 +5.6158e-01 +9.8388e-01 +9.7917e-01 +2.5392e-01 +1.8609e-01 +1.0000e+00 +8.8819e-01 +3.8375e-02 +8.3612e-02 +9.8818e-01 +5.3817e-02 +6.4613e-01 +1.0418e-02 +1.0000e+00 +4.8204e-01 +9.6427e-01
2748 +8.527916534e-01 +8.527916534e-01 +8.627916534e-01 +8.627916534e-01 +8.5599e-01 +1.0000e+00 +7.9573e-01 +6.2775e-01 +5.6373e-01 +9.8374e-01 +9.7907e-01 +2.5238e-01 +1.9201e-01 +1.0000e+00 +8.8571e-01 +4.0246e-02 +8.3294e-02 +9.9001e-01 +5.7293e-02 +6.4680e-01 +1.2156e-02 +1.0000e+00 +4.8360e-01 +9.6169e-01
4050 +6.174253634e-01 +6.174253634e-01 +6.274253634e-01 +6.274253634e-01 +8.5549e-01 +1.0000e+00 +7.9558e-01 +6.2780e-01 +5.6530e-01 +9.8357e-01 +9.7909e-01 +2.5110e-01 +1.9051e-01 +1.0000e+00 +8.8640e-01 +4.0262e-02 +8.3204e-02 +9.9369e-01 +5.3908e-02 +6.4723e-01 +1.2483e-02 +1.0000e+00 +4.8265e-01 +9.6106e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.665850609e+01 +1.665850609e+01 -1.139514939e+02 -1.139514939e+02 +9.5841e-01 +7.7831e-01 +5.2822e-02 +2.1955e-01 +2.3534e-02 +7.1766e-01 +7.5816e-01 +9.7772e-02 +6.2900e-01 +5.2781e-01 +4.4442e-01 +3.8170e-01 +2.8164e-01 +3.3611e-01 +4.7901e-01 +5.5237e-01 +9.6279e-01 +8.0727e-01 +6.5227e-02 +8.0616e-01
2 +5.425813848e+00 +5.425813848e+00 -1.251841862e+02 -1.251841862e+02 +7.3426e-01 +3.8479e-01 +5.2947e-01 +4.6784e-01 +6.5333e-01 +2.6302e-01 +2.3716e-01 +8.8617e-01 +3.8748e-01 +8.1060e-01 +5.6886e-01 +4.4561e-01 +4.7146e-01 +2.2651e-01 +4.6592e-01 +5.5674e-01 +3.2102e-01 +8.2315e-01 +4.4616e-01 +9.8741e-01
615 +3.294085658e+00 +3.294085658e+00 -1.273159143e+02 -1.273159143e+02 +6.8693e-01 +2.9243e-01 +1.0441e-01 +7.7418e-01 +4.8656e-01 +3.7393e-01 +6.5921e-01 +3.0167e-01 +3.7476e-01 +5.4868e-01 +8.7538e-01 +2.2209e-02 +1.6708e-01 +5.8924e-01 +4.3453e-01 +4.8503e-01 +9.7647e-01 +6.8189e-02 +0.0000e+00 +1.0000e+00
3749 +2.426563223e+00 +2.426563223e+00 -1.281834368e+02 -1.281834368e+02 +8.3501e-01 +7.9430e-01 +7.4286e-01 +1.9652e-01 +2.6735e-01 +6.5535e-02 +6.0770e-01 +3.7029e-01 +5.8439e-01 +7.3216e-01 +5.7708e-01 +4.6282e-01 +5.0869e-01 +8.3204e-01 +3.7701e-01 +8.5465e-01 +7.7858e-01 +5.6171e-02 +6.2189e-01 +2.5568e-01
3929 +1.431004178e+00 +1.431004178e+00 -1.291789958e+02 -1.291789958e+02 +8.3305e-01 +7.9490e-01 +7.5525e-01 +2.0779e-01 +2.6879e-01 +6.5812e-02 +6.0692e-01 +3.9955e-01 +5.8355e-01 +7.3191e-01 +5.7730e-01 +4.6290e-01 +5.0884e-01 +8.3557e-01 +3.7412e-01 +8.5336e-01 +7.7799e-01 +3.5758e-02 +6.2637e-01 +2.6400e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.697144412e+01 +1.697144412e+01 -2.061485559e+02 -2.061485559e+02 +3.5058e-01 +6.2572e-01 +7.5947e-01 +1.6572e-01 +5.9510e-01 +6.4202e-01 +2.5631e-01 +5.0695e-01 +9.2157e-02 +9.7720e-01 +8.4793e-01 +3.2283e-01 +2.1380e-01 +6.4624e-01 +2.1839e-01 +3.0277e-01 +5.1078e-01 +9.2750e-01 +1.8805e-01 +8.4755e-01
2 +1.269236461e+01 +1.269236461e+01 -2.104276354e+02 -2.104276354e+02 +7.6556e-01 +1.3590e-01 +2.0330e-01 +4.9880e-03 +9.5307e-01 +5.8689e-01 +1.6283e-01 +1.0728e-01 +9.4077e-01 +4.7190e-01 +8.2149e-01 +3.2026e-01 +6.7750e-01 +1.6266e-01 +6.8148e-01 +1.4417e-01 +5.8050e-01 +1.8429e-01 +1.5448e-01 +1.6132e-01
5 +7.060583313e+00 +7.060583313e+00 -2.160594167e+02 -2.160594167e+02 +8.1543e-01 +5.1980e-01 +2.4592e-01 +5.6190e-01 +9.4641e-01 +7.1917e-01 +9.9827e-03 +3.1526e-01 +2.9145e-01 +4.1605e-01 +6.0471e-01 +2.1613e-02 +5.3611e-01 +2.1556e-01 +3.7533e-01 +1.8800e-01 +1.1440e-01 +6.4680e-01 +3.9484e-02 +7.9231e-01
27 +6.111582931e+00 +6.111582931e+00 -2.170084171e+02 -2.170084171e+02 +1.0000e+00 +5.4193e-01 +3.7436e-01 +9.2857e-01 +6.0182e-01 +7.1775e-01 +3.0688e-01 +9.0010e-01 +5.5222e-01 +5.9541e-02 +7.5767e-01 +4.9632e-01 +7.0184e-01 +0.0000e+00 +1.0568e-01 +1.6640e-01 +5.8017e-01 +3.2986e-01 +2.9454e-01 +5.9222e-01
951 +2.899350327e+00 +2.899350327e+00 -2.202206497e+02 -2.202206497e+02 +9.9889e-01 +6.2589e-01 +9.6071e-01 +0.0000e+00 +4.4454e-01 +4.0416e-01 +2.8441e-01 +9.5796e-01 +2.2003e-01 +1.0000e+00 +6.0544e-01 +0.0000e+00 +9.7728e-01 +6.2937e-01 +1.6879e-01 +5.1576e-01 +5.2957e-01 +9.0295e-01 +9.1308e-01 +9.9843e-01
5074 +2.489805937e+00 +2.489805937e+00 -2.206301941e+02 -2.206301941e+02 +1.0000e+00 +9.5008e-01 +1.0000e+00 +1.5616e-03 +4.1465e-01 +3.8223e-01 +3.6573e-02 +8.5418e-01 +3.6833e-01 +4.5812e-01 +4.8215e-01 +0.0000e+00 +8.0475e-01 +1.0912e-01 +0.0000e+00 +1.7711e-01 +6.8890e-01 +5.2280e-01 +8.6361e-01 +8.3049e-01
8294 +1.573277375e+00 +1.573277375e+00 -2.215467226e+02 -2.215467226e+02 +1.0000e+00 +9.5034e-01 +1.0000e+00 +1.5497e-03 +4.1458e-01 +3.8089e-01 +3.9064e-02 +8.5280e-01 +3.7139e-01 +4.7695e-01 +4.9270e-01 +0.0000e+00 +8.2014e-01 +1.0931e-01 +0.0000e+00 +1.7716e-01 +6.8226e-01 +5.2335e-01 +8.6479e-01 +8.5238e-01
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.490711293e+01 +1.490711293e+01 -2.952288707e+01 -2.952288707e+01 +6.5908e-01 +1.6659e-01 +5.7243e-01 +4.6420e-01 +1.7142e-01 +8.8291e-01 +7.2400e-01 +5.3199e-01 +5.7659e-01 +4.4455e-01 +3.0925e-02 +9.8431e-01 +4.2506e-01 +4.4142e-01 +6.5027e-01 +8.4861e-01 +4.5367e-01 +3.7058e-01 +9.6325e-01 +6.3212e-01
2 +7.937432275e+00 +7.937432275e+00 -3.649256772e+01 -3.649256772e+01 +8.2057e-01 +9.5099e-01 +6.3968e-01 +5.7043e-01 +3.0811e-01 +8.8312e-01 +2.0960e-01 +8.2829e-01 +5.1597e-01 +6.5362e-03 +7.8847e-02 +3.2272e-01 +5.0028e-01 +7.0954e-01 +9.2857e-01 +2.1029e-01 +6.1012e-01 +7.3971e-01 +1.7997e-01 +3.6277e-01
18 +4.925938485e+00 +4.925938485e+00 -3.950406152e+01 -3.950406152e+01 +6.2430e-01 +9.5908e-01 +6.4930e-02 +5.8703e-01 +6.3219e-01 +2.3844e-01 +5.6860e-01 +2.0368e-02 +7.8984e-01 +7.5823e-01 +6.0522e-01 +7.1361e-01 +5.7527e-01 +5.9209e-01 +4.9526e-01 +4.8486e-01 +2.8296e-01 +9.9539e-01 +2.6854e-01 +9.6378e-02
56 +3.685546807e+00 +3.685546807e+00 -4.074445319e+01 -4.074445319e+01 +7.8517e-01 +1.0000e+00 +3.1846e-02 +9.5421e-01 +6.4426e-01 +2.7503e-01 +4.9672e-01 +6.0425e-02 +1.0000e+00 +9.7745e-01 +6.9121e-01 +7.6306e-01 +8.9956e-01 +6.1772e-01 +1.2536e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.9405e-01 +1.2986e-01
4476 +2.103967564e+00 +2.103967564e+00 -4.232603244e+01 -4.232603244e+01 +7.8520e-01 +9.8911e-01 +3.8805e-02 +9.1460e-01 +6.4496e-01 +3.0748e-01 +4.9625e-01 +3.3225e-02 +1.0000e+00 +9.7629e-01 +7.5954e-01 +7.4387e-01 +9.0938e-01 +6.2438e-01 +6.3864e-02 +1.0000e+00 +0.0000e+00 +1.0000e+00 +2.0893e-01 +1.1222e-01
5856 +1.527782144e+00 +1.527782144e+00 -4.290221786e+01 -4.290221786e+01 +7.8495e-01 +9.8915e-01 +3.9626e-02 +9.0573e-01 +6.4473e-01 +3.1506e-01 +5.0091e-01 +3.3875e-02 +1.0000e+00 +9.7631e-01 +7.5687e-01 +7.4531e-01 +9.0130e-01 +6.2455e-01 +5.6720e-02 +1.0000e+00 +0.0000e+00 +1.0000e+00 +2.1933e-01 +8.4456e-02
% function evaluation | noise-free fitness - Fopt (1.994000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.136419337e+01 +2.136419337e+01 +4.130419337e+01 +4.130419337e+01 +3.6091e-01 +2.8206e-01 +3.9503e-01 +5.9699e-01 +8.4292e-01 +8.1062e-01 +6.6631e-01 +4.0292e-01 +7.0092e-01 +6.1363e-01 +1.5193e-02 +3.7647e-03 +2.3660e-01 +3.0341e-01 +1.4578e-01 +6.0152e-01 +2.5601e-02 +2.3842e-02 +9.9496e-01 +8.7400e-02
2 +1.185611389e+01 +1.185611389e+01 +3.179611389e+01 +3.179611389e+01 +4.5914e-01 +1.0439e-01 +4.2566e-01 +9.0107e-01 +9.5562e-01 +2.6788e-01 +5.5491e-01 +8.4628e-01 +8.6352e-01 +8.7894e-02 +1.6746e-01 +4.3344e-01 +1.9545e-01 +7.2005e-01 +9.8068e-01 +7.6185e-01 +9.1987e-01 +2.4324e-01 +3.5888e-01 +6.6358e-01
5 +8.114548914e+00 +8.114548914e+00 +2.805454891e+01 +2.805454891e+01 +6.0895e-01 +1.6177e-01 +8.3906e-01 +6.7118e-01 +3.6250e-01 +9.6191e-01 +1.5977e-01 +7.2052e-01 +5.6246e-01 +8.8830e-01 +7.5123e-02 +5.4621e-01 +2.0153e-01 +7.0451e-01 +6.6891e-01 +2.6731e-01 +1.9349e-01 +9.7504e-01 +4.4399e-02 +3.9625e-01
10 +5.194241498e+00 +5.194241498e+00 +2.513424150e+01 +2.513424150e+01 +9.8614e-01 +8.7934e-01 +1.0022e-01 +6.1484e-01 +4.9351e-01 +1.0520e-01 +1.8893e-02 +3.0102e-01 +3.7112e-01 +9.2924e-01 +6.5064e-01 +4.1344e-01 +4.7111e-01 +2.0053e-01 +5.7814e-01 +5.5023e-01 +5.5632e-01 +4.9653e-01 +5.8847e-01 +7.4896e-01
520 +3.066633229e+00 +3.066633229e+00 +2.300663323e+01 +2.300663323e+01 +1.2371e-01 +3.0730e-01 +6.4937e-01 +2.5292e-01 +9.5988e-02 +9.3747e-01 +8.4405e-01 +0.0000e+00 +6.3681e-01 +3.5464e-01 +7.4096e-01 +9.8420e-01 +7.3454e-01 +2.9641e-01 +4.7676e-02 +8.8583e-01 +2.5071e-01 +1.2351e-01 +0.0000e+00 +9.3222e-01
3212 +2.376009265e+00 +2.376009265e+00 +2.231600926e+01 +2.231600926e+01 +8.5392e-01 +7.1558e-01 +9.4946e-02 +6.5177e-01 +5.9327e-01 +1.2727e-01 +2.5991e-02 +4.3699e-01 +3.6624e-01 +9.8645e-01 +7.4705e-01 +3.2785e-01 +4.9107e-01 +1.1451e-01 +6.2465e-01 +5.5960e-01 +9.2991e-01 +3.9697e-01 +4.6529e-01 +7.4037e-01
3652 +1.443332129e+00 +1.443332129e+00 +2.138333213e+01 +2.138333213e+01 +8.5349e-01 +7.1571e-01 +8.8072e-02 +6.4033e-01 +6.0006e-01 +1.2779e-01 +2.5454e-02 +4.4269e-01 +3.6234e-01 +9.8943e-01 +7.6515e-01 +3.3348e-01 +4.8244e-01 +9.5712e-02 +6.2505e-01 +5.7104e-01 +9.3150e-01 +4.0595e-01 +4.5738e-01 +7.3990e-01
4593 +9.050288051e-01 +9.050288051e-01 +2.084502881e+01 +2.084502881e+01 +8.5367e-01 +7.1600e-01 +8.6593e-02 +6.4109e-01 +5.9404e-01 +1.2625e-01 +2.5506e-02 +4.4399e-01 +3.6182e-01 +9.8970e-01 +7.6817e-01 +3.3295e-01 +4.8289e-01 +1.0231e-01 +6.1863e-01 +5.7375e-01 +9.3059e-01 +3.9241e-01 +4.5231e-01 +7.3951e-01
5512 +6.181543497e-01 +6.181543497e-01 +2.055815435e+01 +2.055815435e+01 +8.5361e-01 +7.1622e-01 +8.6275e-02 +6.3789e-01 +5.9413e-01 +1.3283e-01 +2.5521e-02 +4.4400e-01 +3.6215e-01 +9.8971e-01 +7.6570e-01 +3.2591e-01 +4.8227e-01 +1.0426e-01 +6.1493e-01 +5.7400e-01 +9.3068e-01 +3.9715e-01 +4.5392e-01 +7.3926e-01
% function evaluation | noise-free fitness - Fopt (2.047400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.000196347e+01 +1.000196347e+01 +2.147419635e+02 +2.147419635e+02 +8.4103e-01 +6.3936e-01 +9.0221e-01 +6.8799e-01 +3.5459e-02 +9.4369e-02 +1.0733e-02 +7.4092e-02 +3.9656e-01 +6.6548e-01 +3.4216e-01 +9.1247e-01 +2.8989e-01 +5.7424e-01 +1.5551e-01 +7.2320e-01 +1.2547e-01 +5.7172e-01 +5.5244e-01 +8.6989e-01
12 +7.531743154e+00 +7.531743154e+00 +2.122717432e+02 +2.122717432e+02 +3.1478e-01 +3.3765e-01 +7.2824e-01 +6.3277e-01 +2.5331e-01 +2.1518e-01 +7.9031e-01 +8.7251e-01 +3.8436e-01 +8.1987e-01 +7.5417e-01 +8.8985e-01 +6.4153e-01 +3.1866e-01 +9.6493e-01 +9.3363e-01 +6.4429e-01 +5.0662e-01 +1.7740e-01 +2.4866e-01
56 +3.448274234e+00 +3.448274234e+00 +2.081882742e+02 +2.081882742e+02 +5.0448e-01 +6.0068e-01 +3.2196e-02 +0.0000e+00 +8.8796e-01 +1.0000e+00 +1.0000e+00 +9.4604e-01 +6.3528e-01 +3.0495e-01 +8.1138e-01 +7.2643e-01 +9.7039e-01 +6.8107e-02 +1.0148e-01 +0.0000e+00 +8.5421e-01 +6.0273e-01 +5.7799e-01 +9.7541e-01
3398 +2.286956262e+00 +2.286956262e+00 +2.070269563e+02 +2.070269563e+02 +5.0484e-01 +6.0425e-01 +3.2434e-02 +0.0000e+00 +8.8782e-01 +1.0000e+00 +1.0000e+00 +9.4629e-01 +6.4094e-01 +3.0496e-01 +8.2294e-01 +7.2643e-01 +9.6576e-01 +8.0310e-02 +1.0146e-01 +3.5289e-04 +8.5933e-01 +6.0566e-01 +5.7833e-01 +9.7254e-01
4796 +1.506055008e+00 +1.506055008e+00 +2.062460550e+02 +2.062460550e+02 +5.0495e-01 +6.0432e-01 +3.2021e-02 +0.0000e+00 +8.8797e-01 +1.0000e+00 +1.0000e+00 +9.4630e-01 +6.6161e-01 +3.1512e-01 +8.2297e-01 +7.2476e-01 +9.5398e-01 +7.0458e-02 +1.0194e-01 +3.4386e-04 +8.5943e-01 +6.1363e-01 +5.7942e-01 +9.7238e-01
% function evaluation | noise-free fitness - Fopt (-3.887700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.023380182e+01 +1.023380182e+01 -3.785361982e+02 -3.785361982e+02 +5.6831e-01 +5.8787e-01 +1.5308e-01 +7.9997e-01 +2.6641e-01 +4.6750e-01 +9.3540e-01 +6.4230e-01 +1.1984e-01 +6.8681e-01 +6.8520e-01 +2.8186e-02 +6.1233e-01 +9.3270e-01 +6.1384e-01 +2.8365e-01 +7.6540e-01 +5.2476e-01 +6.4458e-01 +2.4317e-01
5 +8.140317592e+00 +8.140317592e+00 -3.806296824e+02 -3.806296824e+02 +6.3423e-01 +6.2926e-01 +3.3886e-01 +3.5778e-01 +3.9913e-01 +3.3939e-01 +8.8606e-01 +7.3450e-01 +8.5871e-02 +5.7409e-01 +6.1676e-01 +5.1255e-01 +8.3043e-01 +8.9201e-01 +1.7771e-01 +4.2777e-01 +6.5940e-01 +2.1182e-01 +6.6434e-02 +2.3795e-01
82 +5.521744798e+00 +5.521744798e+00 -3.832482552e+02 -3.832482552e+02 +5.8784e-01 +2.8058e-01 +4.1192e-01 +6.2744e-01 +3.6593e-01 +4.8673e-01 +7.9208e-01 +5.0240e-01 +0.0000e+00 +1.8197e-01 +4.5813e-01 +8.2244e-01 +6.6305e-01 +6.4186e-01 +3.5179e-01 +4.5699e-01 +1.0000e+00 +5.0000e-01 +1.0323e-01 +1.0000e+00
887 +3.840766926e+00 +3.840766926e+00 -3.849292331e+02 -3.849292331e+02 +5.5474e-01 +5.8042e-01 +2.2521e-01 +3.0066e-01 +3.0072e-01 +3.0151e-01 +7.8759e-01 +7.7791e-01 +1.8529e-01 +7.3656e-01 +9.1114e-01 +4.0324e-01 +4.5898e-01 +5.6566e-01 +1.7616e-01 +5.9674e-01 +9.4167e-01 +0.0000e+00 +1.3377e-01 +3.4610e-01
2321 +2.470794747e+00 +2.470794747e+00 -3.862992053e+02 -3.862992053e+02 +5.9502e-01 +4.7001e-01 +1.8526e-01 +6.1115e-01 +0.0000e+00 +4.1295e-01 +5.2830e-01 +4.1913e-01 +1.4215e-02 +3.9646e-01 +3.3676e-01 +7.1653e-01 +4.4250e-01 +5.9070e-01 +4.8788e-01 +6.0060e-01 +9.7425e-01 +5.1688e-01 +2.9677e-01 +8.0997e-01
7701 +1.543951615e+00 +1.543951615e+00 -3.872260484e+02 -3.872260484e+02 +5.9502e-01 +4.6874e-01 +2.5089e-01 +6.1330e-01 +0.0000e+00 +4.1322e-01 +5.2033e-01 +4.2703e-01 +1.4038e-02 +3.9677e-01 +3.3541e-01 +7.2647e-01 +4.3953e-01 +5.7807e-01 +4.8595e-01 +6.3044e-01 +9.7303e-01 +5.1688e-01 +2.9678e-01 +8.2523e-01
8541 +9.813175991e-01 +9.813175991e-01 -3.877886824e+02 -3.877886824e+02 +5.9502e-01 +4.6963e-01 +2.5401e-01 +6.1290e-01 +0.0000e+00 +4.1363e-01 +5.1458e-01 +4.3217e-01 +1.4031e-02 +3.9677e-01 +3.3685e-01 +7.2272e-01 +4.3774e-01 +5.7823e-01 +4.8605e-01 +6.3007e-01 +9.7409e-01 +5.1689e-01 +2.9678e-01 +8.2544e-01
% function evaluation | noise-free fitness - Fopt (-1.918000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.321684992e+01 +2.321684992e+01 +4.036849924e+00 +4.036849924e+00 +4.5599e-01 +9.1710e-02 +7.6207e-01 +8.7989e-01 +3.0635e-01 +9.8676e-01 +5.1690e-01 +9.7434e-01 +4.4552e-02 +8.8302e-01 +6.9789e-01 +1.8455e-01 +4.6537e-01 +2.0003e-01 +4.1847e-01 +4.1724e-01 +2.5846e-01 +6.6557e-01 +6.3967e-01 +3.5320e-01
3 +1.312949446e+01 +1.312949446e+01 -6.050505541e+00 -6.050505541e+00 +4.8214e-01 +4.8281e-01 +4.4085e-01 +8.7432e-01 +6.4721e-01 +7.7380e-01 +5.7954e-01 +3.4412e-01 +3.6916e-01 +2.9280e-01 +8.2277e-01 +5.7607e-01 +2.2359e-01 +6.7765e-01 +9.1061e-01 +4.4151e-01 +7.5864e-01 +3.6613e-02 +2.0667e-01 +5.1537e-01
4 +6.497970975e+00 +6.497970975e+00 -1.268202903e+01 -1.268202903e+01 +5.6309e-01 +5.6411e-01 +9.4528e-01 +5.0150e-01 +3.2726e-01 +2.8211e-01 +3.8906e-01 +5.6941e-01 +9.9287e-01 +8.5557e-01 +5.2870e-01 +2.3478e-01 +6.0831e-02 +5.5428e-01 +1.4329e-01 +9.9776e-01 +6.1066e-01 +2.0901e-01 +8.7469e-01 +4.9374e-01
80 +6.074488833e+00 +6.074488833e+00 -1.310551117e+01 -1.310551117e+01 +5.1113e-01 +1.0769e-01 +7.5287e-01 +2.4514e-01 +2.0122e-01 +8.1909e-01 +7.8636e-01 +2.0841e-01 +5.8908e-01 +8.8353e-01 +6.7799e-01 +7.0808e-01 +1.7569e-01 +1.0000e+00 +4.4965e-01 +7.5659e-01 +8.4501e-01 +5.2383e-01 +5.2832e-01 +7.4986e-01
2033 +3.568280893e+00 +3.568280893e+00 -1.561171911e+01 -1.561171911e+01 +4.6748e-01 +6.1819e-01 +4.8609e-01 +2.4767e-01 +4.6431e-01 +6.2582e-01 +4.2849e-01 +9.3093e-02 +8.6739e-01 +8.6164e-01 +3.8079e-01 +3.2101e-01 +1.1572e-01 +2.9868e-01 +5.3553e-02 +5.2925e-01 +4.1164e-01 +2.0737e-01 +7.4105e-02 +5.6776e-01
4097 +2.397150471e+00 +2.397150471e+00 -1.678284953e+01 -1.678284953e+01 +6.5647e-01 +4.1575e-01 +7.7331e-01 +1.3641e-01 +3.3428e-02 +9.2480e-01 +9.8305e-01 +5.0469e-01 +7.7347e-01 +9.7407e-01 +2.6208e-01 +3.4326e-01 +6.7972e-02 +9.5759e-01 +4.4822e-01 +3.0522e-01 +5.0606e-01 +1.0000e+00 +6.2823e-01 +6.5072e-01
5877 +1.550820077e+00 +1.550820077e+00 -1.762917992e+01 -1.762917992e+01 +6.5689e-01 +4.1251e-01 +7.7101e-01 +1.3520e-01 +3.2996e-02 +9.2207e-01 +9.8306e-01 +5.0011e-01 +7.7352e-01 +9.7415e-01 +2.8025e-01 +3.4328e-01 +6.7604e-02 +9.5663e-01 +4.4577e-01 +3.0483e-01 +5.0484e-01 +1.0000e+00 +6.2807e-01 +6.5145e-01
