% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.818430311e+01 +1.818430311e+01 +1.344443031e+02 +1.344443031e+02 +5.3681e-01 +7.7390e-01 +9.6966e-01 +8.9948e-01 +4.5070e-02 +8.3234e-01 +6.5136e-01 +3.5640e-03 +2.8378e-02 +6.0035e-01 +3.6399e-01 +5.4924e-02 +6.0377e-01 +8.0048e-01 +8.3018e-01 +6.6048e-01 +5.8877e-01 +1.0473e-01 +9.1976e-01 +3.5675e-01
2 +1.551509458e+01 +1.551509458e+01 +1.317750946e+02 +1.317750946e+02 +9.3212e-01 +4.7899e-01 +5.8848e-01 +1.9020e-01 +5.1184e-01 +5.1069e-01 +5.7150e-01 +5.1626e-01 +2.2294e-01 +7.4671e-01 +3.2209e-01 +8.9546e-01 +9.5866e-01 +2.0990e-01 +5.5250e-01 +7.6295e-01 +4.4703e-02 +2.7706e-01 +5.3155e-01 +3.8761e-01
926 +9.866761347e+00 +9.866761347e+00 +1.261267613e+02 +1.261267613e+02 +3.4036e-01 +4.1332e-02 +8.1368e-01 +8.4692e-01 +5.1936e-01 +9.8186e-01 +1.2733e-01 +1.3026e-01 +1.7192e-01 +3.1063e-01 +4.4847e-01 +2.5797e-01 +5.3551e-01 +8.2478e-01 +4.4424e-01 +7.3268e-01 +3.1532e-01 +2.8403e-01 +6.0310e-01 +2.4230e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.367367476e+01 +1.367367476e+01 -9.863263252e+02 -9.863263252e+02 +3.5587e-01 +5.6091e-01 +2.5974e-01 +6.6866e-01 +8.5652e-01 +5.3027e-01 +6.7582e-01 +5.0920e-01 +5.2180e-01 +9.9998e-01 +9.6297e-01 +5.0809e-01 +1.9331e-01 +2.8957e-01 +2.8543e-01 +1.2142e-02 +5.6979e-01 +7.7972e-01 +5.9919e-02 +7.5111e-02
17 +9.660015107e+00 +9.660015107e+00 -9.903399849e+02 -9.903399849e+02 +1.8725e-01 +7.5924e-01 +1.2901e-01 +5.1533e-01 +1.0826e-01 +8.9021e-01 +2.2326e-01 +4.0395e-01 +2.6096e-01 +5.8103e-01 +2.7934e-01 +4.9599e-01 +4.6698e-02 +8.9656e-01 +1.1912e-01 +1.0266e-01 +8.7883e-01 +7.4284e-01 +8.0957e-01 +9.3301e-01
1901 +6.308896569e+00 +6.308896569e+00 -9.936911034e+02 -9.936911034e+02 +2.1893e-01 +2.9917e-01 +6.7622e-02 +9.4115e-01 +0.0000e+00 +8.9173e-01 +3.6334e-01 +9.5040e-01 +4.4131e-04 +3.2313e-01 +1.2731e-01 +6.9035e-01 +0.0000e+00 +9.9794e-01 +0.0000e+00 +1.2592e-01 +3.7891e-02 +6.9237e-01 +5.3176e-01 +9.9993e-01
% function evaluation | noise-free fitness - Fopt (-9.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.299188474e+01 +3.299188474e+01 -5.893811526e+01 -5.893811526e+01 +9.3921e-01 +3.3278e-01 +8.2490e-01 +6.6038e-01 +1.8862e-01 +3.6952e-01 +3.0709e-01 +8.5474e-02 +4.0673e-01 +5.1919e-01 +6.2783e-01 +6.1462e-01 +3.7234e-01 +3.8914e-01 +3.0475e-01 +2.0437e-01 +3.9467e-01 +4.3706e-01 +5.1145e-01 +7.5518e-01
2 +2.385105780e+01 +2.385105780e+01 -6.807894220e+01 -6.807894220e+01 +7.8164e-01 +5.7530e-01 +7.7894e-01 +1.9188e-02 +9.4233e-01 +2.1206e-01 +2.6394e-01 +1.3513e-01 +8.3126e-01 +7.6043e-01 +1.6539e-01 +5.6619e-02 +2.4760e-01 +6.5705e-01 +9.0757e-02 +4.3447e-02 +3.7338e-01 +7.2004e-01 +1.7269e-01 +3.6807e-01
366 +1.471772408e+01 +1.471772408e+01 -7.721227592e+01 -7.721227592e+01 +6.9319e-01 +4.1112e-02 +2.9064e-01 +5.9357e-01 +6.2906e-01 +1.3852e-01 +0.0000e+00 +8.3615e-01 +9.5886e-01 +1.0113e-02 +1.2501e-01 +1.7475e-01 +6.0419e-03 +2.6139e-01 +1.9019e-02 +6.0993e-01 +1.1980e-01 +4.3431e-01 +6.6309e-01 +6.3142e-01
% function evaluation | noise-free fitness - Fopt (1.487500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.816991587e+01 +1.816991587e+01 +1.669199159e+02 +1.669199159e+02 +6.1396e-01 +1.9869e-01 +6.5124e-01 +3.5756e-01 +8.7377e-01 +5.4018e-01 +2.0853e-01 +4.4754e-01 +5.1862e-01 +6.3914e-01 +9.9376e-01 +9.1355e-03 +9.4284e-01 +8.1114e-01 +1.2130e-01 +2.9430e-01 +4.2494e-01 +6.3621e-01 +4.1816e-01 +1.2214e-01
38 +1.575692429e+01 +1.575692429e+01 +1.645069243e+02 +1.645069243e+02 +7.8072e-01 +0.0000e+00 +4.9814e-01 +7.5976e-01 +5.3077e-01 +6.5327e-01 +1.2642e-01 +6.9478e-01 +3.5877e-01 +3.2069e-01 +9.4837e-01 +1.9552e-01 +8.3768e-01 +4.7890e-01 +3.9411e-01 +7.1868e-01 +1.0000e+00 +6.0650e-01 +6.2937e-01 +4.4200e-01
673 +9.989157584e+00 +9.989157584e+00 +1.587391576e+02 +1.587391576e+02 +1.0000e+00 +1.6691e-01 +5.8710e-01 +8.5747e-01 +2.5396e-01 +9.9021e-01 +6.1980e-01 +4.8396e-01 +4.4532e-01 +9.8587e-01 +1.0000e+00 +1.2567e-01 +7.8660e-01 +8.5716e-01 +3.7933e-01 +9.7786e-01 +9.4276e-01 +2.6285e-01 +1.0000e+00 +3.0852e-01
% function evaluation | noise-free fitness - Fopt (-1.483000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.411480034e+01 +1.411480034e+01 -1.341851997e+02 -1.341851997e+02 +2.2723e-01 +3.6257e-01 +7.4675e-01 +7.1021e-01 +2.3829e-01 +7.7826e-01 +3.6551e-01 +6.9082e-01 +2.0226e-01 +1.0334e-01 +7.7750e-01 +1.4925e-01 +1.6477e-01 +7.1283e-01 +5.6055e-01 +9.7399e-01 +6.8969e-01 +4.2324e-01 +6.6816e-01 +2.3498e-01
65 +9.420415049e+00 +9.420415049e+00 -1.388795850e+02 -1.388795850e+02 +3.7443e-01 +7.4379e-01 +0.0000e+00 +6.4513e-01 +9.2843e-01 +2.3339e-01 +2.2366e-01 +1.0000e+00 +8.4486e-01 +3.1326e-01 +0.0000e+00 +1.6460e-01 +3.9121e-01 +3.0784e-01 +1.1535e-01 +3.6505e-02 +8.9455e-01 +2.4261e-01 +1.0000e+00 +3.5367e-01
2239 +6.303748206e+00 +6.303748206e+00 -1.419962518e+02 -1.419962518e+02 +5.3905e-01 +0.0000e+00 +1.8476e-01 +9.9677e-01 +1.6377e-01 +5.4958e-01 +2.5633e-02 +7.7373e-01 +1.0000e+00 +2.8405e-01 +5.7033e-01 +1.1508e-01 +8.4611e-01 +1.0000e+00 +4.1570e-01 +3.3056e-01 +3.7142e-02 +3.4970e-01 +2.9326e-01 +3.5325e-01
% function evaluation | noise-free fitness - Fopt (1.702000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.192798975e+01 +2.192798975e+01 +3.894798975e+01 +3.894798975e+01 +3.1701e-01 +1.0195e-01 +2.8481e-01 +9.0731e-01 +8.8261e-01 +9.0469e-01 +3.7578e-01 +3.5919e-01 +8.4803e-02 +3.8905e-01 +9.7083e-02 +8.0283e-01 +8.3381e-01 +3.6647e-01 +3.5035e-01 +9.3932e-01 +1.4009e-01 +1.0232e-01 +9.4349e-01 +2.0246e-01
41 +1.549746365e+01 +1.549746365e+01 +3.251746365e+01 +3.251746365e+01 +1.0000e+00 +2.7839e-01 +0.0000e+00 +0.0000e+00 +6.9488e-01 +6.4646e-01 +2.7615e-02 +7.9542e-01 +7.5099e-01 +1.8020e-01 +2.7956e-01 +0.0000e+00 +3.3707e-02 +8.9909e-01 +1.0000e+00 +7.5114e-01 +5.7151e-01 +4.6077e-02 +8.7269e-01 +3.1494e-01
171 +9.905736066e+00 +9.905736066e+00 +2.692573607e+01 +2.692573607e+01 +5.6474e-01 +5.4303e-02 +6.2829e-01 +4.8407e-01 +1.8311e-01 +0.0000e+00 +6.7728e-01 +9.4123e-01 +0.0000e+00 +6.6959e-01 +8.6915e-01 +2.5047e-01 +3.2067e-01 +7.1077e-01 +2.0224e-01 +9.2993e-01 +4.8283e-01 +5.8897e-01 +3.6091e-01 +3.5348e-02
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.424638024e+01 +1.424638024e+01 -2.059536198e+02 -2.059536198e+02 +5.1739e-01 +5.9206e-02 +5.6775e-01 +1.4851e-01 +6.0922e-02 +6.9952e-01 +5.6698e-01 +9.3613e-01 +8.9833e-02 +4.7283e-01 +2.3853e-01 +7.8327e-01 +1.1944e-01 +9.7257e-01 +4.4947e-01 +3.8034e-01 +5.4303e-01 +7.7895e-01 +8.2876e-01 +2.4848e-01
13 +9.428021574e+00 +9.428021574e+00 -2.107719784e+02 -2.107719784e+02 +3.6034e-01 +8.4608e-01 +3.2078e-01 +6.6197e-01 +5.6547e-01 +2.4415e-01 +1.1790e-01 +1.0726e-01 +6.2129e-01 +7.9616e-01 +7.6545e-01 +4.8782e-01 +2.5824e-01 +7.6271e-01 +4.2951e-01 +6.5230e-01 +5.1111e-01 +2.1963e-01 +5.3981e-01 +7.3906e-02
4786 +6.307204946e+00 +6.307204946e+00 -2.138927951e+02 -2.138927951e+02 +7.7793e-02 +1.0000e+00 +4.5618e-01 +7.2957e-01 +4.5237e-01 +8.1103e-01 +5.9433e-01 +7.4392e-01 +1.0590e-07 +8.4199e-01 +1.7648e-01 +6.5687e-01 +1.0000e+00 +1.3764e-01 +1.0000e+00 +1.8953e-01 +8.3646e-01 +0.0000e+00 +5.2432e-02 +5.4418e-01
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.101603415e+01 +1.101603415e+01 -9.393965848e+00 -9.393965848e+00 +5.3041e-01 +7.4024e-01 +1.7408e-02 +5.9536e-01 +6.0277e-01 +3.9072e-01 +8.3587e-01 +5.6728e-01 +2.6813e-02 +4.2947e-01 +9.3595e-01 +8.1682e-01 +1.2612e-01 +8.4582e-01 +2.6147e-01 +4.7158e-01 +9.5782e-01 +7.5677e-01 +7.7584e-01 +7.8839e-01
122 +9.660911115e+00 +9.660911115e+00 -1.074908888e+01 -1.074908888e+01 +8.3314e-01 +1.0000e+00 +2.4797e-01 +1.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.4153e-01 +2.1888e-01 +1.1109e-01 +5.3304e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +6.6550e-01 +9.1678e-01 +7.6594e-01 +8.3523e-01 +8.4259e-01 +8.8620e-01
% function evaluation | noise-free fitness - Fopt (6.081000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.766070653e+01 +1.766070653e+01 +7.847070653e+01 +7.847070653e+01 +6.6278e-01 +5.5553e-01 +1.2977e-01 +2.1395e-01 +2.8225e-01 +3.2056e-01 +1.1346e-01 +8.8175e-01 +2.7221e-01 +1.1938e-01 +7.3881e-01 +3.4145e-01 +2.5429e-01 +9.4502e-01 +9.5759e-01 +5.0667e-01 +3.9714e-01 +2.4579e-02 +1.6106e-02 +6.3304e-01
2 +1.279891361e+01 +1.279891361e+01 +7.360891361e+01 +7.360891361e+01 +2.0957e-01 +1.7190e-02 +4.4808e-01 +5.8431e-01 +5.3427e-01 +1.3095e-01 +8.2569e-01 +5.6703e-01 +7.9008e-01 +4.6217e-01 +7.8968e-01 +7.2810e-01 +8.7778e-01 +8.5874e-01 +1.9911e-01 +4.4644e-01 +5.5136e-01 +4.9240e-01 +6.2284e-01 +3.8015e-02
54 +9.632810000e+00 +9.632810000e+00 +7.044281000e+01 +7.044281000e+01 +0.0000e+00 +1.9825e-02 +5.1682e-01 +7.3948e-01 +0.0000e+00 +0.0000e+00 +7.3210e-02 +6.3162e-02 +8.2661e-01 +8.5114e-01 +3.2050e-01 +8.2327e-01 +3.2920e-01 +5.7268e-01 +2.1502e-02 +7.8978e-01 +3.0179e-01 +2.3716e-01 +3.7029e-01 +2.4136e-01
% function evaluation | noise-free fitness - Fopt (-6.176300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.661148942e+01 +3.661148942e+01 -5.810185106e+02 -5.810185106e+02 +9.7326e-01 +5.4385e-01 +6.4665e-01 +6.1771e-01 +4.8904e-01 +6.6341e-02 +5.2805e-04 +6.8061e-01 +6.3047e-01 +2.0963e-01 +8.5286e-01 +5.0192e-01 +8.4385e-01 +3.7852e-01 +1.3118e-01 +6.1086e-01 +9.2591e-01 +7.8426e-01 +9.8010e-01 +3.1354e-01
32 +2.453911862e+01 +2.453911862e+01 -5.930908814e+02 -5.930908814e+02 +2.4941e-01 +2.3168e-01 +5.0332e-01 +7.0556e-02 +3.8606e-01 +4.0762e-01 +4.2251e-01 +8.3577e-01 +9.6144e-01 +9.6992e-01 +5.6420e-01 +4.1697e-01 +7.8675e-01 +5.0804e-01 +5.0119e-01 +2.2081e-01 +4.7859e-01 +2.8233e-01 +6.0286e-01 +4.7196e-01
6210 +1.583913993e+01 +1.583913993e+01 -6.017908601e+02 -6.017908601e+02 +2.1947e-01 +9.8167e-01 +2.5969e-01 +3.7332e-01 +3.5366e-01 +7.4968e-01 +0.0000e+00 +7.0721e-01 +5.0509e-01 +1.0000e+00 +7.0899e-01 +5.1474e-01 +3.7003e-01 +9.1522e-01 +4.7165e-01 +5.2441e-01 +3.1188e-01 +4.5041e-01 +6.8078e-01 +3.4587e-01
