% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
9716 +1.584862941e+00 +1.584862941e+00 +7.327486294e+01 +7.327486294e+01 +5.1154e-01 +5.8367e-01 +3.4752e-02 +5.5608e-01 +5.3764e-02 +1.0161e-02 +1.2303e-01 +5.8755e-01 +3.9604e-01 +1.1399e-01 +9.7403e-01 +5.0795e-01 +4.0009e-01 +2.5029e-01 +5.0142e-01 +6.9477e-01 +7.2395e-01 +6.7621e-01 +9.8886e-01 +2.5248e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.448941059e+00 +7.448941059e+00 +2.214589411e+02 +2.214589411e+02 +7.9293e-01 +4.4492e-01 +5.0289e-02 +9.2446e-02 +7.2201e-01 +7.3817e-01 +2.0408e-01 +2.5484e-01 +6.9823e-01 +3.4302e-01 +9.9529e-02 +1.3546e-01 +6.8586e-01 +3.6740e-01 +3.7322e-01 +3.0858e-01 +6.4794e-01 +7.7348e-01 +6.8153e-02 +6.6723e-01
5 +5.501871500e+00 +5.501871500e+00 +2.195118715e+02 +2.195118715e+02 +1.3874e-01 +5.3569e-01 +8.2329e-01 +6.3315e-01 +1.2653e-01 +2.4900e-01 +8.7529e-01 +6.0264e-01 +2.9795e-01 +6.3749e-01 +3.4536e-01 +8.8533e-01 +1.7248e-01 +8.7493e-01 +6.2643e-01 +2.2033e-01 +9.9317e-01 +9.8463e-01 +8.6573e-01 +4.7030e-01
480 +3.444118459e+00 +3.444118459e+00 +2.174541185e+02 +2.174541185e+02 +2.8747e-01 +4.1167e-01 +4.0006e-02 +6.3311e-02 +1.8856e-01 +4.6463e-01 +4.5323e-01 +6.5736e-01 +7.7456e-01 +2.9970e-01 +5.6073e-02 +6.8044e-02 +9.1665e-01 +3.1320e-01 +4.1717e-01 +1.9693e-01 +5.9187e-01 +4.8413e-01 +3.0333e-02 +6.8638e-01
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.122800048e+01 +1.122800048e+01 -4.725199952e+01 -4.725199952e+01 +4.6181e-01 +1.2075e-02 +7.3647e-01 +6.4655e-01 +1.6334e-01 +5.0919e-01 +2.8207e-01 +6.5072e-01 +4.7152e-01 +7.1599e-01 +9.1694e-01 +4.4572e-01 +1.5894e-01 +2.6629e-01 +2.8304e-01 +4.4162e-01 +9.8369e-01 +3.1968e-01 +6.6566e-02 +3.8282e-01
4 +9.164532406e+00 +9.164532406e+00 -4.931546759e+01 -4.931546759e+01 +8.7731e-01 +2.6785e-01 +8.6129e-01 +2.2281e-01 +2.3153e-01 +3.4118e-01 +8.3786e-01 +6.2125e-01 +1.1238e-01 +7.2452e-01 +9.6866e-01 +6.8093e-01 +2.2137e-01 +2.7465e-01 +4.5060e-01 +8.3051e-01 +2.1331e-03 +8.7537e-01 +8.8690e-01 +7.5593e-01
152 +6.156319527e+00 +6.156319527e+00 -5.232368047e+01 -5.232368047e+01 +4.6562e-01 +7.5886e-02 +7.3410e-01 +1.0000e+00 +3.0246e-01 +1.0000e+00 +7.0045e-01 +1.6459e-01 +1.9823e-01 +5.4021e-02 +5.7403e-01 +9.6513e-01 +6.5167e-01 +1.0000e+00 +7.5390e-01 +4.9043e-01 +3.1371e-02 +3.3940e-01 +1.6578e-01 +1.7253e-01
5907 +3.297896398e+00 +3.297896398e+00 -5.518210360e+01 -5.518210360e+01 +8.6594e-01 +3.8419e-01 +7.2270e-01 +6.8948e-01 +0.0000e+00 +8.8234e-01 +8.7247e-01 +3.2055e-01 +3.2915e-01 +1.4565e-01 +3.4606e-01 +8.2958e-01 +7.9936e-01 +8.4157e-01 +6.3182e-01 +6.0496e-01 +3.3862e-01 +5.1951e-01 +1.1339e-01 +2.6749e-01
6369 +1.767463205e+00 +1.767463205e+00 -5.671253679e+01 -5.671253679e+01 +8.6594e-01 +3.8364e-01 +7.2959e-01 +6.9020e-01 +0.0000e+00 +8.7925e-01 +8.7247e-01 +3.2211e-01 +3.2323e-01 +1.4639e-01 +3.4606e-01 +8.2059e-01 +7.9880e-01 +8.3959e-01 +6.3176e-01 +6.0486e-01 +3.3903e-01 +5.1952e-01 +1.1025e-01 +2.6499e-01
7369 +1.531102383e+00 +1.531102383e+00 -5.694889762e+01 -5.694889762e+01 +8.6591e-01 +3.8360e-01 +7.3219e-01 +6.9005e-01 +0.0000e+00 +8.7927e-01 +8.7248e-01 +3.2174e-01 +3.2346e-01 +1.4264e-01 +3.4607e-01 +8.2046e-01 +7.9858e-01 +8.3989e-01 +6.3111e-01 +6.0487e-01 +3.3910e-01 +5.1952e-01 +1.1589e-01 +2.6535e-01
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.055655327e+01 +1.055655327e+01 -6.025234467e+02 -6.025234467e+02 +8.2470e-01 +4.9334e-01 +8.1324e-01 +1.3313e-01 +1.0166e-01 +5.5756e-01 +7.0955e-01 +6.3967e-01 +4.6183e-01 +4.1337e-01 +8.7025e-01 +6.5189e-01 +5.9051e-01 +9.7844e-01 +8.6088e-01 +5.9073e-01 +3.9356e-01 +9.1600e-01 +5.9339e-01 +4.6630e-01
2 +7.513054029e+00 +7.513054029e+00 -6.055669460e+02 -6.055669460e+02 +5.3361e-01 +7.8550e-01 +9.0702e-01 +1.6021e-01 +8.9070e-01 +3.0816e-01 +1.4080e-01 +4.1829e-02 +1.8309e-01 +1.1170e-01 +9.5121e-01 +4.1786e-01 +2.3176e-01 +6.8043e-01 +7.8039e-01 +1.1946e-01 +1.7289e-01 +2.3553e-01 +4.0705e-01 +8.4027e-01
9 +5.980611874e+00 +5.980611874e+00 -6.070993881e+02 -6.070993881e+02 +4.9232e-01 +5.2611e-01 +7.9296e-01 +7.5513e-02 +5.3976e-01 +8.1960e-01 +4.4524e-01 +6.4021e-01 +7.4231e-01 +9.2249e-01 +2.9568e-01 +4.1097e-01 +3.1149e-01 +8.8273e-01 +4.6061e-01 +6.1581e-01 +7.5476e-01 +1.0454e-01 +5.3713e-01 +1.8005e-02
6890 +3.467084688e+00 +3.467084688e+00 -6.096129153e+02 -6.096129153e+02 +9.2571e-01 +9.7847e-01 +2.0128e-01 +2.1444e-01 +7.1341e-01 +9.9921e-01 +6.6203e-01 +9.1534e-01 +8.4308e-01 +5.5518e-01 +5.2060e-02 +8.1114e-01 +4.4677e-02 +2.5792e-01 +4.1685e-01 +7.6139e-01 +2.0262e-01 +4.0918e-01 +4.8250e-01 +8.0410e-01
9990 +2.440581554e+00 +2.440581554e+00 -6.106394184e+02 -6.106394184e+02 +9.2766e-01 +9.7818e-01 +2.0219e-01 +2.0171e-01 +7.0855e-01 +9.9973e-01 +6.6087e-01 +9.1280e-01 +8.4604e-01 +5.5122e-01 +5.2644e-02 +8.0933e-01 +4.6332e-02 +2.5424e-01 +4.1586e-01 +7.6247e-01 +2.0379e-01 +4.0405e-01 +4.7958e-01 +7.9841e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.183029355e+01 +1.183029355e+01 -9.881697065e+02 -9.881697065e+02 +3.2221e-01 +4.9286e-01 +8.7021e-01 +8.4710e-01 +6.2646e-02 +6.4894e-01 +2.3395e-02 +8.5062e-01 +1.7286e-01 +9.2098e-01 +8.5204e-01 +7.3931e-01 +1.4398e-01 +2.5397e-01 +5.3155e-03 +4.9380e-01 +3.6909e-01 +7.6814e-01 +4.5390e-01 +5.3560e-02
2 +7.035907698e+00 +7.035907698e+00 -9.929640923e+02 -9.929640923e+02 +1.1439e-01 +3.7647e-01 +9.5337e-01 +3.4905e-01 +5.9353e-01 +8.4936e-02 +5.9237e-01 +9.7930e-01 +9.7297e-01 +4.1960e-01 +5.5640e-01 +7.7778e-01 +6.5041e-01 +3.4122e-01 +7.4740e-01 +2.7525e-01 +6.7668e-01 +6.6633e-01 +9.7848e-01 +5.9641e-01
60 +5.863958637e+00 +5.863958637e+00 -9.941360414e+02 -9.941360414e+02 +3.4730e-01 +0.0000e+00 +1.0000e+00 +4.0225e-01 +8.8565e-01 +0.0000e+00 +4.7694e-01 +6.0948e-01 +4.7086e-01 +9.0749e-02 +9.0522e-01 +1.8553e-01 +7.9005e-01 +0.0000e+00 +6.5504e-01 +0.0000e+00 +3.6619e-01 +9.3326e-01 +1.0000e+00 +2.9201e-01
324 +3.449096973e+00 +3.449096973e+00 -9.965509030e+02 -9.965509030e+02 +2.8676e-01 +0.0000e+00 +4.0104e-01 +6.3082e-01 +5.8564e-01 +2.1283e-01 +3.5307e-01 +6.1779e-01 +2.2757e-01 +2.4075e-01 +6.2510e-01 +4.0068e-01 +6.6124e-01 +1.0748e-01 +4.1272e-01 +3.5884e-01 +1.7693e-01 +7.5866e-01 +6.8053e-01 +5.1986e-01
2801 +2.292685834e+00 +2.292685834e+00 -9.977073142e+02 -9.977073142e+02 +3.4775e-01 +0.0000e+00 +1.0000e+00 +4.1693e-01 +9.1208e-01 +0.0000e+00 +4.6966e-01 +6.0043e-01 +5.0188e-01 +9.6159e-02 +9.1315e-01 +3.7862e-01 +7.8279e-01 +1.6585e-03 +7.4997e-01 +0.0000e+00 +5.1409e-01 +9.3209e-01 +1.0000e+00 +3.0449e-01
7749 +1.567785642e+00 +1.567785642e+00 -9.984322144e+02 -9.984322144e+02 +8.2055e-02 +8.8209e-02 +1.4636e-01 +2.4673e-02 +1.5217e-01 +7.3691e-01 +3.8728e-01 +7.2176e-01 +4.1027e-01 +6.6717e-01 +4.5310e-01 +1.5028e-01 +5.1309e-01 +1.4080e-01 +5.4590e-01 +9.4720e-01 +9.0845e-01 +8.5664e-01 +8.1086e-01 +5.7269e-01
% function evaluation | noise-free fitness - Fopt (-4.841800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.229977801e+00 +9.229977801e+00 -4.749500222e+02 -4.749500222e+02 +5.2186e-01 +7.6096e-01 +9.3986e-01 +9.2198e-02 +9.1756e-01 +6.4564e-01 +7.5536e-01 +3.2055e-01 +1.2871e-01 +5.9057e-01 +3.2733e-01 +7.0632e-01 +6.5940e-01 +7.5014e-01 +6.3159e-02 +3.8694e-01 +3.8217e-01 +7.9360e-01 +6.9679e-01 +8.2145e-01
60 +5.655097874e+00 +5.655097874e+00 -4.785249021e+02 -4.785249021e+02 +7.0089e-01 +6.4703e-01 +5.0000e-01 +5.4276e-01 +4.6152e-01 +4.4128e-01 +8.9368e-01 +4.0718e-01 +3.3120e-01 +6.6573e-01 +2.6249e-01 +5.4739e-01 +3.6974e-01 +5.1016e-01 +7.4216e-01 +6.3782e-01 +2.2991e-01 +6.3723e-01 +9.9887e-02 +3.8378e-01
1733 +3.700332094e+00 +3.700332094e+00 -4.804796679e+02 -4.804796679e+02 +5.2687e-01 +7.1496e-02 +6.4305e-01 +4.7582e-01 +4.3005e-01 +7.8111e-02 +5.3348e-01 +6.6263e-01 +0.0000e+00 +9.7911e-01 +2.0223e-01 +1.0000e+00 +7.5536e-02 +2.9383e-01 +9.7916e-01 +3.3322e-01 +8.5311e-01 +5.8097e-01 +6.4183e-01 +0.0000e+00
3851 +2.427696162e+00 +2.427696162e+00 -4.817523038e+02 -4.817523038e+02 +5.2049e-01 +6.8712e-02 +6.4208e-01 +4.7872e-01 +4.2004e-01 +7.7289e-02 +5.4223e-01 +6.4131e-01 +0.0000e+00 +9.7892e-01 +2.0216e-01 +1.0000e+00 +7.5522e-02 +2.9669e-01 +9.7908e-01 +3.3359e-01 +8.5052e-01 +5.8015e-01 +6.4184e-01 +0.0000e+00
8932 +1.581068045e+00 +1.581068045e+00 -4.825989320e+02 -4.825989320e+02 +5.2261e-01 +7.3065e-02 +6.4346e-01 +4.7684e-01 +4.1354e-01 +7.8233e-02 +5.5435e-01 +6.4132e-01 +0.0000e+00 +9.7870e-01 +2.0165e-01 +1.0000e+00 +7.5534e-02 +2.9686e-01 +9.7902e-01 +3.3328e-01 +8.5468e-01 +5.8329e-01 +6.4377e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.504000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.076205537e+00 +9.076205537e+00 -1.596379446e+01 -1.596379446e+01 +3.3432e-01 +5.9736e-02 +6.5939e-01 +8.9833e-02 +7.1910e-01 +7.4833e-01 +7.9926e-01 +7.3981e-01 +1.7718e-01 +1.1485e-01 +7.5312e-01 +8.3333e-01 +5.6669e-01 +4.0289e-01 +6.6964e-01 +2.7398e-01 +2.5225e-01 +2.3270e-01 +6.5810e-01 +7.1090e-01
365 +5.451611070e+00 +5.451611070e+00 -1.958838893e+01 -1.958838893e+01 +2.0137e-02 +6.5896e-01 +1.4023e-01 +5.5945e-01 +4.8105e-01 +9.5411e-01 +9.4800e-01 +7.1802e-01 +4.6972e-01 +8.8714e-01 +9.2234e-01 +2.7771e-01 +2.0326e-01 +3.5508e-01 +6.3920e-01 +2.3484e-01 +5.3575e-01 +6.8588e-01 +1.9896e-01 +2.1458e-01
1740 +3.973381723e+00 +3.973381723e+00 -2.106661828e+01 -2.106661828e+01 +5.3770e-02 +5.2856e-01 +4.9619e-01 +3.0461e-01 +5.6154e-01 +7.1174e-01 +9.9700e-01 +1.0000e+00 +5.0814e-01 +5.1615e-01 +8.9017e-01 +8.8992e-01 +2.1561e-01 +2.7199e-01 +9.6393e-01 +7.7174e-02 +2.3840e-01 +6.7804e-01 +4.8415e-01 +7.1617e-01
8205 +2.441397542e+00 +2.441397542e+00 -2.259860246e+01 -2.259860246e+01 +1.3972e-02 +6.7051e-01 +1.4825e-01 +5.5815e-01 +4.8716e-01 +9.4649e-01 +8.4985e-01 +7.3791e-01 +4.6972e-01 +8.6672e-01 +7.1027e-01 +2.8133e-01 +2.0863e-01 +9.4216e-04 +6.2791e-01 +3.0751e-01 +5.2019e-01 +6.7750e-01 +1.9762e-01 +1.9176e-01
% function evaluation | noise-free fitness - Fopt (-1.411900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.680087867e+00 +9.680087867e+00 -1.315099121e+02 -1.315099121e+02 +1.7205e-01 +3.8358e-01 +7.7600e-02 +2.6748e-01 +8.4117e-02 +9.1747e-01 +1.4591e-01 +4.6280e-01 +2.0381e-01 +7.8238e-01 +9.3805e-01 +2.1486e-01 +9.1457e-01 +8.9344e-01 +8.1809e-02 +7.7104e-01 +6.1515e-01 +4.2135e-01 +5.6027e-01 +6.7205e-01
10 +4.861964743e+00 +4.861964743e+00 -1.363280353e+02 -1.363280353e+02 +7.7419e-01 +8.5843e-01 +4.1325e-01 +9.1203e-01 +7.7671e-01 +9.6427e-01 +4.6872e-01 +2.3727e-01 +9.9972e-01 +6.9897e-01 +1.2331e-02 +1.6817e-01 +2.0183e-02 +2.6628e-01 +6.4564e-02 +2.1100e-01 +4.5923e-01 +9.1137e-01 +6.3592e-01 +2.2356e-01
2035 +3.884592222e+00 +3.884592222e+00 -1.373054078e+02 -1.373054078e+02 +5.3314e-01 +8.9857e-01 +3.2204e-01 +1.3084e-01 +4.5398e-01 +8.2556e-02 +6.8914e-01 +9.4098e-01 +5.5611e-01 +6.0906e-01 +7.2009e-01 +1.0212e-01 +1.7743e-01 +7.4177e-01 +6.1526e-01 +4.5144e-01 +0.0000e+00 +4.8172e-01 +4.6452e-02 +6.7110e-02
% function evaluation | noise-free fitness - Fopt (4.889000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.692774880e+00 +9.692774880e+00 +4.985927749e+02 +4.985927749e+02 +1.1831e-01 +6.3882e-02 +9.3926e-01 +8.8453e-01 +1.8798e-01 +4.5801e-01 +9.2208e-01 +1.3063e-01 +6.3815e-01 +2.1257e-01 +8.6447e-01 +6.8983e-01 +1.1045e-01 +2.3046e-02 +1.5331e-01 +5.3646e-01 +8.4937e-01 +6.8177e-01 +4.6009e-01 +6.5508e-01
46 +5.564492131e+00 +5.564492131e+00 +4.944644921e+02 +4.944644921e+02 +2.6440e-01 +7.9922e-02 +5.3529e-01 +9.0963e-02 +0.0000e+00 +4.5415e-01 +0.0000e+00 +1.0000e+00 +4.7832e-01 +5.3989e-01 +0.0000e+00 +3.0933e-01 +0.0000e+00 +6.0530e-01 +0.0000e+00 +4.0144e-01 +8.6080e-01 +1.0000e+00 +7.3007e-01 +0.0000e+00
1786 +3.835981039e+00 +3.835981039e+00 +4.927359810e+02 +4.927359810e+02 +2.6216e-01 +1.9479e-01 +5.9801e-01 +1.2305e-01 +0.0000e+00 +4.5599e-01 +0.0000e+00 +9.9004e-01 +5.1456e-01 +5.5154e-01 +0.0000e+00 +3.0956e-01 +4.3508e-02 +5.7089e-01 +0.0000e+00 +3.9196e-01 +8.4028e-01 +1.0000e+00 +6.6993e-01 +0.0000e+00
3645 +2.494671940e+00 +2.494671940e+00 +4.913946719e+02 +4.913946719e+02 +2.6011e-01 +2.0419e-01 +6.0636e-01 +1.2446e-01 +1.5935e-04 +4.6625e-01 +0.0000e+00 +9.8878e-01 +5.1526e-01 +5.6054e-01 +1.1832e-04 +3.2237e-01 +4.2788e-02 +5.6991e-01 +0.0000e+00 +3.9486e-01 +8.4367e-01 +1.0000e+00 +6.6449e-01 +0.0000e+00
5964 +1.583815917e+00 +1.583815917e+00 +4.904838159e+02 +4.904838159e+02 +2.6710e-01 +2.0019e-01 +6.0865e-01 +1.2525e-01 +1.6900e-04 +4.6602e-01 +0.0000e+00 +9.8856e-01 +5.1417e-01 +5.5821e-01 +9.1059e-05 +3.2362e-01 +4.2597e-02 +5.6986e-01 +0.0000e+00 +3.9516e-01 +8.4932e-01 +1.0000e+00 +6.6576e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.190000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.166398552e+01 +1.166398552e+01 +1.285398552e+01 +1.285398552e+01 +9.9365e-01 +2.6764e-01 +5.3378e-01 +6.2870e-01 +1.7359e-01 +7.7787e-01 +7.0627e-02 +5.0050e-01 +7.0063e-01 +2.2439e-01 +2.8103e-02 +8.8310e-01 +4.7349e-01 +4.3601e-01 +8.3991e-01 +6.2577e-01 +9.0020e-01 +9.0012e-01 +3.4945e-01 +5.5213e-01
2 +6.967034121e+00 +6.967034121e+00 +8.157034121e+00 +8.157034121e+00 +4.5362e-01 +3.7031e-01 +7.0567e-01 +7.6398e-01 +7.6437e-01 +4.9474e-02 +4.6681e-01 +9.4813e-01 +9.7748e-01 +3.6089e-01 +7.8468e-01 +4.6840e-01 +1.2525e-01 +3.4961e-01 +1.1459e-01 +8.8859e-01 +7.6986e-01 +6.8651e-01 +4.4728e-01 +1.1149e-01
52 +6.099078565e+00 +6.099078565e+00 +7.289078565e+00 +7.289078565e+00 +5.6257e-02 +3.8649e-01 +4.3341e-01 +3.5551e-01 +5.7785e-01 +1.0000e+00 +4.2511e-01 +3.3484e-01 +4.2288e-01 +3.9200e-02 +5.0000e-01 +2.8009e-01 +5.6966e-01 +6.0210e-01 +3.0687e-01 +8.2351e-01 +4.6848e-01 +1.0134e-01 +0.0000e+00 +8.3490e-01
3288 +3.402227770e+00 +3.402227770e+00 +4.592227770e+00 +4.592227770e+00 +3.0412e-01 +4.9717e-01 +2.7320e-01 +5.2803e-01 +6.1964e-01 +6.6172e-01 +4.0592e-01 +3.0452e-01 +7.2299e-02 +4.7705e-01 +3.6004e-01 +3.1532e-01 +8.6853e-01 +7.6078e-01 +6.3500e-01 +5.4798e-01 +2.6389e-01 +6.4964e-01 +2.7813e-03 +5.0077e-01
3548 +2.381728318e+00 +2.381728318e+00 +3.571728318e+00 +3.571728318e+00 +3.0461e-01 +5.0115e-01 +2.7274e-01 +5.3155e-01 +6.1898e-01 +6.5198e-01 +4.0196e-01 +3.0495e-01 +6.9564e-02 +4.7573e-01 +3.5914e-01 +3.1541e-01 +8.6871e-01 +7.6035e-01 +6.3788e-01 +5.4623e-01 +2.6561e-01 +6.4212e-01 +2.7893e-03 +5.0080e-01
5728 +1.576246133e+00 +1.576246133e+00 +2.766246133e+00 +2.766246133e+00 +3.0638e-01 +4.9173e-01 +2.7197e-01 +5.2375e-01 +6.1646e-01 +6.5070e-01 +4.0486e-01 +3.0695e-01 +6.4243e-02 +4.7900e-01 +3.6374e-01 +3.1605e-01 +8.6965e-01 +7.5676e-01 +6.3749e-01 +5.4619e-01 +2.6435e-01 +6.5150e-01 +2.4717e-03 +5.0709e-01
% function evaluation | noise-free fitness - Fopt (-6.097000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.150328055e+01 +1.150328055e+01 -4.946671945e+01 -4.946671945e+01 +6.8098e-01 +2.3001e-01 +7.3531e-01 +9.0628e-01 +8.1596e-01 +3.0754e-01 +7.3802e-02 +6.6440e-01 +6.8804e-01 +3.4672e-01 +1.6433e-01 +3.0317e-01 +3.4092e-01 +3.6348e-02 +9.4660e-01 +5.1156e-01 +6.8694e-01 +3.6306e-01 +5.5120e-01 +3.0476e-02
4 +9.371475027e+00 +9.371475027e+00 -5.159852497e+01 -5.159852497e+01 +2.7268e-01 +7.4070e-01 +8.8773e-02 +5.6460e-03 +3.4735e-01 +4.1028e-01 +2.8362e-01 +4.2866e-01 +5.0035e-01 +6.4641e-01 +9.6180e-01 +6.0514e-01 +7.0794e-01 +1.5023e-01 +9.2245e-01 +5.6475e-01 +3.5586e-01 +5.9946e-01 +1.9550e-01 +4.6761e-01
196 +5.017917152e+00 +5.017917152e+00 -5.595208285e+01 -5.595208285e+01 +5.0000e-01 +9.4598e-01 +9.6162e-01 +8.2002e-01 +1.5183e-01 +0.0000e+00 +1.0000e+00 +8.3953e-01 +4.8920e-01 +2.1159e-01 +2.2131e-01 +9.5662e-01 +1.0000e+00 +4.6750e-01 +7.8546e-01 +8.8890e-01 +1.8083e-01 +2.6799e-01 +6.8545e-01 +6.7352e-01
3732 +3.247550117e+00 +3.247550117e+00 -5.772244988e+01 -5.772244988e+01 +9.9660e-01 +2.6529e-01 +9.8164e-01 +8.3614e-01 +1.4735e-01 +7.9845e-01 +7.5793e-01 +3.2812e-01 +1.5218e-01 +6.0222e-01 +7.0191e-01 +5.3197e-01 +2.3889e-01 +2.1955e-01 +5.9829e-02 +4.7900e-01 +1.9112e-01 +8.4762e-01 +2.9832e-01 +8.6732e-02
6233 +2.447150365e+00 +2.447150365e+00 -5.852284963e+01 -5.852284963e+01 +9.9656e-01 +2.7354e-01 +9.8161e-01 +8.3878e-01 +1.4733e-01 +7.9844e-01 +7.5813e-01 +3.2444e-01 +1.5346e-01 +6.0201e-01 +7.0839e-01 +5.3197e-01 +2.4510e-01 +2.1933e-01 +5.9833e-02 +4.7900e-01 +1.9112e-01 +8.4757e-01 +2.9590e-01 +8.6766e-02
7732 +1.553624585e+00 +1.553624585e+00 -5.941637542e+01 -5.941637542e+01 +9.9656e-01 +2.7324e-01 +9.8171e-01 +8.4002e-01 +1.4925e-01 +7.8827e-01 +7.5745e-01 +3.2503e-01 +1.5512e-01 +6.0257e-01 +7.0932e-01 +5.3311e-01 +2.4398e-01 +2.1937e-01 +5.9861e-02 +4.7900e-01 +1.9125e-01 +8.4760e-01 +2.9511e-01 +8.7230e-02
