% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
43 +8.931172440e+05 +8.931172440e+05 +8.926257140e+05 +8.926257140e+05 +0.0000e+00 +1.0000e+00 +2.9541e-03 +1.0000e+00 +6.6783e-01 +0.0000e+00 +8.5037e-01 +8.4343e-01 +0.0000e+00 +9.5009e-01 +1.0000e+00 +4.8215e-01 +2.7528e-02 +2.4885e-01 +9.9403e-01 +0.0000e+00 +2.1528e-01 +0.0000e+00 +1.7106e-01 +1.0050e-01
129 +6.212283607e+05 +6.212283607e+05 +6.207368307e+05 +6.207368307e+05 +7.7865e-03 +9.7744e-01 +7.4778e-02 +7.0981e-01 +1.0000e+00 +4.3910e-02 +9.9693e-01 +7.2027e-01 +2.1739e-01 +9.9534e-01 +1.0000e+00 +2.2547e-02 +2.9266e-02 +1.0243e-02 +9.8499e-01 +3.8578e-02 +5.2925e-01 +1.0000e+00 +9.2506e-01 +1.0000e+00
360 +3.951671065e+05 +3.951671065e+05 +3.946755765e+05 +3.946755765e+05 +4.5451e-02 +6.6645e-01 +3.4070e-02 +9.7488e-01 +7.9727e-01 +0.0000e+00 +9.7775e-01 +2.8538e-01 +1.1567e-01 +9.0861e-01 +1.0000e+00 +8.4699e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.3460e-02 +8.1722e-01 +1.0000e+00 +1.0000e+00 +8.5599e-01
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.495596395e+07 +1.495596395e+07 +1.495579375e+07 +1.495579375e+07 +6.1181e-01 +6.6867e-01 +4.2186e-01 +7.1164e-01 +7.4638e-03 +5.1755e-01 +2.4958e-01 +8.5223e-01 +5.3400e-01 +1.8256e-02 +4.0032e-01 +5.1531e-01 +5.9460e-01 +6.8901e-01 +4.0986e-03 +4.6511e-02 +6.9080e-01 +8.3262e-02 +5.5613e-01 +1.9756e-01
48 +8.990768499e+06 +8.990768499e+06 +8.990598299e+06 +8.990598299e+06 +6.3884e-01 +7.6292e-02 +1.7854e-01 +5.0594e-01 +9.7809e-01 +4.9229e-01 +9.0842e-02 +1.0000e+00 +8.2758e-01 +6.7190e-01 +6.8015e-01 +7.2013e-02 +9.3422e-01 +0.0000e+00 +9.2689e-02 +2.1345e-02 +0.0000e+00 +7.2653e-02 +4.9231e-01 +3.5987e-01
239 +6.295485387e+06 +6.295485387e+06 +6.295315187e+06 +6.295315187e+06 +7.5775e-01 +2.5079e-04 +0.0000e+00 +9.5509e-01 +9.8076e-01 +2.7591e-03 +3.0176e-03 +7.6057e-01 +2.2176e-01 +9.0590e-01 +3.6425e-01 +2.1535e-01 +7.8933e-01 +0.0000e+00 +1.0000e+00 +3.9824e-02 +1.5563e-02 +6.8602e-03 +5.2194e-01 +9.4378e-01
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.264784303e+06 +8.264784303e+06 +8.264314553e+06 +8.264314553e+06 +1.7493e-01 +6.1600e-01 +5.8923e-01 +7.7657e-02 +9.9877e-01 +3.3379e-01 +2.7737e-01 +9.5775e-01 +9.2962e-01 +3.9495e-01 +2.5308e-01 +3.9630e-01 +6.7941e-01 +2.5471e-01 +1.2463e-01 +2.8170e-01 +1.3158e-01 +8.8785e-02 +5.5365e-01 +3.7051e-01
6 +6.023272959e+06 +6.023272959e+06 +6.022803209e+06 +6.022803209e+06 +7.0718e-02 +9.7845e-01 +9.9645e-01 +7.4214e-02 +1.1953e-02 +4.2430e-01 +6.5316e-01 +9.7138e-01 +1.6372e-01 +2.7290e-01 +8.5674e-01 +2.7724e-01 +8.4824e-01 +7.0261e-02 +6.2336e-01 +9.6123e-01 +5.8157e-01 +5.7746e-01 +3.1674e-01 +2.9550e-01
304 +3.978562984e+06 +3.978562984e+06 +3.978093234e+06 +3.978093234e+06 +1.9053e-02 +0.0000e+00 +8.6819e-01 +1.5489e-01 +2.3595e-03 +1.0000e+00 +3.7302e-01 +9.4539e-01 +6.9291e-01 +9.7861e-01 +1.9961e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +3.6325e-02 +1.0000e+00 +1.9307e-02 +1.0000e+00 +1.5431e-01 +3.6057e-03
% function evaluation | noise-free fitness - Fopt (1.999100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.461341238e+06 +2.461341238e+06 +2.461541148e+06 +2.461541148e+06 +5.6574e-01 +1.0096e-01 +6.0298e-01 +5.7206e-01 +1.4596e-02 +2.1062e-01 +8.3720e-01 +9.7655e-01 +4.1191e-01 +7.3891e-01 +5.2973e-01 +5.7972e-01 +6.0194e-01 +9.4405e-01 +4.1018e-01 +2.4739e-02 +9.8811e-01 +3.4720e-01 +6.3647e-01 +2.2394e-01
9 +1.483463766e+06 +1.483463766e+06 +1.483663676e+06 +1.483663676e+06 +6.7458e-01 +4.6595e-01 +4.5679e-01 +1.4176e-01 +6.4048e-01 +7.6843e-01 +5.8003e-01 +7.8227e-01 +3.2148e-01 +4.8477e-01 +2.4156e-01 +1.5665e-01 +7.2729e-01 +4.8466e-01 +5.2016e-01 +2.9909e-01 +5.7269e-01 +1.6207e-01 +2.6388e-01 +5.8025e-01
44 +9.659281810e+05 +9.659281810e+05 +9.661280910e+05 +9.661280910e+05 +3.8719e-01 +8.8895e-01 +0.0000e+00 +2.6696e-01 +1.6932e-01 +9.2386e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +2.9223e-02 +1.0000e+00 +0.0000e+00 +1.0000e+00 +8.9242e-01 +8.1082e-01 +7.4500e-01 +3.9034e-01 +9.8696e-03 +4.0397e-01
155 +6.301807502e+05 +6.301807502e+05 +6.303806602e+05 +6.303806602e+05 +0.0000e+00 +5.0000e-01 +1.0784e-01 +0.0000e+00 +0.0000e+00 +9.6631e-01 +1.7807e-04 +1.0000e+00 +7.2428e-04 +2.0515e-02 +0.0000e+00 +1.7528e-01 +2.0476e-03 +9.3599e-01 +1.0000e+00 +1.0000e+00 +8.6290e-01 +2.3488e-02 +1.6679e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.296000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.775672483e+06 +7.775672483e+06 +7.775242883e+06 +7.775242883e+06 +9.9043e-01 +1.2454e-01 +4.6904e-01 +5.7865e-01 +8.1507e-01 +9.7674e-02 +7.5196e-01 +4.2159e-01 +1.2824e-01 +6.8670e-01 +3.8807e-01 +1.2312e-01 +4.3679e-02 +5.3020e-02 +4.8710e-02 +5.3070e-01 +2.8117e-01 +9.5163e-01 +7.4258e-01 +9.3699e-01
41 +6.272871920e+06 +6.272871920e+06 +6.272442320e+06 +6.272442320e+06 +5.2008e-01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +2.0892e-01 +9.7621e-01 +3.9478e-01 +2.8053e-01 +3.7373e-01 +6.3747e-01 +3.6647e-01 +5.0936e-01 +4.0665e-01 +8.0940e-01 +1.9675e-01 +4.6339e-01 +6.7829e-01 +1.8260e-01 +7.2838e-01 +0.0000e+00
127 +3.714944963e+06 +3.714944963e+06 +3.714515363e+06 +3.714515363e+06 +2.5801e-01 +9.5398e-01 +1.0330e-02 +2.6510e-01 +0.0000e+00 +9.2821e-01 +1.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +2.7836e-01 +1.0041e-02 +3.8391e-01 +3.7216e-01 +3.9021e-02 +5.0000e-01 +0.0000e+00 +8.6974e-01 +6.8399e-01 +6.2991e-01
316 +2.429196290e+06 +2.429196290e+06 +2.428766690e+06 +2.428766690e+06 +0.0000e+00 +1.0000e+00 +1.3589e-03 +5.9065e-02 +0.0000e+00 +1.0000e+00 +3.0005e-03 +1.8554e-01 +0.0000e+00 +2.8664e-01 +6.6411e-01 +2.9239e-02 +1.0000e+00 +1.1253e-03 +4.6871e-02 +0.0000e+00 +0.0000e+00 +7.9893e-01 +1.0000e+00 +9.7391e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.510664597e+07 +1.510664597e+07 +1.510764597e+07 +1.510764597e+07 +4.7572e-01 +8.5996e-01 +2.6517e-01 +4.1503e-01 +5.7142e-01 +6.4086e-01 +7.2559e-03 +9.5167e-01 +9.3915e-01 +9.5582e-01 +6.3312e-01 +1.3954e-01 +4.4261e-01 +2.3708e-01 +3.1190e-01 +8.9195e-01 +5.7796e-01 +6.3673e-01 +5.1845e-01 +7.8851e-02
15 +9.595212488e+06 +9.595212488e+06 +9.596212488e+06 +9.596212488e+06 +4.4261e-01 +6.3271e-01 +6.5770e-01 +6.6402e-01 +8.1093e-01 +2.8945e-01 +9.2672e-01 +2.2510e-01 +9.3429e-01 +9.7077e-01 +7.6664e-02 +6.8504e-01 +5.3645e-01 +7.3406e-02 +3.8110e-01 +3.7628e-01 +1.4865e-01 +1.6751e-01 +8.2314e-01 +8.9594e-01
% function evaluation | noise-free fitness - Fopt (1.951500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.211167702e+06 +2.211167702e+06 +2.211362852e+06 +2.211362852e+06 +5.8251e-01 +7.7551e-02 +5.2825e-01 +8.9033e-01 +8.4937e-02 +5.4512e-01 +9.0070e-01 +3.1307e-01 +9.5284e-02 +1.5746e-01 +9.1949e-01 +2.8512e-01 +5.3400e-01 +3.6271e-01 +6.2087e-01 +8.6703e-01 +5.9647e-01 +7.1012e-01 +1.3753e-01 +3.9894e-02
46 +1.373994839e+06 +1.373994839e+06 +1.374189989e+06 +1.374189989e+06 +8.0485e-01 +1.5475e-01 +4.6819e-01 +9.7668e-01 +4.8181e-01 +1.0000e+00 +3.1693e-01 +9.3196e-01 +2.6281e-01 +5.2965e-02 +1.0000e+00 +6.9938e-01 +9.8546e-01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +8.7820e-01 +1.0000e+00 +7.3150e-01 +6.0298e-01
85 +9.805491784e+05 +9.805491784e+05 +9.807443284e+05 +9.807443284e+05 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +2.2779e-01 +0.0000e+00 +8.5619e-01 +9.7527e-01 +3.9608e-02 +5.3363e-01 +1.7624e-01 +1.0000e+00 +1.0000e+00 +5.2812e-01 +0.0000e+00 +8.1556e-01 +0.0000e+00 +4.8600e-01 +5.1264e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.335000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.771666685e+07 +1.771666685e+07 +1.771662350e+07 +1.771662350e+07 +5.8693e-01 +5.3605e-01 +1.4955e-01 +8.6851e-01 +4.0418e-01 +8.3045e-01 +1.0262e-01 +7.4229e-01 +4.6199e-01 +7.3215e-01 +8.1187e-01 +9.9839e-02 +6.7218e-03 +2.3048e-01 +8.6049e-01 +7.4750e-01 +8.9927e-01 +6.4136e-01 +5.8485e-02 +1.2832e-01
48 +1.535115601e+07 +1.535115601e+07 +1.535111266e+07 +1.535111266e+07 +9.5689e-01 +2.0762e-01 +3.2962e-01 +1.0000e+00 +1.7492e-01 +9.4074e-01 +1.0000e+00 +4.1295e-01 +1.0000e+00 +6.9290e-01 +1.0000e+00 +3.3627e-01 +1.0000e+00 +9.6276e-01 +3.5155e-01 +5.1512e-01 +4.5704e-01 +1.0000e+00 +4.6714e-01 +6.7287e-01
399 +9.846015665e+06 +9.846015665e+06 +9.845972315e+06 +9.845972315e+06 +9.9970e-01 +8.7777e-01 +6.8417e-01 +9.7678e-01 +0.0000e+00 +7.7752e-01 +5.0000e-01 +7.2010e-01 +8.8460e-01 +1.4508e-01 +9.8963e-01 +5.9915e-01 +1.0000e+00 +1.0000e+00 +9.5781e-01 +9.0565e-01 +0.0000e+00 +9.9489e-01 +1.7141e-02 +4.5727e-04
% function evaluation | noise-free fitness - Fopt (2.790900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.632345078e+07 +1.632345078e+07 +1.632372987e+07 +1.632372987e+07 +4.3302e-01 +8.2025e-02 +4.8211e-01 +7.1219e-01 +8.1978e-01 +2.0398e-01 +5.0214e-01 +9.4627e-01 +7.0753e-01 +5.8059e-01 +4.0338e-01 +9.6470e-01 +8.8911e-01 +9.2167e-01 +9.0464e-02 +3.4633e-02 +8.7403e-01 +2.6804e-01 +3.0952e-02 +8.6266e-01
8 +1.537251743e+07 +1.537251743e+07 +1.537279652e+07 +1.537279652e+07 +1.6653e-01 +2.3951e-01 +7.3994e-01 +6.1469e-02 +9.2139e-01 +1.8476e-01 +1.1195e-01 +3.3831e-01 +1.0481e-01 +4.2125e-01 +2.8639e-01 +2.7061e-01 +4.8416e-02 +6.1744e-01 +9.7328e-01 +4.0165e-01 +6.6020e-01 +2.5386e-02 +4.8470e-01 +8.6642e-01
157 +9.610817411e+06 +9.610817411e+06 +9.611096501e+06 +9.611096501e+06 +0.0000e+00 +9.1902e-01 +3.9580e-01 +0.0000e+00 +9.4176e-01 +2.6396e-04 +9.9978e-01 +9.8670e-01 +1.0000e+00 +2.1010e-02 +0.0000e+00 +4.9105e-01 +2.9514e-02 +1.5030e-01 +2.8064e-02 +9.5667e-01 +1.0000e+00 +0.0000e+00 +3.3407e-02 +9.8261e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.901799771e+06 +3.901799771e+06 +3.902799771e+06 +3.902799771e+06 +1.1658e-01 +7.4643e-01 +8.1892e-01 +8.6551e-01 +5.2178e-01 +3.9419e-01 +2.0737e-01 +7.3730e-01 +8.3818e-01 +9.3504e-01 +9.2801e-01 +8.6088e-01 +4.3112e-01 +5.7077e-02 +1.3479e-01 +6.5866e-01 +3.8871e-01 +5.3686e-01 +8.8015e-01 +8.5751e-01
9 +2.494495321e+06 +2.494495321e+06 +2.495495321e+06 +2.495495321e+06 +3.4611e-01 +1.8154e-01 +1.1399e-01 +2.5061e-01 +4.6430e-01 +4.8571e-01 +1.3527e-01 +9.8791e-01 +3.7913e-01 +7.5529e-01 +5.6390e-01 +9.8898e-01 +9.9196e-01 +7.1531e-01 +1.6166e-01 +4.6549e-01 +6.4800e-01 +3.0221e-01 +1.4403e-01 +9.9438e-01
51 +1.473123045e+06 +1.473123045e+06 +1.474123045e+06 +1.474123045e+06 +9.6848e-01 +5.4872e-01 +1.8186e-01 +1.5669e-01 +1.6078e-01 +2.7335e-01 +0.0000e+00 +1.0000e+00 +3.0205e-01 +5.8379e-01 +0.0000e+00 +6.8705e-01 +9.1468e-01 +4.7107e-01 +1.0000e+00 +0.0000e+00 +9.6892e-01 +2.8651e-01 +3.6055e-01 +5.7992e-01
119 +9.534703021e+05 +9.534703021e+05 +9.544703021e+05 +9.544703021e+05 +0.0000e+00 +1.0000e+00 +0.0000e+00 +5.5367e-01 +1.0000e+00 +0.0000e+00 +3.3868e-01 +8.7206e-02 +3.2173e-04 +7.1704e-01 +5.2419e-01 +1.0000e+00 +8.5329e-01 +4.7606e-01 +3.2264e-01 +1.0065e-02 +1.0000e+00 +7.7842e-01 +1.4126e-01 +9.9813e-01
282 +6.299489937e+05 +6.299489937e+05 +6.309489937e+05 +6.309489937e+05 +1.8017e-03 +9.8806e-01 +0.0000e+00 +9.6545e-03 +1.0000e+00 +0.0000e+00 +2.3416e-03 +1.4807e-01 +1.9748e-03 +1.0000e+00 +1.3900e-01 +1.0000e+00 +9.3319e-01 +9.0537e-01 +5.0000e-01 +2.8492e-03 +8.8938e-01 +7.0710e-01 +2.9625e-03 +9.8332e-01
% function evaluation | noise-free fitness - Fopt (-1.148100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.681253249e+06 +5.681253249e+06 +5.681138439e+06 +5.681138439e+06 +7.5413e-01 +1.2720e-01 +8.1530e-01 +7.2627e-02 +5.8415e-01 +8.3125e-01 +3.3844e-01 +6.0064e-01 +4.7669e-01 +7.3514e-01 +2.9991e-02 +8.9051e-01 +1.2834e-01 +8.5122e-01 +6.7279e-01 +2.0329e-01 +8.8650e-01 +6.2502e-01 +5.0950e-01 +4.6034e-01
9 +3.933703542e+06 +3.933703542e+06 +3.933588732e+06 +3.933588732e+06 +2.7155e-01 +9.9913e-01 +9.5919e-01 +1.0270e-01 +6.5991e-01 +8.8895e-01 +3.5974e-01 +4.4058e-01 +7.2718e-01 +5.7445e-02 +1.9482e-01 +8.3412e-01 +8.6933e-01 +3.5429e-01 +2.7476e-01 +4.3399e-01 +4.4370e-01 +3.2515e-01 +1.9764e-01 +9.5415e-01
52 +2.134123198e+06 +2.134123198e+06 +2.134008388e+06 +2.134008388e+06 +2.1535e-01 +0.0000e+00 +8.8201e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00 +4.2615e-01 +9.2519e-01 +1.0000e+00 +1.6737e-01 +4.5839e-01 +1.0000e+00 +3.3206e-01 +1.9076e-01 +0.0000e+00 +9.3537e-01 +1.1721e-01 +8.7910e-01 +0.0000e+00 +1.0000e+00
135 +1.523402003e+06 +1.523402003e+06 +1.523287193e+06 +1.523287193e+06 +5.6140e-02 +0.0000e+00 +1.0000e+00 +3.1666e-02 +1.0000e+00 +1.0000e+00 +0.0000e+00 +2.6318e-01 +1.0000e+00 +0.0000e+00 +4.1248e-03 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-3.505800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.846180014e+06 +7.846180014e+06 +7.845829434e+06 +7.845829434e+06 +9.3890e-02 +8.4113e-01 +3.5714e-01 +7.3908e-01 +1.8359e-01 +9.7304e-01 +1.2166e-01 +9.5701e-01 +2.1342e-01 +5.2852e-01 +1.8444e-01 +9.0793e-01 +1.1202e-01 +6.0779e-01 +2.2244e-01 +9.9609e-01 +6.4642e-01 +6.4383e-01 +2.2264e-01 +3.4906e-01
11 +6.022528603e+06 +6.022528603e+06 +6.022178023e+06 +6.022178023e+06 +7.4393e-02 +5.9362e-01 +7.9011e-01 +7.9451e-01 +5.7144e-01 +7.1073e-02 +6.4625e-01 +1.8508e-01 +1.5078e-01 +2.0471e-01 +7.1097e-01 +1.7472e-01 +2.5755e-01 +9.7746e-01 +5.9193e-01 +7.3628e-01 +7.2436e-01 +6.6481e-01 +6.3578e-01 +2.4244e-01
107 +3.817794908e+06 +3.817794908e+06 +3.817444328e+06 +3.817444328e+06 +0.0000e+00 +6.3941e-01 +6.6282e-01 +3.6765e-01 +1.0000e+00 +0.0000e+00 +3.0440e-01 +0.0000e+00 +0.0000e+00 +1.5626e-01 +5.9085e-02 +1.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +9.9951e-01 +1.0000e+00 +1.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-5.700000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.103675098e+07 +1.103675098e+07 +1.103674528e+07 +1.103674528e+07 +7.0968e-01 +2.8621e-01 +9.6302e-01 +6.6336e-01 +1.3791e-01 +3.6732e-01 +6.8264e-01 +3.8105e-01 +8.4623e-01 +3.7687e-01 +9.6713e-01 +5.1490e-02 +7.1901e-01 +2.9291e-02 +1.1717e-01 +3.2272e-01 +2.7508e-02 +2.3733e-01 +1.8403e-01 +1.5020e-01
17 +8.289028089e+06 +8.289028089e+06 +8.289022389e+06 +8.289022389e+06 +4.1374e-01 +5.6380e-01 +1.7999e-01 +9.2820e-01 +9.9051e-01 +2.2419e-01 +9.1830e-01 +8.9357e-01 +5.2101e-01 +2.3389e-01 +4.9862e-01 +3.4583e-01 +5.8504e-02 +1.0054e-01 +9.8919e-02 +1.7343e-01 +3.9613e-01 +7.4156e-01 +1.9978e-02 +8.4787e-01
51 +6.267385022e+06 +6.267385022e+06 +6.267379322e+06 +6.267379322e+06 +1.7300e-01 +1.0019e-01 +4.4393e-01 +7.4969e-01 +6.3107e-01 +1.0000e+00 +3.7469e-01 +7.7970e-01 +1.0000e+00 +0.0000e+00 +4.4671e-01 +0.0000e+00 +3.4247e-01 +5.0000e-01 +2.8718e-01 +0.0000e+00 +1.0000e+00 +2.0335e-01 +1.0000e+00 +0.0000e+00
329 +3.956787791e+06 +3.956787791e+06 +3.956782091e+06 +3.956782091e+06 +7.2263e-01 +1.1984e-04 +0.0000e+00 +1.0000e+00 +1.0000e+00 +9.9829e-01 +7.9136e-01 +9.9480e-01 +9.5419e-01 +0.0000e+00 +9.9033e-01 +2.9006e-01 +4.1462e-02 +9.6071e-01 +3.1630e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +3.2710e-05 +7.9093e-01
