% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.652596124e+01 +7.652596124e+01 +1.076525961e+03 +1.076525961e+03 +4.6256e-01 +3.1009e-02 +6.1767e-01 +2.2156e-01 +3.3372e-01 +9.3812e-01 +2.8801e-01 +5.7291e-02 +3.2566e-01 +7.3501e-01 +2.4603e-01 +1.8112e-01 +7.9171e-01 +4.0302e-01 +1.4974e-01 +9.9734e-01 +7.2050e-01 +3.2101e-01 +8.3895e-01 +9.7007e-01
52 +6.288523119e+01 +6.288523119e+01 +1.062885231e+03 +1.062885231e+03 +8.9089e-01 +1.0000e+00 +2.4222e-01 +3.0214e-02 +5.0000e-01 +3.9846e-01 +1.0167e-01 +8.8779e-01 +1.8346e-01 +3.1015e-01 +0.0000e+00 +6.3768e-01 +3.5328e-01 +1.0000e+00 +8.0015e-01 +5.7461e-01 +9.2075e-01 +9.3893e-01 +7.3265e-01 +0.0000e+00
142 +3.887803445e+01 +3.887803445e+01 +1.038878034e+03 +1.038878034e+03 +1.8132e-01 +8.2254e-01 +2.1096e-02 +0.0000e+00 +2.8358e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +9.7202e-01 +0.0000e+00 +0.0000e+00 +2.3430e-01 +9.8142e-01 +9.7438e-01 +7.3612e-01 +1.0000e+00 +9.6744e-01 +1.0000e+00 +8.3034e-03
344 +2.470711861e+01 +2.470711861e+01 +1.024707119e+03 +1.024707119e+03 +2.4730e-02 +9.9585e-01 +1.0000e+00 +9.4961e-03 +4.5968e-01 +9.8371e-01 +0.0000e+00 +9.9927e-01 +0.0000e+00 +8.3986e-01 +0.0000e+00 +0.0000e+00 +3.6057e-03 +9.6439e-01 +9.0877e-01 +9.9666e-01 +1.0000e+00 +9.8250e-01 +1.0000e+00 +3.0801e-01
% function evaluation | noise-free fitness - Fopt (2.935800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.397606144e+01 +8.397606144e+01 +3.775560614e+02 +3.775560614e+02 +8.0468e-01 +2.5140e-01 +4.7314e-01 +7.8159e-01 +1.0387e-01 +2.5902e-02 +7.5572e-01 +6.2853e-01 +3.8662e-01 +1.3525e-02 +4.4976e-01 +4.1926e-01 +9.0113e-01 +8.8281e-01 +2.7466e-01 +8.0170e-01 +6.8147e-01 +1.5049e-02 +3.2055e-01 +3.1067e-01
% function evaluation | noise-free fitness - Fopt (3.712600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.233545072e+01 +8.233545072e+01 +4.535954507e+02 +4.535954507e+02 +1.1839e-01 +6.8711e-01 +4.2716e-01 +9.0601e-01 +3.1534e-01 +4.7772e-01 +2.2906e-01 +6.1913e-02 +9.3358e-02 +3.7709e-01 +8.5034e-01 +5.2385e-01 +2.2495e-01 +3.6642e-01 +7.2059e-01 +9.4984e-01 +3.9146e-01 +9.6041e-01 +4.1567e-01 +1.7749e-02
% function evaluation | noise-free fitness - Fopt (5.226000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.319013268e+01 +8.319013268e+01 +1.354501327e+02 +1.354501327e+02 +2.3953e-01 +7.0147e-01 +6.5859e-01 +4.7933e-01 +5.6640e-01 +9.6789e-01 +7.6978e-01 +5.0334e-01 +9.6730e-01 +9.2090e-01 +4.7979e-01 +9.4358e-01 +6.7026e-02 +4.8997e-01 +4.7765e-01 +3.9753e-01 +9.0690e-01 +7.9277e-01 +8.9646e-01 +3.4472e-01
% function evaluation | noise-free fitness - Fopt (5.034000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.098424563e+01 +8.098424563e+01 +1.313242456e+02 +1.313242456e+02 +7.1391e-01 +7.2954e-01 +5.6293e-01 +3.4815e-01 +7.0499e-01 +1.6351e-01 +8.7388e-01 +9.2417e-01 +4.8009e-01 +6.5203e-01 +7.2709e-01 +1.7307e-01 +1.1024e-01 +4.2013e-01 +1.3732e-01 +3.1801e-01 +9.9907e-01 +7.7109e-01 +1.6092e-01 +3.1158e-01
% function evaluation | noise-free fitness - Fopt (-2.314000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.239526712e+01 +8.239526712e+01 +5.925526712e+01 +5.925526712e+01 +2.0005e-01 +5.5726e-01 +4.4878e-01 +9.0562e-01 +9.8079e-01 +1.8992e-01 +6.5896e-01 +8.5865e-01 +3.5181e-01 +7.9072e-01 +7.2380e-01 +7.3791e-01 +9.8587e-01 +2.6774e-01 +9.0026e-01 +6.7628e-01 +6.2966e-01 +5.2172e-01 +3.5735e-01 +7.4005e-01
