% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
73 +2.347355037e+02 +2.347355037e+02 +4.295355037e+02 +4.295355037e+02 +4.6462e-02 +7.3503e-01 +7.0582e-02 +0.0000e+00 +9.6515e-01 +0.0000e+00 +0.0000e+00 +4.5815e-01 +7.4211e-01 +5.2461e-01 +1.8684e-02 +4.5412e-01 +7.8811e-01 +7.3926e-01 +1.5617e-01 +8.6345e-01 +4.7861e-01 +0.0000e+00 +1.3240e-01 +4.9774e-01
3798 +1.584328582e+02 +1.584328582e+02 +3.532328582e+02 +3.532328582e+02 +2.7900e-01 +8.1503e-01 +8.7202e-01 +2.0190e-01 +9.8084e-01 +5.0288e-01 +7.1756e-01 +9.5735e-01 +9.3523e-01 +3.1191e-01 +2.0209e-01 +2.2537e-01 +2.2025e-01 +4.8289e-02 +7.0645e-01 +9.4688e-01 +0.0000e+00 +3.9763e-01 +2.7458e-02 +6.6156e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.834017877e+02 +2.834017877e+02 +1.498117877e+02 +1.498117877e+02 +7.8442e-01 +1.0046e-02 +4.4371e-01 +1.1718e-01 +2.4982e-02 +6.6637e-01 +4.2957e-02 +3.4151e-01 +6.8252e-01 +9.8537e-01 +1.6322e-01 +5.1184e-01 +5.2859e-01 +4.5853e-01 +8.0247e-01 +9.4575e-01 +3.1013e-01 +3.5589e-01 +4.3928e-01 +3.6179e-01
51 +2.496414390e+02 +2.496414390e+02 +1.160514390e+02 +1.160514390e+02 +7.9165e-01 +0.0000e+00 +6.2893e-01 +0.0000e+00 +1.7441e-01 +1.0000e+00 +1.0000e+00 +8.2923e-01 +5.3422e-01 +2.9324e-01 +9.5798e-01 +2.4659e-01 +4.0234e-02 +1.0000e+00 +7.9466e-01 +4.1294e-01 +4.1250e-01 +1.1652e-01 +0.0000e+00 +3.9761e-01
4617 +1.583067506e+02 +1.583067506e+02 +2.471675064e+01 +2.471675064e+01 +7.6831e-01 +9.2439e-01 +2.0088e-01 +2.2204e-02 +5.4974e-01 +7.4412e-01 +9.7661e-01 +5.1512e-01 +4.4603e-01 +7.5287e-01 +2.7354e-01 +9.0533e-01 +4.1897e-02 +2.6267e-01 +7.1834e-01 +2.5186e-01 +3.6783e-01 +7.1562e-01 +5.7343e-01 +7.8781e-01
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.406137273e+02 +3.406137273e+02 -5.061962727e+02 -5.061962727e+02 +3.3817e-01 +1.6049e-01 +3.6709e-01 +6.8772e-01 +9.9875e-01 +6.5556e-01 +2.3035e-02 +4.2507e-01 +6.5049e-02 +3.8092e-02 +5.3107e-01 +6.3707e-01 +7.6353e-01 +9.4932e-01 +9.2472e-01 +2.5213e-01 +3.6149e-01 +3.6444e-01 +4.8264e-01 +3.9396e-01
464 +2.292885823e+02 +2.292885823e+02 -6.175214177e+02 -6.175214177e+02 +1.0713e-01 +6.6854e-01 +4.8806e-01 +3.0923e-01 +5.5647e-01 +5.9867e-01 +2.7360e-03 +0.0000e+00 +8.8322e-03 +5.9135e-01 +2.3552e-01 +3.1760e-01 +8.5047e-01 +2.2245e-02 +3.9768e-01 +4.2586e-01 +3.3120e-01 +4.1956e-01 +9.8902e-01 +7.4162e-01
5887 +1.581804084e+02 +1.581804084e+02 -6.886295916e+02 -6.886295916e+02 +2.0180e-01 +2.8289e-01 +4.6781e-01 +2.2612e-01 +7.2169e-01 +6.6320e-01 +8.0714e-01 +5.6662e-01 +3.1698e-01 +9.5362e-01 +8.8490e-01 +4.0098e-08 +6.4800e-01 +1.4917e-01 +2.1508e-01 +4.6017e-01 +5.1344e-01 +4.7087e-01 +6.7929e-01 +5.2877e-01
% function evaluation | noise-free fitness - Fopt (1.363000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.634772099e+02 +3.634772099e+02 +3.771072099e+02 +3.771072099e+02 +8.6522e-01 +9.8354e-01 +7.8886e-01 +5.8635e-01 +4.5066e-02 +7.3615e-01 +4.5301e-01 +8.6754e-01 +5.6158e-01 +8.4641e-01 +8.8876e-01 +2.4935e-01 +7.8522e-01 +7.4334e-01 +6.3417e-01 +2.7327e-01 +9.2193e-01 +1.0769e-01 +8.8769e-01 +2.0870e-01
107 +2.462669319e+02 +2.462669319e+02 +2.598969319e+02 +2.598969319e+02 +4.5850e-01 +7.3145e-01 +1.0000e+00 +3.4778e-01 +5.4705e-01 +3.3722e-01 +2.8718e-01 +5.1959e-01 +8.5272e-01 +1.2068e-01 +2.9100e-01 +7.7589e-01 +3.3145e-01 +5.5304e-01 +2.8135e-01 +9.2443e-01 +2.3114e-01 +5.3511e-01 +4.0510e-01 +3.5321e-01
4245 +1.572552198e+02 +1.572552198e+02 +1.708852198e+02 +1.708852198e+02 +9.0143e-01 +8.2480e-01 +7.9521e-01 +6.5278e-01 +2.9766e-01 +2.1926e-01 +6.8862e-01 +8.1183e-01 +8.7695e-01 +5.9590e-02 +1.1594e-01 +1.5112e-01 +4.1280e-01 +2.6588e-01 +6.3690e-01 +9.9201e-01 +2.0622e-02 +1.6804e-01 +7.3527e-01 +1.0452e-01
% function evaluation | noise-free fitness - Fopt (-3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.168197215e+02 +3.168197215e+02 +2.796397215e+02 +2.796397215e+02 +9.6858e-02 +1.6963e-01 +7.6588e-01 +9.5065e-02 +5.5278e-01 +1.3902e-01 +9.8603e-01 +8.3744e-01 +1.2856e-01 +3.9910e-01 +8.5678e-03 +7.3861e-01 +2.9131e-01 +2.5341e-01 +4.4652e-02 +4.0971e-01 +3.6553e-01 +3.9141e-01 +5.2329e-01 +3.5716e-01
17 +2.457987217e+02 +2.457987217e+02 +2.086187217e+02 +2.086187217e+02 +1.7481e-01 +2.1701e-01 +4.8418e-01 +6.2437e-01 +2.1907e-01 +8.8083e-01 +5.2503e-01 +2.3915e-01 +3.5208e-01 +1.3463e-01 +4.8441e-01 +3.5420e-01 +4.4200e-02 +7.4663e-01 +6.5914e-01 +5.8678e-01 +6.0427e-01 +7.3015e-01 +1.7328e-01 +9.7181e-01
4381 +1.570705730e+02 +1.570705730e+02 +1.198905730e+02 +1.198905730e+02 +1.6491e-01 +4.5761e-02 +5.2685e-01 +4.7235e-01 +0.0000e+00 +8.2785e-01 +1.5586e-01 +5.1986e-02 +3.4069e-01 +1.9135e-01 +4.1755e-01 +1.9783e-01 +1.8819e-04 +8.8608e-01 +8.0269e-01 +5.7519e-01 +6.3191e-01 +0.0000e+00 +2.4327e-01 +8.6140e-01
% function evaluation | noise-free fitness - Fopt (2.275200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.122030034e+02 +3.122030034e+02 +5.397230034e+02 +5.397230034e+02 +2.3560e-01 +5.8711e-01 +5.1874e-01 +5.1898e-01 +8.3434e-01 +5.2115e-01 +6.8048e-01 +8.7684e-01 +1.0692e-01 +2.8715e-01 +4.2628e-01 +1.0767e-01 +4.3728e-01 +3.5789e-01 +7.3841e-01 +9.2289e-01 +9.3029e-01 +5.1207e-01 +5.4903e-01 +7.3331e-02
153 +2.506600188e+02 +2.506600188e+02 +4.781800188e+02 +4.781800188e+02 +9.6044e-01 +6.6200e-01 +0.0000e+00 +0.0000e+00 +4.1942e-01 +9.6741e-01 +2.7247e-01 +4.4595e-01 +3.5837e-01 +0.0000e+00 +8.6292e-01 +1.5993e-01 +4.8012e-01 +1.0000e+00 +7.9848e-02 +1.4340e-01 +8.9689e-01 +0.0000e+00 +5.9768e-01 +5.8212e-01
2532 +1.583009292e+02 +1.583009292e+02 +3.858209292e+02 +3.858209292e+02 +9.9208e-01 +7.0287e-01 +1.1584e-01 +1.4382e-01 +4.3823e-01 +9.8802e-01 +2.5774e-01 +3.4019e-01 +8.5705e-02 +0.0000e+00 +7.6653e-01 +1.8044e-01 +4.5922e-01 +1.0000e+00 +1.3152e-01 +8.9650e-02 +9.7077e-01 +0.0000e+00 +4.6648e-01 +6.5140e-01
% function evaluation | noise-free fitness - Fopt (6.370000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.036857647e+02 +3.036857647e+02 +3.100557647e+02 +3.100557647e+02 +6.3613e-01 +8.8181e-01 +3.4182e-01 +5.1948e-01 +4.9437e-01 +6.3102e-02 +7.6496e-01 +3.1219e-01 +6.6296e-01 +3.0349e-01 +1.7204e-02 +5.1570e-01 +6.8562e-01 +6.0546e-01 +1.7690e-01 +5.9123e-01 +2.9498e-01 +3.1548e-01 +6.2865e-01 +1.6402e-01
23 +2.511536538e+02 +2.511536538e+02 +2.575236538e+02 +2.575236538e+02 +6.8495e-01 +9.1334e-01 +8.1743e-01 +6.0410e-01 +6.3005e-01 +7.2484e-02 +8.1775e-01 +1.0000e+00 +3.4850e-01 +9.4234e-01 +6.2574e-01 +1.1199e-01 +7.3296e-01 +5.7207e-01 +3.3392e-01 +2.0648e-01 +8.7034e-01 +4.4954e-01 +6.2926e-01 +1.1829e-01
3359 +1.581189835e+02 +1.581189835e+02 +1.644889835e+02 +1.644889835e+02 +2.5294e-01 +5.6958e-01 +3.1358e-01 +1.7955e-01 +5.0252e-01 +5.4525e-01 +5.4006e-01 +8.1271e-01 +7.0121e-01 +1.0404e-02 +7.0117e-01 +4.2359e-01 +7.6572e-01 +8.1915e-01 +6.1889e-02 +4.7645e-01 +1.0000e+00 +7.1630e-01 +8.8289e-01 +7.0259e-02
% function evaluation | noise-free fitness - Fopt (-1.082600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.388833056e+02 +3.388833056e+02 +2.306233056e+02 +2.306233056e+02 +6.8809e-02 +3.2218e-01 +6.6101e-01 +5.6181e-01 +7.5778e-01 +1.1292e-01 +8.7709e-01 +9.1243e-01 +8.5921e-01 +7.3928e-01 +2.7400e-02 +9.0545e-01 +7.7073e-01 +3.5809e-01 +9.8604e-01 +7.2064e-01 +2.8697e-01 +4.1999e-01 +6.9895e-01 +1.4149e-01
415 +2.459736646e+02 +2.459736646e+02 +1.377136646e+02 +1.377136646e+02 +2.7989e-01 +2.5304e-01 +4.5660e-01 +2.1139e-01 +9.8560e-01 +2.8902e-02 +2.2527e-01 +5.5478e-01 +8.1352e-02 +0.0000e+00 +4.9653e-01 +1.0571e-01 +7.2016e-01 +5.2826e-01 +7.3394e-01 +8.3168e-01 +1.7623e-01 +9.9942e-01 +4.9612e-01 +9.0996e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.343941802e+02 +3.343941802e+02 -6.656058198e+02 -6.656058198e+02 +5.6516e-01 +7.4578e-01 +7.6206e-01 +9.6645e-02 +2.4098e-01 +3.2047e-01 +2.1249e-01 +9.2391e-01 +4.0006e-02 +4.7941e-01 +4.5944e-01 +4.0893e-01 +5.6005e-01 +8.3239e-01 +7.8617e-01 +8.6102e-01 +2.2777e-01 +6.1532e-02 +4.1905e-01 +2.4157e-01
39 +2.362342264e+02 +2.362342264e+02 -7.637657736e+02 -7.637657736e+02 +6.7773e-01 +9.7185e-01 +4.8105e-01 +2.6187e-01 +1.9538e-01 +8.2736e-01 +6.0301e-01 +6.6685e-01 +3.2156e-01 +1.0000e+00 +7.0580e-01 +6.9451e-01 +6.0015e-01 +2.9202e-01 +6.2796e-01 +4.4854e-01 +5.3707e-01 +2.9557e-01 +0.0000e+00 +4.3055e-01
4116 +1.583691963e+02 +1.583691963e+02 -8.416308037e+02 -8.416308037e+02 +8.3252e-01 +7.6908e-01 +5.0193e-01 +0.0000e+00 +1.9184e-01 +9.2353e-01 +6.2078e-01 +8.4478e-01 +5.9399e-01 +9.9221e-01 +1.0000e+00 +9.4301e-01 +3.2288e-01 +1.7154e-01 +5.3784e-01 +6.9206e-01 +5.0069e-01 +2.4828e-02 +0.0000e+00 +9.3469e-02
% function evaluation | noise-free fitness - Fopt (-8.434000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.549578544e+02 +3.549578544e+02 +2.706178544e+02 +2.706178544e+02 +5.4736e-01 +5.7380e-01 +8.5644e-01 +6.5592e-01 +2.5920e-02 +4.0650e-01 +4.1607e-01 +1.3876e-02 +9.4884e-01 +7.1898e-01 +9.2552e-01 +9.3768e-01 +5.9529e-01 +5.6071e-01 +7.6591e-02 +1.7072e-01 +4.1457e-01 +4.4830e-01 +9.0797e-01 +7.0081e-01
180 +2.431297435e+02 +2.431297435e+02 +1.587897435e+02 +1.587897435e+02 +9.7914e-01 +8.4754e-02 +6.6162e-01 +4.1763e-01 +8.2513e-01 +3.8070e-01 +3.7139e-01 +3.2967e-01 +5.4259e-01 +8.7486e-02 +0.0000e+00 +8.6701e-01 +9.2868e-02 +3.0593e-01 +8.5220e-01 +5.7496e-01 +9.9918e-01 +1.0000e+00 +7.5824e-01 +7.5204e-01
8226 +1.584884877e+02 +1.584884877e+02 +7.414848775e+01 +7.414848775e+01 +5.4926e-01 +0.0000e+00 +2.2638e-02 +1.6568e-02 +8.6156e-01 +1.0939e-01 +9.9999e-01 +8.6048e-01 +4.9115e-01 +7.4765e-01 +0.0000e+00 +9.0967e-01 +1.6442e-01 +6.8199e-01 +7.7643e-01 +5.9907e-01 +4.6622e-01 +4.2838e-01 +8.9554e-01 +8.5382e-01
% function evaluation | noise-free fitness - Fopt (7.213000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.021640979e+02 +3.021640979e+02 +3.742940979e+02 +3.742940979e+02 +8.2077e-01 +2.4689e-01 +7.4073e-01 +7.6728e-02 +6.3125e-01 +8.0562e-01 +3.9126e-01 +5.3611e-01 +4.6705e-01 +5.4149e-01 +9.5900e-03 +5.3727e-01 +5.0933e-01 +9.5974e-01 +7.0387e-01 +7.5300e-01 +5.1226e-01 +8.9622e-01 +7.4629e-01 +1.3673e-01
159 +2.374556200e+02 +2.374556200e+02 +3.095856200e+02 +3.095856200e+02 +2.9369e-01 +7.6207e-02 +7.2278e-01 +1.5509e-01 +1.0000e+00 +1.0000e+00 +5.0369e-01 +5.8023e-01 +0.0000e+00 +2.7214e-01 +9.5974e-01 +6.0315e-01 +7.7886e-01 +1.5618e-01 +7.1522e-01 +2.5928e-01 +7.4694e-01 +2.2949e-01 +6.2288e-01 +6.7263e-01
3848 +1.548102741e+02 +1.548102741e+02 +2.269402741e+02 +2.269402741e+02 +8.4115e-01 +9.9997e-01 +1.3616e-03 +9.4318e-01 +0.0000e+00 +1.5299e-02 +1.2729e-01 +0.0000e+00 +4.0672e-01 +1.0000e+00 +5.0623e-01 +6.7935e-01 +8.1661e-02 +6.1991e-01 +7.0594e-01 +6.7402e-01 +9.4890e-01 +6.2949e-01 +1.7332e-01 +9.6339e-02
% function evaluation | noise-free fitness - Fopt (-1.338000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.100373086e+02 +3.100373086e+02 +1.762373086e+02 +1.762373086e+02 +8.2959e-01 +2.2522e-01 +6.7207e-01 +6.9883e-01 +5.5587e-01 +9.5260e-01 +7.7176e-01 +9.7368e-01 +4.2558e-01 +1.3976e-01 +9.1158e-01 +7.2312e-01 +6.5332e-01 +2.7889e-01 +6.9805e-01 +8.0075e-01 +4.8732e-01 +3.6637e-01 +2.6086e-01 +6.0824e-01
60 +2.461125497e+02 +2.461125497e+02 +1.123125497e+02 +1.123125497e+02 +3.5351e-03 +7.4488e-01 +5.5399e-01 +1.4366e-01 +0.0000e+00 +1.0925e-03 +1.0000e+00 +2.8791e-03 +7.2975e-01 +0.0000e+00 +7.9636e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +4.9562e-01 +6.7190e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00
6022 +1.583892052e+02 +1.583892052e+02 +2.458920516e+01 +2.458920516e+01 +2.8735e-02 +7.7909e-01 +3.4814e-01 +2.4728e-01 +1.1937e-01 +1.7148e-01 +9.9159e-01 +1.0254e-01 +7.0492e-01 +1.2939e-01 +8.8872e-01 +7.5193e-02 +3.6489e-01 +3.8113e-01 +4.6420e-01 +4.4915e-01 +7.7103e-01 +1.1097e-02 +8.3506e-01 +1.0000e+00
