% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
857 +3.977640046e+02 +3.977640046e+02 +5.299440046e+02 +5.299440046e+02 +2.3980e-01 +5.2612e-01 +7.2990e-01 +2.9195e-01 +5.1912e-01 +2.7267e-01 +2.7451e-01 +7.9387e-01 +3.0672e-01 +4.5449e-01 +2.1599e-01 +9.4278e-01 +3.6428e-01 +9.5479e-01 +4.1422e-02 +7.4830e-01 +8.5408e-01 +8.7132e-01 +1.9669e-01 +7.5585e-01
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.103435521e+03 +1.103435521e+03 +1.061695521e+03 +1.061695521e+03 +3.2705e-01 +8.1500e-01 +7.2962e-02 +9.7830e-01 +8.5282e-01 +5.8611e-01 +5.6361e-01 +8.9340e-01 +1.9053e-01 +9.4475e-02 +9.0554e-01 +9.3858e-01 +6.4852e-02 +6.5450e-01 +9.0462e-01 +7.1900e-01 +7.1658e-01 +2.6363e-01 +8.2173e-02 +8.0001e-01
2 +9.540362662e+02 +9.540362662e+02 +9.122962662e+02 +9.122962662e+02 +4.9419e-01 +1.6415e-01 +8.3309e-01 +1.3845e-01 +7.0748e-01 +7.7633e-01 +4.3578e-01 +3.4037e-01 +4.0287e-01 +6.0701e-01 +2.3036e-01 +9.1592e-01 +9.4543e-01 +1.8154e-01 +3.0105e-01 +9.2655e-01 +4.6368e-01 +4.0244e-01 +3.7969e-02 +4.6335e-01
1706 +6.306983930e+02 +6.306983930e+02 +5.889583930e+02 +5.889583930e+02 +0.0000e+00 +8.2216e-01 +8.1708e-01 +9.9958e-01 +6.6692e-01 +5.4860e-01 +9.2649e-01 +1.8686e-01 +3.3371e-02 +4.8271e-01 +5.9701e-02 +9.6242e-01 +5.3936e-01 +6.1271e-03 +2.0259e-05 +5.4595e-01 +9.3166e-02 +8.6307e-01 +6.5496e-02 +9.9641e-01
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.036154770e+03 +1.036154770e+03 +5.412947703e+02 +5.412947703e+02 +9.5454e-01 +7.7554e-02 +5.9247e-01 +8.4630e-01 +3.0344e-01 +2.2184e-01 +4.3882e-01 +4.1280e-02 +5.4568e-01 +6.6505e-02 +1.1216e-01 +9.2634e-01 +1.6132e-01 +9.5043e-01 +9.9649e-02 +6.3180e-01 +7.4684e-01 +8.0335e-01 +5.8572e-02 +6.7880e-01
2 +8.523026425e+02 +8.523026425e+02 +3.574426425e+02 +3.574426425e+02 +3.2601e-01 +1.7563e-01 +6.5580e-01 +2.0267e-01 +8.1747e-01 +2.6668e-01 +9.2484e-01 +6.4710e-01 +7.5954e-01 +1.3068e-02 +6.0362e-02 +5.6209e-01 +3.3065e-01 +5.6616e-01 +6.7741e-01 +8.6508e-03 +4.5467e-01 +3.0070e-01 +4.4809e-01 +4.0310e-01
75 +6.154805895e+02 +6.154805895e+02 +1.206205895e+02 +1.206205895e+02 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +2.2284e-02 +7.8937e-01 +0.0000e+00 +0.0000e+00 +3.1227e-01 +9.9122e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +7.5575e-02 +0.0000e+00 +1.0000e+00 +6.8297e-01 +1.0000e+00 +6.5061e-01
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.165182485e+03 +1.165182485e+03 +1.513582485e+03 +1.513582485e+03 +7.1448e-01 +9.6610e-01 +8.6078e-01 +9.8405e-01 +5.5609e-02 +4.4831e-01 +3.4588e-01 +3.2234e-01 +6.8507e-01 +8.1502e-01 +2.3379e-01 +4.7784e-01 +1.5037e-01 +3.6034e-01 +3.3164e-01 +3.6612e-01 +3.3654e-01 +2.1366e-01 +4.0676e-01 +5.9908e-01
22 +9.712090052e+02 +9.712090052e+02 +1.319609005e+03 +1.319609005e+03 +5.1317e-01 +7.3527e-01 +3.3926e-01 +4.8968e-01 +6.3719e-01 +8.1448e-01 +4.4030e-01 +4.7969e-01 +4.7842e-01 +6.3824e-01 +9.6199e-01 +2.3134e-01 +2.9632e-01 +1.5241e-01 +2.4420e-01 +1.0000e+00 +3.9323e-01 +8.8361e-01 +0.0000e+00 +5.9043e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.434387926e+02 +8.434387926e+02 +8.472087926e+02 +8.472087926e+02 +1.3569e-01 +1.4707e-01 +6.1361e-02 +7.8391e-01 +8.9421e-01 +3.0694e-01 +8.4677e-01 +8.8195e-01 +2.0434e-01 +9.8817e-01 +4.5647e-01 +7.9296e-01 +8.4537e-01 +2.5140e-02 +3.2189e-01 +7.5414e-01 +4.1305e-01 +4.8554e-01 +3.7733e-01 +2.6171e-01
339 +6.295308640e+02 +6.295308640e+02 +6.333008640e+02 +6.333008640e+02 +1.0000e+00 +7.0986e-01 +1.0000e+00 +1.5716e-01 +2.0612e-01 +9.5062e-01 +7.5499e-01 +7.3938e-01 +1.1474e-03 +3.3460e-01 +9.9858e-01 +5.9493e-01 +9.9355e-01 +3.3423e-02 +0.0000e+00 +5.9211e-01 +5.2898e-01 +0.0000e+00 +9.8049e-01 +9.8644e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.651516469e+02 +6.651516469e+02 +7.028516469e+02 +7.028516469e+02 +3.3231e-01 +9.3311e-01 +3.5035e-01 +5.2166e-01 +6.6735e-01 +8.8246e-01 +4.3779e-01 +9.1179e-01 +9.6657e-01 +4.0163e-01 +3.8150e-01 +7.3621e-01 +4.5389e-01 +6.6357e-01 +7.7383e-01 +9.7781e-01 +9.9560e-01 +5.9608e-02 +6.0889e-01 +3.8082e-01
13 +6.187863331e+02 +6.187863331e+02 +6.564863331e+02 +6.564863331e+02 +5.6552e-01 +3.9440e-01 +2.8148e-01 +1.8571e-01 +2.3173e-01 +5.0873e-01 +5.5982e-01 +4.7452e-02 +4.3004e-01 +3.6045e-01 +6.7282e-01 +8.0174e-01 +5.3629e-01 +6.1072e-01 +8.8032e-01 +4.0964e-01 +4.3499e-02 +6.0183e-01 +7.0318e-01 +6.0324e-01
830 +3.969530283e+02 +3.969530283e+02 +4.346530283e+02 +4.346530283e+02 +1.5750e-01 +4.1217e-01 +9.5740e-01 +2.9801e-01 +1.0000e+00 +9.7531e-01 +4.8251e-01 +6.2563e-02 +7.6236e-01 +9.9985e-01 +3.6399e-01 +8.2979e-02 +6.4716e-01 +5.4578e-01 +6.6926e-02 +1.0000e+00 +0.0000e+00 +0.0000e+00 +9.3076e-01 +1.7582e-01
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.170337389e+03 +1.170337389e+03 +1.866027389e+03 +1.866027389e+03 +2.2679e-01 +8.5135e-02 +8.0225e-01 +3.1805e-01 +9.0135e-01 +3.8371e-01 +4.0716e-01 +4.8346e-01 +7.7768e-01 +2.4608e-01 +7.7022e-01 +3.9601e-01 +3.7322e-01 +1.4354e-01 +8.4411e-01 +8.4734e-01 +5.2961e-01 +8.7740e-01 +5.3962e-01 +2.1741e-01
5 +9.137369539e+02 +9.137369539e+02 +1.609426954e+03 +1.609426954e+03 +6.3880e-01 +6.9068e-01 +6.5830e-01 +9.5963e-01 +9.4126e-01 +6.9515e-01 +4.9953e-01 +1.7976e-01 +8.5856e-01 +5.9429e-01 +5.7833e-01 +1.7738e-01 +2.2586e-02 +7.0178e-01 +4.2751e-01 +4.1440e-01 +7.6479e-01 +5.9703e-01 +4.9364e-02 +7.8947e-03
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.381698857e+02 +9.381698857e+02 +8.201398857e+02 +8.201398857e+02 +9.6607e-01 +3.5218e-01 +1.8301e-01 +2.0684e-02 +5.1733e-01 +2.7659e-01 +9.3655e-01 +7.4691e-01 +6.4196e-01 +4.4404e-01 +9.5815e-01 +5.5883e-01 +9.6567e-01 +1.2550e-01 +2.5018e-01 +8.7258e-01 +1.1640e-01 +8.2301e-01 +2.2033e-01 +6.9605e-01
220 +6.300474543e+02 +6.300474543e+02 +5.120174543e+02 +5.120174543e+02 +9.4865e-01 +4.1377e-01 +3.5173e-01 +1.0149e-01 +0.0000e+00 +8.6088e-01 +1.3036e-02 +1.2495e-01 +4.8711e-02 +1.0000e+00 +1.0322e-02 +9.0313e-01 +1.0000e+00 +5.6863e-02 +0.0000e+00 +0.0000e+00 +9.4578e-01 +7.2443e-02 +3.5922e-01 +1.0343e-01
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.960220980e+02 +5.960220980e+02 +6.441820980e+02 +6.441820980e+02 +9.6513e-01 +2.2367e-02 +4.9430e-02 +9.5819e-02 +8.2513e-01 +1.6590e-01 +2.2545e-01 +9.9747e-01 +6.9291e-01 +3.3924e-01 +8.2796e-01 +7.8952e-01 +7.1287e-01 +2.3727e-01 +3.8037e-01 +8.0724e-01 +1.1277e-01 +9.1073e-01 +8.5875e-01 +5.0004e-01
78 +3.914516683e+02 +3.914516683e+02 +4.396116683e+02 +4.396116683e+02 +6.5482e-01 +1.3681e-01 +0.0000e+00 +2.7651e-03 +5.0000e-01 +9.3214e-01 +3.9680e-01 +3.7567e-01 +0.0000e+00 +3.3659e-01 +8.1708e-01 +0.0000e+00 +9.9166e-01 +9.1908e-01 +0.0000e+00 +6.8842e-02 +3.6408e-01 +1.0000e+00 +1.1999e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.448064354e+03 +1.448064354e+03 +1.531904354e+03 +1.531904354e+03 +6.0685e-01 +3.0963e-01 +9.0106e-01 +6.7670e-01 +5.7183e-01 +6.0764e-01 +7.6128e-01 +5.9812e-01 +4.6944e-01 +6.0823e-01 +2.9624e-01 +7.3249e-01 +4.2360e-01 +3.4238e-01 +5.1271e-02 +2.3132e-01 +2.8361e-01 +1.9830e-01 +5.7889e-01 +2.3226e-01
67 +9.785444604e+02 +9.785444604e+02 +1.062384460e+03 +1.062384460e+03 +3.1698e-01 +4.4049e-01 +5.9883e-01 +4.6031e-02 +0.0000e+00 +1.0000e+00 +1.0000e+00 +2.6173e-01 +2.2596e-01 +5.0000e-01 +7.9390e-01 +6.2015e-01 +1.3484e-01 +1.4028e-01 +4.9144e-01 +1.0000e+00 +1.9032e-01 +3.9433e-01 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.266589320e+03 +1.266589320e+03 +1.281949320e+03 +1.281949320e+03 +3.1449e-01 +3.7409e-01 +2.6356e-01 +5.3084e-01 +6.5472e-01 +8.8857e-01 +9.7480e-01 +4.6313e-01 +2.4821e-01 +9.9003e-01 +2.4862e-01 +1.0634e-01 +9.6748e-01 +4.4297e-01 +5.3913e-01 +4.3802e-01 +3.8540e-01 +3.5695e-01 +6.8921e-01 +5.8018e-02
44 +9.424091126e+02 +9.424091126e+02 +9.577691126e+02 +9.577691126e+02 +6.9934e-01 +7.0718e-01 +8.1322e-01 +8.6272e-01 +1.1043e-01 +1.9567e-01 +1.2249e-01 +5.0000e-01 +5.3983e-02 +6.5565e-02 +3.5077e-01 +0.0000e+00 +6.7254e-01 +7.2069e-04 +0.0000e+00 +1.0000e+00 +0.0000e+00 +8.1488e-01 +0.0000e+00 +0.0000e+00
