% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
221 +2.500741463e+02 +2.500741463e+02 +3.054141463e+02 +3.054141463e+02 +5.4704e-02 +1.8457e-01 +0.0000e+00 +5.7196e-01 +1.2982e-01 +2.8576e-01 +5.3907e-01 +6.9673e-01 +6.5176e-02 +0.0000e+00 +5.3770e-02 +1.0000e+00 +2.0590e-01 +1.9185e-02 +4.8978e-01 +0.0000e+00 +3.8737e-01 +5.5117e-01 +1.6865e-01 +1.3013e-01
598 +1.582056781e+02 +1.582056781e+02 +2.135456781e+02 +2.135456781e+02 +3.9231e-02 +0.0000e+00 +2.5826e-02 +1.7017e-05 +9.3084e-02 +1.6818e-02 +2.9171e-01 +4.8754e-01 +4.0157e-02 +2.1601e-02 +2.3758e-02 +2.6391e-01 +1.8802e-01 +1.0206e-02 +0.0000e+00 +9.0947e-03 +0.0000e+00 +1.1157e-01 +3.1228e-02 +7.0841e-03
1424 +9.997518526e+01 +9.997518526e+01 +1.553151853e+02 +1.553151853e+02 +4.1868e-01 +8.0797e-04 +0.0000e+00 +2.8548e-01 +0.0000e+00 +4.8776e-01 +8.4710e-03 +3.4856e-01 +3.3420e-01 +0.0000e+00 +2.0999e-02 +7.4987e-03 +3.0039e-03 +6.7265e-02 +0.0000e+00 +3.7231e-02 +0.0000e+00 +4.9977e-03 +7.0518e-02 +5.6804e-02
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.555146447e+03 +1.555146447e+03 +1.464816447e+03 +1.464816447e+03 +6.8100e-01 +5.5093e-01 +1.0837e-01 +8.2363e-02 +3.1735e-01 +8.3895e-01 +7.0083e-01 +4.5261e-01 +7.4977e-01 +3.3583e-01 +2.9727e-01 +3.2834e-01 +7.1987e-01 +8.9690e-01 +4.1442e-01 +6.5545e-02 +3.5421e-01 +7.3058e-01 +6.6978e-01 +1.7568e-01
5 +5.904831068e+02 +5.904831068e+02 +5.001531068e+02 +5.001531068e+02 +5.5450e-01 +7.2785e-01 +7.5826e-01 +9.9205e-01 +1.4689e-01 +6.2936e-03 +3.2122e-01 +8.3614e-01 +8.1169e-02 +5.2154e-01 +1.9494e-02 +3.4423e-01 +1.1196e-01 +2.7041e-01 +1.9116e-01 +7.6394e-01 +9.5760e-01 +8.1874e-01 +3.0080e-02 +5.1577e-01
48 +3.975858358e+02 +3.975858358e+02 +3.072558358e+02 +3.072558358e+02 +3.1490e-01 +7.3261e-01 +6.2363e-02 +3.8693e-01 +1.0124e-01 +8.4227e-01 +1.2322e-02 +7.3749e-01 +4.0005e-01 +1.0728e-01 +3.1568e-01 +4.5193e-01 +4.9951e-02 +1.2956e-01 +0.0000e+00 +1.8654e-01 +6.8872e-01 +0.0000e+00 +0.0000e+00 +6.9015e-01
69 +2.449715745e+02 +2.449715745e+02 +1.546415745e+02 +1.546415745e+02 +3.1636e-02 +6.3574e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.2791e-01 +9.7200e-02 +7.9754e-01 +8.2119e-01 +1.3278e-01 +1.8828e-01 +0.0000e+00 +2.2280e-01 +0.0000e+00 +1.1409e-01 +5.4852e-01 +5.0000e-01 +0.0000e+00 +1.8839e-01 +0.0000e+00
171 +1.551873105e+02 +1.551873105e+02 +6.485731047e+01 +6.485731047e+01 +4.3943e-01 +6.9148e-01 +0.0000e+00 +1.1958e-02 +0.0000e+00 +5.4610e-01 +6.1046e-02 +8.3680e-01 +5.2868e-01 +3.2849e-03 +6.6857e-02 +0.0000e+00 +4.2591e-02 +3.4317e-03 +1.6276e-01 +6.3305e-01 +5.1767e-01 +1.3968e-01 +1.9436e-01 +0.0000e+00
702 +9.894995515e+01 +9.894995515e+01 +8.619955152e+00 +8.619955152e+00 +1.6512e-01 +8.3882e-01 +1.4459e-01 +1.8846e-01 +5.4386e-02 +9.9993e-01 +8.9365e-02 +8.4625e-01 +2.0095e-01 +5.5550e-04 +6.2528e-02 +9.3347e-05 +5.6108e-02 +1.0500e-02 +4.6544e-01 +9.3220e-01 +4.5730e-01 +1.8862e-01 +1.3881e-05 +1.2447e-02
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.091837717e+03 +2.091837717e+03 +2.157447717e+03 +2.157447717e+03 +8.7806e-01 +6.8275e-01 +2.8288e-01 +2.1781e-01 +7.5952e-01 +8.9666e-01 +6.5021e-01 +3.5406e-01 +9.4353e-01 +4.9993e-01 +8.8517e-01 +2.6796e-01 +7.2918e-01 +4.3552e-01 +7.4111e-02 +6.4676e-01 +2.6309e-01 +9.7783e-01 +9.5150e-02 +9.3481e-01
3 +1.140574575e+03 +1.140574575e+03 +1.206184575e+03 +1.206184575e+03 +6.0556e-01 +6.4714e-01 +5.6344e-01 +1.0394e-01 +6.3158e-01 +5.5113e-01 +1.1728e-02 +9.1579e-01 +9.4363e-01 +1.2105e-01 +9.8667e-01 +5.3021e-01 +4.0762e-01 +2.3123e-02 +3.5314e-01 +6.1300e-01 +1.2261e-01 +6.0311e-01 +3.7046e-01 +4.0129e-01
22 +8.868292239e+02 +8.868292239e+02 +9.524392239e+02 +9.524392239e+02 +2.7989e-01 +5.0102e-01 +6.9608e-01 +6.2105e-01 +1.7318e-01 +6.9890e-01 +8.9500e-01 +3.1538e-01 +3.8929e-01 +0.0000e+00 +4.7874e-01 +1.7655e-01 +0.0000e+00 +1.7886e-01 +3.1963e-01 +6.5222e-01 +3.5769e-01 +8.7734e-01 +3.3187e-01 +4.7458e-01
42 +5.879722497e+02 +5.879722497e+02 +6.535822497e+02 +6.535822497e+02 +1.4493e-01 +1.7256e-01 +3.6956e-01 +8.9064e-01 +3.2321e-01 +2.7411e-01 +5.3952e-01 +0.0000e+00 +7.2144e-03 +1.1742e-01 +2.0614e-01 +0.0000e+00 +4.6488e-03 +6.7886e-01 +1.0832e-01 +1.5222e-01 +3.7182e-01 +9.2360e-01 +2.6137e-01 +4.3116e-01
82 +3.520501533e+02 +3.520501533e+02 +4.176601533e+02 +4.176601533e+02 +5.0510e-01 +0.0000e+00 +0.0000e+00 +7.2136e-02 +6.5755e-01 +1.3049e-01 +4.1971e-01 +1.3880e-01 +7.3839e-02 +2.1059e-01 +4.2678e-03 +0.0000e+00 +3.5470e-02 +6.2694e-01 +0.0000e+00 +0.0000e+00 +3.3498e-01 +1.0000e+00 +1.9429e-01 +5.9436e-01
184 +2.121842539e+02 +2.121842539e+02 +2.777942539e+02 +2.777942539e+02 +4.4546e-01 +9.8325e-04 +0.0000e+00 +1.3131e-02 +2.7232e-01 +0.0000e+00 +2.6910e-01 +2.2383e-01 +1.4135e-01 +9.9783e-02 +0.0000e+00 +0.0000e+00 +8.6191e-02 +3.7391e-01 +2.1958e-02 +0.0000e+00 +3.3674e-01 +1.0000e+00 +1.9726e-01 +2.1015e-01
290 +1.449514303e+02 +1.449514303e+02 +2.105614303e+02 +2.105614303e+02 +3.8659e-01 +2.0510e-03 +0.0000e+00 +2.0751e-01 +0.0000e+00 +1.3041e-02 +2.7782e-01 +2.3944e-01 +1.4171e-01 +0.0000e+00 +2.2913e-03 +1.4991e-02 +8.4420e-02 +9.6570e-02 +5.9294e-03 +0.0000e+00 +0.0000e+00 +1.0000e+00 +7.0542e-02 +1.1910e-01
% function evaluation | noise-free fitness - Fopt (-1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.513017896e+03 +1.513017896e+03 +1.497657896e+03 +1.497657896e+03 +6.1882e-01 +5.9263e-01 +7.9108e-01 +2.9872e-01 +3.4066e-01 +4.2223e-01 +1.5035e-02 +8.7073e-01 +7.4343e-01 +8.7152e-01 +5.9242e-01 +6.1450e-01 +7.7087e-01 +5.1573e-01 +4.8839e-01 +5.9770e-01 +6.9885e-01 +9.5513e-01 +2.3286e-01 +3.7479e-01
43 +9.086979093e+02 +9.086979093e+02 +8.933379093e+02 +8.933379093e+02 +2.6629e-01 +5.8671e-01 +3.0236e-02 +5.8915e-01 +5.9814e-01 +4.4034e-01 +0.0000e+00 +3.7763e-01 +6.6619e-01 +5.1778e-01 +6.5538e-01 +2.8192e-01 +4.6332e-01 +8.0442e-02 +3.5732e-01 +4.9131e-01 +3.8899e-01 +5.1726e-02 +9.8393e-01 +6.0801e-01
67 +6.277084380e+02 +6.277084380e+02 +6.123484380e+02 +6.123484380e+02 +0.0000e+00 +1.0000e+00 +0.0000e+00 +8.5378e-01 +0.0000e+00 +9.8416e-01 +0.0000e+00 +5.9874e-02 +3.4338e-01 +3.4507e-01 +4.6093e-01 +0.0000e+00 +4.5124e-01 +5.6897e-01 +0.0000e+00 +0.0000e+00 +5.9202e-01 +3.7940e-02 +8.2879e-01 +0.0000e+00
69 +3.818297394e+02 +3.818297394e+02 +3.664697394e+02 +3.664697394e+02 +4.9417e-03 +1.0000e+00 +1.4658e-02 +6.9000e-01 +4.4189e-01 +7.4354e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.4141e-02 +8.4783e-01 +4.3570e-02 +9.4673e-01 +1.4584e-02 +0.0000e+00 +1.3510e-01 +4.2402e-01 +0.0000e+00 +7.3478e-01 +4.1808e-01
283 +2.423213853e+02 +2.423213853e+02 +2.269613853e+02 +2.269613853e+02 +1.1955e-02 +8.6383e-01 +3.9603e-01 +0.0000e+00 +3.7580e-01 +8.3853e-01 +1.5626e-02 +1.7382e-01 +0.0000e+00 +3.1513e-02 +4.5425e-02 +5.1029e-03 +8.3499e-01 +1.7860e-01 +5.8382e-01 +2.1668e-01 +1.5657e-01 +2.5468e-01 +2.4969e-01 +6.9196e-01
712 +1.478504963e+02 +1.478504963e+02 +1.324904963e+02 +1.324904963e+02 +9.9456e-02 +7.7871e-01 +2.9234e-01 +1.4735e-02 +8.2539e-02 +9.9969e-01 +2.0014e-02 +9.6894e-05 +0.0000e+00 +8.1934e-03 +7.2018e-01 +1.7240e-02 +5.9308e-02 +4.5806e-05 +0.0000e+00 +3.0015e-01 +7.3981e-01 +1.4817e-02 +1.7564e-01 +2.8850e-01
% function evaluation | noise-free fitness - Fopt (-1.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.183685068e+03 +1.183685068e+03 +1.170505068e+03 +1.170505068e+03 +4.8416e-01 +6.8558e-01 +9.9265e-01 +1.2783e-01 +6.2143e-01 +2.3836e-01 +2.4209e-01 +7.9634e-01 +1.6026e-01 +3.2977e-01 +9.4210e-01 +4.3365e-01 +6.8333e-02 +1.5909e-01 +1.0459e-01 +4.2888e-01 +1.0418e-01 +6.7206e-01 +9.0781e-01 +8.2583e-01
7 +7.264881851e+02 +7.264881851e+02 +7.133081851e+02 +7.133081851e+02 +2.7145e-01 +2.8573e-03 +2.6327e-02 +9.7742e-01 +1.6258e-01 +5.9727e-01 +4.6949e-01 +3.4507e-02 +7.6114e-01 +5.1818e-01 +7.8118e-01 +9.6082e-02 +9.9894e-03 +2.7770e-01 +4.5294e-01 +4.1956e-01 +7.8205e-01 +1.9905e-01 +5.4125e-01 +5.4408e-01
27 +4.541895564e+02 +4.541895564e+02 +4.410095564e+02 +4.410095564e+02 +3.1009e-01 +2.9936e-01 +0.0000e+00 +5.3449e-01 +2.6604e-01 +2.1056e-01 +5.0843e-01 +2.9138e-02 +4.2491e-01 +7.2083e-01 +8.4682e-01 +5.3662e-01 +2.4492e-01 +4.9551e-01 +6.4610e-02 +1.3707e-01 +8.7279e-01 +1.1856e-01 +5.0630e-01 +4.2166e-01
48 +3.709281742e+02 +3.709281742e+02 +3.577481742e+02 +3.577481742e+02 +0.0000e+00 +1.4801e-01 +0.0000e+00 +1.9100e-01 +2.4378e-01 +2.8296e-02 +5.5301e-01 +8.7686e-03 +8.2565e-01 +7.2668e-01 +8.8819e-01 +6.2725e-01 +3.1552e-01 +5.5659e-01 +0.0000e+00 +1.8493e-01 +8.7291e-01 +4.9160e-01 +8.1994e-01 +4.9564e-01
72 +2.501449967e+02 +2.501449967e+02 +2.369649967e+02 +2.369649967e+02 +0.0000e+00 +1.4328e-01 +0.0000e+00 +2.1140e-01 +1.7516e-01 +0.0000e+00 +6.1944e-01 +0.0000e+00 +6.2074e-01 +3.4796e-01 +4.8658e-01 +9.9065e-01 +2.0989e-01 +5.4367e-01 +6.6751e-02 +1.5003e-01 +6.4624e-01 +1.0000e+00 +3.0698e-01 +8.8516e-02
431 +1.504290984e+02 +1.504290984e+02 +1.372490984e+02 +1.372490984e+02 +0.0000e+00 +2.3223e-02 +0.0000e+00 +4.5580e-02 +6.6486e-02 +5.2806e-01 +5.7378e-01 +0.0000e+00 +3.1181e-01 +0.0000e+00 +8.2551e-01 +7.7951e-01 +6.6396e-02 +5.0867e-01 +0.0000e+00 +0.0000e+00 +2.1129e-01 +7.7034e-01 +2.8409e-01 +3.1124e-01
% function evaluation | noise-free fitness - Fopt (-6.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.690123105e+03 +1.690123105e+03 +1.629603105e+03 +1.629603105e+03 +8.7612e-01 +3.3057e-02 +2.5860e-01 +5.2506e-01 +8.3974e-01 +5.1571e-01 +5.6684e-01 +2.5144e-01 +9.9807e-01 +3.6689e-01 +6.3533e-01 +6.1011e-01 +7.4916e-01 +5.4474e-01 +2.1984e-01 +2.9371e-01 +2.2056e-01 +5.1911e-01 +7.2634e-01 +3.1019e-01
2 +1.471170436e+03 +1.471170436e+03 +1.410650436e+03 +1.410650436e+03 +3.4902e-01 +6.7030e-01 +2.9342e-01 +6.5252e-01 +6.5369e-01 +5.2421e-01 +3.5763e-01 +1.6941e-01 +8.9718e-01 +7.0547e-01 +6.8295e-01 +3.4174e-01 +2.9849e-01 +3.0056e-01 +6.9695e-02 +9.4132e-01 +1.8815e-01 +9.6987e-01 +4.8098e-01 +5.9995e-01
5 +9.503683102e+02 +9.503683102e+02 +8.898483102e+02 +8.898483102e+02 +9.3438e-01 +8.8056e-01 +8.6083e-01 +4.3023e-01 +3.8848e-01 +6.0979e-01 +4.7454e-01 +5.4437e-01 +4.2917e-01 +2.5771e-01 +6.7582e-01 +1.3907e-01 +8.1256e-01 +3.3885e-01 +1.1714e-01 +4.0219e-02 +1.2034e-01 +7.2353e-01 +3.3914e-02 +7.8121e-02
11 +6.065121528e+02 +6.065121528e+02 +5.459921528e+02 +5.459921528e+02 +8.5438e-01 +4.9563e-01 +8.6066e-01 +1.3526e-01 +2.3408e-01 +6.1084e-01 +7.8892e-01 +7.3085e-01 +9.2895e-01 +8.3594e-02 +1.7680e-01 +1.8158e-01 +2.5804e-01 +6.5975e-02 +6.0429e-01 +5.5068e-01 +6.0591e-01 +2.5114e-01 +2.6874e-01 +5.9232e-01
61 +3.356836422e+02 +3.356836422e+02 +2.751636422e+02 +2.751636422e+02 +0.0000e+00 +2.4051e-01 +4.8068e-01 +4.0422e-01 +5.9520e-01 +6.1328e-01 +1.3923e-01 +6.2875e-01 +6.0657e-02 +0.0000e+00 +3.0188e-01 +6.9932e-01 +1.0835e-01 +1.4537e-01 +4.1664e-01 +2.0920e-02 +0.0000e+00 +3.9708e-01 +0.0000e+00 +1.2081e-01
158 +2.498374443e+02 +2.498374443e+02 +1.893174443e+02 +1.893174443e+02 +0.0000e+00 +2.4770e-01 +5.4057e-01 +0.0000e+00 +4.5119e-01 +3.4855e-01 +3.0778e-01 +5.5555e-01 +3.9201e-03 +0.0000e+00 +4.4542e-01 +0.0000e+00 +7.0946e-01 +3.5444e-02 +5.8537e-01 +6.4157e-02 +0.0000e+00 +1.5130e-01 +1.3167e-01 +5.4964e-02
318 +1.531836603e+02 +1.531836603e+02 +9.266366029e+01 +9.266366029e+01 +0.0000e+00 +6.3230e-02 +7.1890e-01 +2.5742e-02 +3.5484e-01 +1.4030e-01 +3.9808e-01 +1.9281e-01 +2.8882e-03 +0.0000e+00 +3.8713e-01 +0.0000e+00 +1.4482e-01 +1.4384e-01 +4.6343e-01 +3.0171e-02 +8.3472e-04 +1.3059e-03 +1.7124e-01 +9.7644e-02
% function evaluation | noise-free fitness - Fopt (1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.241616684e+03 +1.241616684e+03 +1.426016684e+03 +1.426016684e+03 +5.9111e-01 +9.9032e-01 +3.6627e-01 +2.4835e-01 +5.5145e-01 +2.1084e-01 +2.1373e-02 +4.8554e-01 +8.2825e-01 +6.7277e-01 +3.5383e-01 +2.8968e-01 +3.2027e-01 +8.8077e-01 +4.9402e-01 +2.4334e-01 +2.8536e-01 +5.1281e-01 +7.4986e-01 +2.9326e-01
6 +7.577305571e+02 +7.577305571e+02 +9.421305571e+02 +9.421305571e+02 +3.7062e-01 +3.5893e-01 +4.8760e-01 +1.4304e-01 +8.6057e-01 +5.0089e-02 +2.7167e-01 +3.5488e-01 +5.4198e-01 +4.0565e-01 +8.1118e-01 +2.2570e-01 +4.8070e-01 +3.8639e-01 +5.1045e-01 +7.3905e-01 +8.2394e-01 +1.9433e-01 +9.9552e-03 +8.7431e-01
46 +6.132102830e+02 +6.132102830e+02 +7.976102830e+02 +7.976102830e+02 +0.0000e+00 +1.0000e+00 +3.6905e-01 +7.8555e-01 +7.7746e-01 +1.0376e-01 +4.1038e-01 +7.0763e-01 +6.6919e-03 +6.5484e-01 +2.0202e-01 +1.7985e-01 +0.0000e+00 +1.0000e+00 +3.0098e-01 +7.3544e-01 +1.0000e+00 +0.0000e+00 +1.1548e-01 +8.1536e-01
86 +3.872036584e+02 +3.872036584e+02 +5.716036584e+02 +5.716036584e+02 +3.0457e-01 +9.9377e-01 +4.6927e-01 +3.5067e-01 +5.5514e-01 +1.3441e-01 +4.7300e-01 +6.0105e-01 +1.3955e-01 +3.6873e-01 +0.0000e+00 +6.2996e-01 +2.7852e-01 +5.1513e-01 +5.6608e-02 +6.4901e-01 +8.4559e-01 +4.8616e-02 +1.5180e-01 +6.1229e-01
