% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.421956745e+01 +8.421956745e+01 +1.241395675e+02 +1.241395675e+02 +3.7470e-01 +4.8998e-01 +4.3380e-01 +5.9170e-01 +7.8696e-01 +7.8500e-01 +9.8744e-01 +1.8876e-01 +6.7039e-01 +5.5211e-01 +1.5471e-01 +7.8029e-01 +7.8556e-01 +7.7867e-01 +3.5381e-01 +7.7992e-01 +8.2465e-01 +2.1942e-01 +8.5709e-01 +3.2597e-01
40 +6.103919682e+01 +6.103919682e+01 +1.009591968e+02 +1.009591968e+02 +9.1004e-01 +0.0000e+00 +5.6867e-01 +2.6636e-01 +0.0000e+00 +6.7209e-01 +9.8046e-01 +0.0000e+00 +7.1482e-01 +8.4395e-01 +6.3962e-01 +1.1330e-01 +5.2177e-03 +2.9905e-01 +5.1331e-01 +2.5351e-01 +8.5005e-01 +1.4907e-01 +3.0183e-01 +0.0000e+00
116 +3.942082525e+01 +3.942082525e+01 +7.934082525e+01 +7.934082525e+01 +1.0000e+00 +0.0000e+00 +9.8245e-01 +0.0000e+00 +1.0112e-02 +4.2085e-01 +1.0000e+00 +7.9780e-02 +1.0000e+00 +8.4597e-01 +0.0000e+00 +0.0000e+00 +1.3175e-01 +1.0000e+00 +0.0000e+00 +6.2001e-01 +0.0000e+00 +1.6675e-02 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.635876510e+01 +4.635876510e+01 -1.025123490e+01 -1.025123490e+01 +9.5579e-01 +1.7187e-01 +8.2255e-01 +7.3725e-01 +3.1057e-02 +1.6868e-01 +6.4077e-01 +1.1763e-01 +9.9703e-01 +2.0420e-01 +1.8231e-01 +6.2154e-01 +2.5533e-01 +6.0593e-01 +4.9619e-01 +7.4287e-01 +7.7927e-01 +4.5377e-01 +8.1483e-01 +6.3445e-01
4 +3.883548010e+01 +3.883548010e+01 -1.777451990e+01 -1.777451990e+01 +6.7703e-01 +5.4737e-01 +8.2436e-02 +5.9447e-01 +4.7060e-01 +2.2401e-01 +1.6056e-01 +3.1939e-01 +2.7041e-02 +2.7266e-01 +9.0263e-01 +9.1078e-02 +7.7529e-01 +6.6589e-01 +8.1665e-01 +5.8529e-01 +9.3095e-01 +6.1239e-01 +7.1552e-01 +3.1080e-01
54 +2.481833798e+01 +2.481833798e+01 -3.179166202e+01 -3.179166202e+01 +1.5436e-02 +6.9014e-02 +9.6262e-01 +0.0000e+00 +0.0000e+00 +2.9851e-01 +9.7777e-01 +1.0000e+00 +1.0700e-01 +6.7495e-01 +1.2396e-01 +2.8033e-01 +8.2996e-01 +1.9003e-01 +7.0867e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (1.686600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.521338819e+01 +5.521338819e+01 +2.238733882e+02 +2.238733882e+02 +2.7006e-01 +3.5636e-01 +3.2344e-01 +2.2220e-01 +3.8714e-01 +8.3832e-01 +4.5169e-01 +7.3366e-01 +7.2576e-01 +3.8471e-01 +5.2924e-01 +8.9238e-01 +1.9042e-01 +7.7808e-01 +6.0789e-01 +1.1800e-01 +9.5508e-01 +6.2359e-01 +8.1353e-01 +6.3218e-01
65 +3.873079988e+01 +3.873079988e+01 +2.073907999e+02 +2.073907999e+02 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.9151e-01 +0.0000e+00 +1.0000e+00 +4.7907e-01 +9.0787e-01 +5.3799e-01 +8.9750e-01 +4.3013e-01 +1.0000e+00 +1.0000e+00 +3.8637e-01 +2.5315e-01 +9.9154e-01 +1.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (4.076900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.177428112e+02 +1.177428112e+02 +5.254328112e+02 +5.254328112e+02 +7.1075e-01 +9.9850e-02 +9.2828e-01 +7.9039e-01 +7.6608e-02 +5.7476e-01 +8.1420e-01 +7.5962e-01 +2.4424e-01 +4.9980e-01 +2.0610e-01 +5.8189e-01 +7.9471e-01 +1.8469e-01 +9.2997e-01 +3.3925e-01 +2.5290e-02 +9.0288e-01 +5.1716e-01 +7.4325e-01
6 +9.990541126e+01 +9.990541126e+01 +5.075954113e+02 +5.075954113e+02 +9.9531e-01 +9.6526e-01 +4.3901e-01 +1.6618e-01 +2.8984e-02 +3.1193e-01 +1.8072e-01 +2.3879e-01 +7.5860e-01 +6.1469e-01 +9.2001e-01 +9.1783e-01 +6.1050e-01 +7.8857e-01 +6.0845e-01 +9.6746e-01 +1.3477e-01 +9.2962e-01 +9.9480e-02 +1.5229e-01
100 +6.187789676e+01 +6.187789676e+01 +4.695678968e+02 +4.695678968e+02 +0.0000e+00 +1.0000e+00 +1.8551e-01 +4.5890e-01 +2.3053e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +9.3385e-01 +3.5765e-01 +9.2385e-01 +6.5028e-01 +0.0000e+00 +4.7396e-01 +5.4338e-02 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (5.592000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.139831514e+01 +7.139831514e+01 +1.273183151e+02 +1.273183151e+02 +2.4050e-01 +2.5584e-01 +3.6957e-01 +6.2032e-01 +7.3085e-01 +1.1912e-01 +4.3360e-01 +6.4543e-01 +3.7104e-01 +2.8173e-01 +3.0700e-01 +7.3552e-01 +9.5434e-01 +8.9897e-01 +3.3855e-01 +3.0633e-01 +2.1586e-01 +4.2459e-01 +9.2049e-01 +8.0293e-01
17 +6.100030594e+01 +6.100030594e+01 +1.169203059e+02 +1.169203059e+02 +5.3042e-01 +7.4063e-01 +2.7636e-01 +7.1029e-01 +9.4176e-01 +8.1179e-01 +4.5412e-01 +2.3457e-02 +2.1032e-01 +2.7081e-01 +8.7428e-01 +4.3641e-02 +1.5113e-01 +4.4024e-01 +2.4836e-02 +5.5375e-01 +2.9582e-01 +5.8533e-01 +8.7887e-01 +7.3227e-01
147 +3.850606105e+01 +3.850606105e+01 +9.442606105e+01 +9.442606105e+01 +1.6449e-02 +4.2495e-02 +7.5205e-01 +7.5273e-03 +8.6260e-01 +1.0000e+00 +1.0000e+00 +7.3263e-02 +5.0226e-01 +0.0000e+00 +3.4322e-01 +1.2920e-01 +9.1417e-01 +2.9849e-01 +0.0000e+00 +1.0000e+00 +4.2339e-02 +0.0000e+00 +9.2482e-01 +9.9968e-01
% function evaluation | noise-free fitness - Fopt (4.619000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.906421007e+01 +6.906421007e+01 +1.152542101e+02 +1.152542101e+02 +7.6966e-01 +5.7117e-01 +3.3012e-01 +9.6994e-01 +3.6396e-01 +1.3784e-01 +2.2347e-01 +1.9300e-02 +7.8294e-01 +7.6887e-01 +5.4038e-01 +3.1277e-01 +2.2318e-01 +4.5392e-01 +6.5051e-01 +5.1582e-01 +1.4896e-01 +7.1937e-02 +5.1835e-01 +4.4829e-01
10 +5.982912753e+01 +5.982912753e+01 +1.060191275e+02 +1.060191275e+02 +8.2165e-01 +5.1466e-01 +2.0050e-01 +4.6290e-01 +7.0724e-01 +2.8744e-01 +8.6809e-01 +1.0780e-01 +5.8045e-03 +7.0119e-01 +9.2729e-01 +9.1567e-01 +7.2138e-01 +5.0932e-01 +1.0241e-01 +9.7252e-01 +6.8112e-02 +4.1442e-01 +2.5691e-01 +6.5363e-01
180 +3.972602756e+01 +3.972602756e+01 +8.591602756e+01 +8.591602756e+01 +2.2140e-02 +7.2907e-01 +7.3198e-02 +1.1649e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.4396e-02 +0.0000e+00 +9.8301e-01 +9.8792e-01 +8.0053e-03 +0.0000e+00 +8.6810e-01 +0.0000e+00 +1.0000e+00 +9.5882e-02 +9.2736e-01 +0.0000e+00 +1.6584e-01
% function evaluation | noise-free fitness - Fopt (-3.994000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.920157984e+01 +2.920157984e+01 -1.073842016e+01 -1.073842016e+01 +1.5211e-01 +3.8951e-01 +5.8306e-01 +7.3510e-01 +5.9344e-01 +6.4708e-01 +3.3516e-01 +7.1811e-01 +2.4982e-02 +4.5144e-01 +4.2757e-01 +8.0642e-01 +2.5850e-01 +2.5653e-01 +5.0018e-01 +9.0177e-01 +2.4154e-01 +5.1713e-01 +7.5118e-01 +2.0035e-01
4 +2.287436754e+01 +2.287436754e+01 -1.706563246e+01 -1.706563246e+01 +1.8966e-01 +1.3748e-01 +3.8279e-01 +1.7036e-01 +3.8245e-01 +2.1888e-02 +5.5546e-02 +7.1050e-01 +4.6718e-01 +5.4801e-01 +9.1140e-01 +5.7757e-01 +4.6235e-01 +7.2332e-01 +5.7228e-01 +6.9785e-01 +4.3258e-01 +1.6696e-01 +3.2737e-01 +3.6317e-01
167 +1.548339246e+01 +1.548339246e+01 -2.445660754e+01 -2.445660754e+01 +9.7968e-01 +1.0581e-01 +0.0000e+00 +0.0000e+00 +1.3734e-02 +0.0000e+00 +7.8499e-01 +0.0000e+00 +0.0000e+00 +7.5567e-01 +8.9993e-02 +9.0244e-02 +9.8017e-01 +1.0000e+00 +9.5940e-01 +9.8177e-01 +1.0000e+00 +3.1334e-01 +5.5835e-01 +1.8561e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.334771303e+01 +4.334771303e+01 -9.566522870e+02 -9.566522870e+02 +3.4540e-01 +1.0813e-01 +1.5400e-01 +5.5683e-01 +8.5522e-01 +4.0751e-01 +7.7744e-01 +8.3092e-01 +3.3286e-01 +3.3151e-01 +4.5869e-01 +7.7290e-01 +1.7487e-01 +3.6384e-01 +2.8875e-01 +3.3480e-01 +2.2121e-01 +4.8609e-02 +9.6604e-01 +8.8739e-02
7 +3.863021734e+01 +3.863021734e+01 -9.613697827e+02 -9.613697827e+02 +8.4773e-01 +8.2738e-01 +6.7603e-01 +7.9665e-01 +6.7322e-01 +4.6457e-02 +5.7122e-01 +8.0718e-01 +7.2457e-01 +3.7606e-01 +8.8485e-01 +1.8279e-01 +7.9387e-01 +8.9709e-01 +3.6675e-01 +7.0088e-01 +8.6182e-01 +5.2772e-01 +4.7039e-01 +9.8262e-01
88 +2.491471591e+01 +2.491471591e+01 -9.750852841e+02 -9.750852841e+02 +2.9065e-01 +5.0000e-01 +9.7252e-01 +5.2972e-01 +1.0000e+00 +4.2295e-03 +1.0000e+00 +3.8524e-01 +0.0000e+00 +5.7915e-01 +1.0000e+00 +4.1113e-02 +1.0000e+00 +4.5260e-01 +0.0000e+00 +4.5722e-01 +7.8162e-03 +1.7472e-01 +9.8571e-01 +6.3332e-01
% function evaluation | noise-free fitness - Fopt (-5.039000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.431454501e+01 +2.431454501e+01 -2.607545499e+01 -2.607545499e+01 +6.8785e-01 +3.2761e-01 +7.1400e-01 +1.8751e-01 +8.4014e-01 +5.2705e-01 +4.1165e-01 +2.3420e-01 +3.9699e-01 +3.5317e-01 +7.1664e-01 +9.5964e-01 +8.8112e-01 +1.6947e-01 +3.5009e-01 +7.3315e-01 +9.7269e-01 +1.2808e-01 +8.7045e-01 +5.8281e-01
75 +1.560496442e+01 +1.560496442e+01 -3.478503558e+01 -3.478503558e+01 +9.9951e-03 +1.7499e-02 +5.9917e-01 +9.2543e-01 +3.9877e-03 +7.1086e-01 +9.1047e-02 +4.8966e-01 +9.3637e-02 +8.3207e-05 +7.5265e-01 +0.0000e+00 +8.4728e-01 +3.1302e-01 +5.6932e-01 +9.2264e-01 +5.0916e-01 +3.4268e-01 +0.0000e+00 +7.1929e-01
% function evaluation | noise-free fitness - Fopt (-7.027000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.569423964e+01 +6.569423964e+01 -4.575760357e+00 -4.575760357e+00 +2.0829e-01 +3.8618e-02 +3.6643e-01 +2.9285e-01 +8.9178e-01 +5.6518e-01 +3.2230e-01 +7.2690e-02 +3.6599e-01 +5.8155e-01 +9.4653e-01 +7.7969e-02 +2.0248e-01 +6.2037e-01 +5.0106e-01 +9.2647e-01 +2.7108e-01 +2.6207e-02 +8.8019e-01 +1.2565e-01
2 +5.849312173e+01 +5.849312173e+01 -1.177687827e+01 -1.177687827e+01 +5.3332e-02 +2.0390e-01 +4.2498e-01 +3.3551e-02 +2.5040e-01 +9.9250e-01 +3.2832e-01 +8.1823e-01 +2.9121e-01 +4.0217e-01 +3.0110e-01 +9.6249e-01 +4.8733e-02 +3.1416e-01 +2.8492e-01 +6.4450e-01 +7.9561e-01 +3.0421e-01 +3.9751e-01 +6.4408e-01
114 +3.925835456e+01 +3.925835456e+01 -3.101164544e+01 -3.101164544e+01 +0.0000e+00 +3.5371e-02 +0.0000e+00 +1.0612e-02 +0.0000e+00 +4.3469e-01 +0.0000e+00 +8.8336e-02 +0.0000e+00 +6.8249e-01 +9.1934e-04 +0.0000e+00 +2.6759e-01 +6.6448e-01 +7.4387e-01 +4.9005e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-6.944000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.652030001e+01 +1.652030001e+01 -5.291969999e+01 -5.291969999e+01 +1.8088e-02 +8.0429e-01 +3.2292e-01 +4.3848e-01 +9.2516e-01 +3.3787e-01 +7.2576e-01 +8.1108e-01 +6.1329e-01 +8.6307e-01 +1.8769e-01 +3.7632e-01 +1.9654e-01 +9.1193e-01 +5.1439e-01 +4.4137e-01 +6.8309e-01 +5.9099e-01 +3.4969e-01 +7.4201e-01
7 +1.363049651e+01 +1.363049651e+01 -5.580950349e+01 -5.580950349e+01 +3.8108e-01 +6.7114e-01 +7.1105e-01 +6.9900e-01 +4.0863e-01 +2.4422e-01 +2.9068e-01 +9.3476e-01 +2.4485e-01 +4.7171e-01 +8.0169e-01 +5.8498e-01 +3.4546e-01 +8.0106e-01 +7.4735e-01 +3.4696e-01 +6.3564e-01 +8.3730e-01 +7.3255e-01 +6.4894e-01
171 +9.975077133e+00 +9.975077133e+00 -5.946492287e+01 -5.946492287e+01 +0.0000e+00 +9.5357e-01 +1.0000e+00 +9.7599e-01 +5.1723e-02 +0.0000e+00 +2.5231e-03 +5.0000e-01 +6.5244e-01 +0.0000e+00 +0.0000e+00 +4.9322e-01 +0.0000e+00 +8.3036e-01 +7.9624e-02 +7.9340e-01 +1.0000e+00 +1.5111e-01 +8.6741e-01 +1.6983e-01
% function evaluation | noise-free fitness - Fopt (1.261900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.377826068e+01 +3.377826068e+01 +1.599682607e+02 +1.599682607e+02 +1.7572e-01 +5.6972e-01 +6.7200e-01 +6.2322e-03 +2.4336e-01 +6.3846e-01 +4.0770e-01 +7.2611e-02 +5.1960e-01 +9.3551e-01 +8.4656e-01 +6.9387e-01 +9.8974e-01 +1.3969e-02 +8.0212e-01 +3.1603e-01 +7.7506e-01 +3.5548e-01 +3.1497e-01 +8.4811e-01
46 +2.438056182e+01 +2.438056182e+01 +1.505705618e+02 +1.505705618e+02 +8.4851e-01 +3.6693e-01 +0.0000e+00 +4.4272e-01 +7.7567e-02 +4.0192e-01 +5.9758e-01 +1.0000e+00 +3.3510e-01 +5.0589e-01 +9.2026e-02 +9.4602e-01 +3.3806e-01 +0.0000e+00 +9.2524e-03 +1.8962e-01 +6.8349e-01 +5.0000e-01 +4.2074e-01 +7.2495e-01
137 +1.555494721e+01 +1.555494721e+01 +1.417449472e+02 +1.417449472e+02 +1.0000e+00 +9.9777e-02 +0.0000e+00 +9.1895e-01 +6.1401e-01 +9.8939e-01 +9.0743e-01 +6.4358e-02 +1.3519e-02 +1.0000e+00 +2.9318e-01 +9.0094e-01 +9.6326e-01 +5.0000e-01 +7.4965e-07 +9.2177e-01 +7.3937e-01 +1.0000e+00 +3.8291e-01 +9.4329e-02
