% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
398 +3.871661992e+01 +3.871661992e+01 -1.095833801e+02 -1.095833801e+02 +4.1050e-01 +5.1154e-01 +5.2566e-02 +1.5995e-01 +5.3958e-01 +1.5792e-01 +2.5221e-01 +6.7471e-01 +5.6540e-01 +9.1908e-01 +4.1525e-01 +8.4062e-01 +8.2344e-01 +6.0920e-02 +6.4508e-01 +4.4823e-01 +4.9709e-01 +5.6748e-01 +9.8165e-01 +4.2452e-01
% function evaluation | noise-free fitness - Fopt (1.702000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.367469107e+01 +8.367469107e+01 +1.006946911e+02 +1.006946911e+02 +1.7316e-01 +7.1142e-01 +5.6742e-01 +1.9569e-01 +9.3362e-01 +6.3450e-02 +6.1369e-01 +2.9705e-01 +6.9037e-01 +1.0817e-03 +8.0709e-01 +7.4032e-01 +1.3546e-01 +8.9605e-01 +3.3192e-01 +8.9890e-02 +8.5604e-01 +2.4700e-01 +1.3244e-01 +5.4446e-01
3 +6.044631431e+01 +6.044631431e+01 +7.746631431e+01 +7.746631431e+01 +4.2538e-01 +7.7160e-01 +5.9711e-02 +5.7400e-01 +8.8917e-01 +9.3114e-02 +2.2204e-01 +7.8496e-01 +3.6215e-01 +8.2416e-01 +6.3874e-01 +7.6490e-01 +7.5294e-01 +2.5570e-01 +6.9419e-01 +5.5087e-01 +3.2572e-02 +3.3407e-01 +6.2334e-01 +5.7186e-01
280 +3.905804522e+01 +3.905804522e+01 +5.607804522e+01 +5.607804522e+01 +4.9688e-01 +4.0176e-01 +7.5206e-01 +9.8207e-02 +0.0000e+00 +1.3159e-01 +1.1168e-01 +8.8704e-01 +1.2485e-01 +2.8078e-01 +1.0000e+00 +9.5121e-01 +0.0000e+00 +3.0745e-01 +2.8944e-01 +3.1800e-01 +6.0028e-01 +5.7871e-01 +6.7929e-01 +5.5148e-01
3879 +2.511458791e+01 +2.511458791e+01 +4.213458791e+01 +4.213458791e+01 +8.2184e-01 +5.1660e-01 +9.9872e-01 +2.5946e-01 +1.5395e-04 +1.9416e-01 +1.8927e-01 +9.4131e-01 +9.4749e-02 +4.0424e-01 +9.9379e-01 +9.9637e-01 +5.8431e-04 +6.3245e-01 +2.7927e-01 +4.0983e-01 +6.4232e-01 +6.2926e-01 +3.5870e-01 +4.3919e-01
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.965324752e+01 +5.965324752e+01 -1.605467525e+02 -1.605467525e+02 +1.9791e-01 +1.7894e-01 +4.2135e-01 +6.6077e-01 +5.8013e-01 +5.7191e-01 +7.7764e-01 +1.9550e-01 +2.2844e-01 +2.8862e-01 +5.2238e-02 +6.7697e-01 +9.8474e-02 +7.9599e-02 +7.0415e-01 +5.1367e-01 +7.7712e-01 +8.6398e-01 +5.9542e-01 +6.8961e-01
132 +3.855152450e+01 +3.855152450e+01 -1.816484755e+02 -1.816484755e+02 +8.5763e-01 +8.7386e-01 +4.4382e-01 +1.0000e+00 +8.8110e-02 +7.1730e-01 +2.5943e-01 +4.8223e-01 +4.3272e-01 +5.2943e-01 +6.4937e-01 +7.0328e-01 +6.4467e-01 +3.8825e-01 +9.0874e-01 +9.7989e-01 +9.8453e-01 +7.8703e-01 +4.0615e-01 +3.5645e-01
3381 +2.511778655e+01 +2.511778655e+01 -1.950822135e+02 -1.950822135e+02 +3.0549e-05 +5.4849e-01 +1.1553e-01 +7.3716e-01 +0.0000e+00 +8.6688e-01 +5.7299e-01 +8.7199e-01 +4.0214e-01 +4.2083e-01 +6.5229e-01 +6.3540e-01 +6.8349e-01 +7.0774e-01 +6.3798e-01 +4.8125e-01 +5.7009e-01 +5.9125e-01 +1.1477e-01 +3.7038e-01
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.668981728e+01 +4.668981728e+01 +2.627981728e+01 +2.627981728e+01 +4.2244e-01 +2.3688e-01 +7.7432e-01 +1.2102e-01 +5.3481e-01 +7.6843e-01 +4.6680e-01 +9.8323e-01 +3.6244e-01 +6.3750e-01 +9.8104e-01 +6.4757e-01 +3.9663e-01 +7.7335e-02 +7.6685e-01 +1.6802e-01 +2.4464e-01 +2.5167e-01 +8.1323e-01 +5.8316e-01
47 +3.600383690e+01 +3.600383690e+01 +1.559383690e+01 +1.559383690e+01 +0.0000e+00 +4.7722e-01 +1.0000e+00 +2.0673e-01 +3.1388e-01 +1.3353e-01 +8.6716e-01 +3.8530e-01 +8.9115e-01 +1.7793e-01 +1.0000e+00 +7.3910e-01 +2.3464e-01 +9.8242e-01 +3.5603e-01 +9.7552e-01 +0.0000e+00 +1.0000e+00 +6.0905e-01 +4.6277e-01
% function evaluation | noise-free fitness - Fopt (6.081000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.369641599e+01 +6.369641599e+01 +1.245064160e+02 +1.245064160e+02 +6.4599e-01 +4.5974e-01 +9.3258e-01 +8.0454e-01 +8.3490e-01 +4.8519e-01 +7.8251e-01 +4.5833e-02 +9.0562e-01 +1.8265e-01 +4.1987e-01 +6.7794e-01 +4.1174e-01 +2.7688e-01 +5.9058e-01 +5.6506e-01 +3.2950e-01 +4.3582e-01 +3.8851e-01 +9.5960e-01
2 +5.717096710e+01 +5.717096710e+01 +1.179809671e+02 +1.179809671e+02 +6.4162e-01 +6.8885e-01 +9.7018e-01 +8.2848e-01 +4.0185e-02 +7.0708e-01 +7.0708e-01 +9.8457e-01 +3.2433e-01 +3.5420e-01 +9.5655e-01 +6.8969e-01 +1.3725e-01 +9.9653e-01 +6.8351e-01 +8.2806e-01 +4.6650e-01 +5.6730e-01 +1.3045e-01 +6.0755e-01
114 +3.934403786e+01 +3.934403786e+01 +1.001540379e+02 +1.001540379e+02 +8.8192e-01 +8.5513e-01 +7.6678e-01 +2.4454e-01 +6.8170e-01 +2.3312e-01 +3.0025e-02 +4.0538e-01 +5.2691e-01 +1.0000e+00 +8.3367e-01 +2.4813e-01 +6.8243e-01 +6.6943e-01 +8.8864e-02 +0.0000e+00 +2.2068e-01 +3.2359e-01 +8.6449e-01 +5.0000e-01
2352 +2.484839977e+01 +2.484839977e+01 +8.565839977e+01 +8.565839977e+01 +8.6419e-01 +9.9867e-01 +8.1603e-01 +2.5226e-02 +8.0564e-01 +2.0853e-01 +6.3600e-02 +2.6585e-01 +1.8208e-01 +1.0000e+00 +7.4795e-01 +2.1615e-01 +6.3435e-01 +5.5733e-01 +6.7511e-02 +9.7985e-05 +2.0833e-03 +5.3412e-01 +9.9986e-01 +4.4496e-01
% function evaluation | noise-free fitness - Fopt (-6.176300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.431260250e+02 +1.431260250e+02 -4.745039750e+02 -4.745039750e+02 +3.7002e-01 +4.6375e-01 +4.1836e-01 +7.9488e-01 +6.1165e-01 +8.2522e-01 +2.7993e-01 +2.8764e-01 +8.1184e-01 +3.2363e-01 +9.1694e-01 +1.6841e-01 +6.3012e-01 +5.7572e-01 +4.8202e-01 +7.6277e-01 +8.8779e-02 +6.8543e-01 +8.3192e-01 +4.1989e-01
3 +8.563969847e+01 +8.563969847e+01 -5.319903015e+02 -5.319903015e+02 +9.2721e-01 +2.8008e-01 +5.6095e-03 +5.0085e-01 +1.7695e-02 +3.1139e-01 +4.5762e-01 +1.8061e-01 +7.0750e-01 +3.1405e-01 +1.4892e-01 +5.1977e-01 +4.6514e-04 +6.1512e-01 +1.2916e-01 +4.1302e-01 +4.9483e-01 +4.8586e-01 +4.9744e-01 +4.5318e-01
762 +6.193821957e+01 +6.193821957e+01 -5.556917804e+02 -5.556917804e+02 +4.0300e-01 +3.2533e-01 +5.4932e-03 +3.3652e-01 +3.4136e-02 +1.6501e-01 +6.5359e-01 +8.8825e-02 +7.1846e-01 +4.4685e-01 +0.0000e+00 +6.6686e-01 +0.0000e+00 +6.2520e-01 +7.4686e-05 +2.5874e-01 +4.8825e-01 +3.8453e-01 +4.6392e-01 +4.1630e-01
