% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
75 +3.843341272e+02 +3.843341272e+02 -6.156658728e+02 -6.156658728e+02 +9.5010e-02 +0.0000e+00 +6.0768e-01 +0.0000e+00 +8.4219e-01 +7.8084e-01 +8.2094e-01 +5.1334e-01 +8.8598e-01 +0.0000e+00 +6.6006e-01 +3.3445e-02 +1.0000e+00 +4.9378e-01 +8.5700e-01 +0.0000e+00 +0.0000e+00 +3.6110e-01 +1.0367e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.270680574e+03 +1.270680574e+03 +1.945690574e+03 +1.945690574e+03 +4.8938e-01 +6.8626e-01 +6.3518e-01 +9.7344e-01 +9.5792e-01 +9.4827e-02 +6.8849e-02 +6.2906e-01 +4.8835e-01 +1.9907e-01 +5.1173e-01 +4.1418e-01 +6.0587e-01 +7.6302e-01 +1.0956e-01 +1.5372e-01 +1.5598e-01 +1.8000e-01 +8.9079e-01 +8.1233e-01
4 +9.051700826e+02 +9.051700826e+02 +1.580180083e+03 +1.580180083e+03 +1.1384e-01 +3.4242e-01 +8.9238e-01 +9.6615e-01 +2.0341e-01 +8.8537e-01 +6.0873e-01 +1.7861e-01 +1.4626e-01 +1.2338e-01 +6.9216e-01 +7.4350e-01 +5.4716e-01 +6.2347e-01 +9.4718e-01 +8.6333e-01 +3.8250e-01 +9.8580e-01 +9.5556e-01 +6.9321e-01
59 +6.238850959e+02 +6.238850959e+02 +1.298895096e+03 +1.298895096e+03 +3.4815e-02 +5.0965e-01 +1.3191e-01 +0.0000e+00 +1.7945e-02 +1.7254e-02 +8.2125e-01 +0.0000e+00 +9.3255e-01 +7.1799e-01 +1.0654e-02 +5.5114e-01 +4.8307e-01 +3.1896e-01 +8.7958e-01 +0.0000e+00 +8.0655e-01 +1.0000e+00 +0.0000e+00 +4.1473e-01
% function evaluation | noise-free fitness - Fopt (-3.580600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.525873778e+03 +1.525873778e+03 +1.167813778e+03 +1.167813778e+03 +6.6477e-01 +6.7647e-01 +3.0978e-01 +3.4623e-01 +9.5348e-01 +7.9005e-01 +2.4817e-01 +7.9762e-02 +8.4118e-01 +4.3579e-01 +3.1300e-02 +1.6593e-01 +6.0266e-01 +4.6865e-01 +4.4292e-01 +2.0102e-02 +8.5709e-01 +9.6188e-02 +1.6892e-01 +9.3723e-02
47 +9.172575634e+02 +9.172575634e+02 +5.591975634e+02 +5.591975634e+02 +0.0000e+00 +0.0000e+00 +9.9485e-01 +0.0000e+00 +0.0000e+00 +5.6017e-01 +6.8306e-01 +3.3350e-01 +3.9854e-01 +1.0000e+00 +9.1427e-01 +3.8332e-01 +4.4745e-02 +9.0953e-04 +0.0000e+00 +2.0136e-01 +4.4076e-01 +3.9729e-01 +1.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.797000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.910715020e+02 +5.910715020e+02 +5.431015020e+02 +5.431015020e+02 +5.1308e-01 +7.8918e-01 +3.3764e-01 +5.4109e-01 +4.2397e-01 +8.9702e-01 +9.5052e-01 +9.7935e-02 +4.1814e-01 +2.7445e-01 +4.0167e-01 +9.9271e-01 +6.1808e-01 +1.6700e-01 +4.3622e-01 +2.6067e-01 +8.6569e-02 +7.4364e-02 +3.2526e-01 +9.6161e-01
66 +3.418245389e+02 +3.418245389e+02 +2.938545389e+02 +2.938545389e+02 +1.0000e+00 +0.0000e+00 +9.7073e-01 +3.8542e-01 +6.6430e-03 +7.8025e-01 +3.4823e-01 +0.0000e+00 +6.5201e-01 +5.2928e-01 +1.0000e+00 +1.5861e-01 +6.7618e-01 +6.8715e-01 +8.0174e-01 +2.0095e-02 +1.8492e-01 +2.9467e-02 +1.2447e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-8.294100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.384756203e+02 +7.384756203e+02 -9.093437973e+01 -9.093437973e+01 +7.5626e-01 +8.0167e-01 +2.9148e-01 +6.2967e-01 +4.3792e-01 +8.5541e-01 +4.8094e-01 +4.0937e-01 +8.9798e-01 +1.7926e-01 +3.8091e-01 +1.4179e-01 +1.4182e-01 +9.9660e-01 +1.8677e-01 +7.6912e-02 +7.7523e-01 +8.4223e-02 +6.4675e-02 +2.7245e-01
99 +6.245581172e+02 +6.245581172e+02 -2.048518828e+02 -2.048518828e+02 +1.0000e+00 +0.0000e+00 +1.7645e-01 +0.0000e+00 +1.0000e+00 +8.3503e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +3.9930e-01 +0.0000e+00 +0.0000e+00 +9.6176e-01 +8.2724e-02 +5.5108e-01 +9.9392e-01 +7.8594e-01 +0.0000e+00 +4.3335e-02
% function evaluation | noise-free fitness - Fopt (5.681000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.459310492e+02 +6.459310492e+02 +7.027410492e+02 +7.027410492e+02 +4.8411e-01 +4.4736e-01 +4.9137e-01 +5.1518e-02 +4.3715e-03 +7.6286e-02 +4.9646e-01 +9.1614e-01 +7.9885e-01 +8.6233e-01 +1.1577e-01 +1.3686e-01 +2.3062e-01 +5.3061e-01 +2.8799e-01 +4.7921e-01 +5.7118e-01 +4.7336e-01 +6.4958e-01 +3.3593e-01
21 +5.650979919e+02 +5.650979919e+02 +6.219079919e+02 +6.219079919e+02 +1.6973e-01 +3.7123e-01 +4.1820e-02 +1.1206e-01 +3.9474e-01 +3.3089e-02 +1.2628e-01 +7.8506e-01 +3.8353e-01 +8.3883e-01 +6.1577e-01 +2.2202e-01 +4.1868e-01 +6.1591e-01 +4.1676e-01 +6.2339e-01 +4.8251e-01 +8.5439e-01 +8.3159e-01 +6.4224e-01
195 +3.887632932e+02 +3.887632932e+02 +4.455732932e+02 +4.455732932e+02 +0.0000e+00 +7.4965e-03 +0.0000e+00 +4.7865e-01 +0.0000e+00 +3.4609e-01 +3.9897e-01 +5.5270e-01 +9.1930e-02 +4.0466e-02 +9.2030e-02 +4.4764e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +9.9937e-01 +3.8906e-01 +2.4665e-01 +9.9889e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (4.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.337266076e+02 +5.337266076e+02 +5.758166076e+02 +5.758166076e+02 +8.8447e-01 +2.9180e-01 +5.3332e-01 +5.7011e-01 +2.0902e-01 +2.7604e-01 +6.9189e-01 +9.0769e-01 +7.0949e-01 +7.4215e-01 +8.4116e-01 +1.8815e-01 +7.6118e-01 +8.0970e-01 +5.8045e-01 +8.3666e-01 +6.8035e-02 +1.8609e-01 +1.4775e-01 +7.8260e-01
17 +3.895612824e+02 +3.895612824e+02 +4.316512824e+02 +4.316512824e+02 +4.1774e-01 +1.3503e-01 +6.4903e-01 +3.1332e-01 +3.1022e-01 +5.5280e-04 +1.1159e-01 +6.4092e-02 +4.0850e-01 +7.1439e-01 +2.2561e-01 +9.9423e-01 +8.8613e-01 +8.2625e-01 +1.4579e-01 +1.3435e-01 +9.5906e-01 +4.5077e-01 +2.8726e-01 +7.1181e-02
139 +2.225032012e+02 +2.225032012e+02 +2.645932012e+02 +2.645932012e+02 +6.9521e-01 +1.0000e+00 +2.4146e-01 +1.0000e+00 +6.8573e-01 +6.7599e-01 +5.8086e-01 +1.2558e-01 +0.0000e+00 +5.0000e-01 +2.5942e-02 +9.1281e-01 +3.5881e-01 +0.0000e+00 +8.9483e-04 +2.8975e-01 +0.0000e+00 +9.7155e-01 +1.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (4.579000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.502704429e+03 +1.502704429e+03 +1.548494429e+03 +1.548494429e+03 +7.5059e-01 +6.4894e-01 +2.8341e-01 +5.6231e-01 +3.1432e-02 +1.3954e-01 +4.4287e-01 +7.7135e-01 +9.1563e-01 +7.2135e-01 +9.9965e-01 +3.5334e-01 +1.8343e-01 +1.8115e-02 +6.0410e-01 +4.5200e-01 +8.3050e-01 +8.1769e-01 +2.0911e-01 +5.7215e-01
119 +9.979948380e+02 +9.979948380e+02 +1.043784838e+03 +1.043784838e+03 +9.7923e-01 +9.5526e-01 +1.0000e+00 +3.4061e-01 +1.5035e-02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.8603e-01 +0.0000e+00 +8.6946e-01 +0.0000e+00 +7.4841e-01 +8.5640e-01 +5.1861e-02 +1.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +2.0892e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.705652161e+02 +3.705652161e+02 -6.294347839e+02 -6.294347839e+02 +2.8561e-01 +8.3335e-02 +6.2353e-01 +9.3322e-01 +2.9575e-01 +4.8264e-01 +1.6098e-01 +6.1778e-01 +3.6410e-01 +8.7380e-01 +6.3233e-01 +6.9992e-01 +7.7889e-01 +7.8342e-01 +1.0824e-01 +3.7097e-01 +5.1217e-01 +9.3386e-01 +1.6273e-01 +4.5902e-01
47 +2.154573905e+02 +2.154573905e+02 -7.845426095e+02 -7.845426095e+02 +4.0199e-01 +1.0000e+00 +1.1723e-01 +8.6228e-01 +9.3149e-01 +1.7277e-01 +8.0338e-01 +1.1079e-01 +1.0000e+00 +8.0447e-01 +6.4320e-01 +0.0000e+00 +3.7564e-01 +1.7037e-01 +7.4469e-01 +7.1113e-01 +3.3417e-01 +3.3062e-01 +0.0000e+00 +6.0859e-01
99 +1.493394098e+02 +1.493394098e+02 -8.506605902e+02 -8.506605902e+02 +0.0000e+00 +8.9155e-01 +0.0000e+00 +1.0000e+00 +2.7279e-01 +5.0000e-01 +8.8907e-01 +1.0000e+00 +8.1699e-01 +4.9839e-01 +5.1352e-01 +1.4472e-01 +0.0000e+00 +0.0000e+00 +5.0058e-01 +3.2308e-01 +5.6649e-01 +1.6627e-01 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.407953004e+03 +1.407953004e+03 +1.423703004e+03 +1.423703004e+03 +6.0625e-01 +9.7798e-01 +5.6655e-01 +1.7431e-01 +1.1244e-01 +6.2733e-01 +5.8679e-01 +9.1438e-01 +3.1919e-01 +3.5465e-01 +7.7172e-01 +3.4732e-01 +7.0885e-01 +9.3108e-01 +8.6202e-02 +6.8521e-01 +1.7095e-01 +5.4128e-01 +2.9200e-01 +8.1122e-01
55 +9.791938273e+02 +9.791938273e+02 +9.949438273e+02 +9.949438273e+02 +9.2395e-01 +4.2452e-01 +0.0000e+00 +0.0000e+00 +5.2770e-01 +7.8963e-02 +2.4574e-01 +5.8879e-01 +0.0000e+00 +4.6079e-01 +7.9932e-01 +4.1483e-01 +6.0575e-03 +5.1429e-01 +1.1450e-01 +0.0000e+00 +5.4263e-01 +9.1265e-01 +0.0000e+00 +5.8712e-01
