% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
56 +1.569348449e+04 +1.569348449e+04 +1.563368449e+04 +1.563368449e+04 +1.0000e+00 +6.9241e-01 +2.2079e-01 +2.7142e-02 +2.2173e-02 +1.0000e+00 +1.4290e-01 +3.4102e-01 +2.5824e-01 +2.6152e-01 +5.7925e-01 +0.0000e+00 +5.7339e-01 +6.1521e-01 +0.0000e+00 +9.8337e-01 +1.1132e-01 +7.8667e-01 +2.4352e-01 +1.0227e-01
148 +9.967829386e+03 +9.967829386e+03 +9.908029386e+03 +9.908029386e+03 +4.0311e-01 +4.4703e-01 +0.0000e+00 +9.5799e-01 +1.2999e-01 +0.0000e+00 +0.0000e+00 +6.7030e-01 +7.6128e-01 +1.0000e+00 +5.0814e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +2.3262e-03
% function evaluation | noise-free fitness - Fopt (1.155700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.142077920e+04 +4.142077920e+04 +4.153634920e+04 +4.153634920e+04 +9.3605e-01 +6.8826e-01 +1.6772e-01 +1.9313e-01 +7.9033e-01 +9.1603e-01 +1.6421e-01 +8.3834e-01 +2.4012e-01 +7.9514e-01 +1.5350e-01 +1.9640e-01 +1.8543e-01 +4.7029e-01 +6.1783e-01 +1.7309e-01 +1.5122e-01 +8.7248e-01 +8.7639e-01 +6.4345e-01
5 +3.067090908e+04 +3.067090908e+04 +3.078647908e+04 +3.078647908e+04 +1.0342e-01 +4.9874e-01 +7.5063e-01 +6.9804e-01 +6.5938e-01 +6.5978e-01 +5.4994e-01 +6.5159e-01 +2.0266e-01 +9.6534e-01 +5.9583e-01 +4.6841e-01 +2.7093e-01 +6.7325e-01 +7.1392e-01 +4.2382e-01 +4.0696e-01 +7.2947e-01 +9.8149e-02 +9.7068e-01
13 +2.321669549e+04 +2.321669549e+04 +2.333226549e+04 +2.333226549e+04 +4.3909e-02 +8.7571e-01 +1.1866e-01 +8.3410e-01 +6.7444e-01 +3.5585e-02 +3.9296e-01 +7.4055e-01 +4.5001e-01 +8.9242e-01 +6.0521e-01 +2.4741e-02 +1.3415e-01 +8.8865e-01 +4.9156e-01 +4.4262e-01 +1.6063e-02 +8.6108e-03 +4.6260e-01 +9.0371e-01
45 +1.468082953e+04 +1.468082953e+04 +1.479639953e+04 +1.479639953e+04 +4.9435e-01 +2.4191e-01 +1.0000e+00 +1.2333e-01 +2.9054e-01 +4.1824e-01 +8.9919e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +8.8763e-01 +6.1557e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.5171e-01 +4.4399e-01 +1.7692e-01 +0.0000e+00 +9.8780e-01
% function evaluation | noise-free fitness - Fopt (-3.912000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.606501674e+04 +3.606501674e+04 +3.602589674e+04 +3.602589674e+04 +8.0854e-01 +4.9197e-01 +4.3710e-01 +5.1635e-01 +7.8968e-01 +8.5705e-01 +5.4044e-01 +9.0842e-01 +5.8392e-01 +5.2579e-01 +5.5338e-01 +3.9572e-01 +5.5869e-01 +7.6558e-01 +1.3241e-01 +3.1141e-01 +2.8003e-01 +9.9686e-01 +2.5244e-01 +8.3056e-01
8 +1.975487281e+04 +1.975487281e+04 +1.971575281e+04 +1.971575281e+04 +4.8843e-01 +3.0809e-01 +9.2027e-01 +9.1654e-01 +3.9711e-01 +9.4690e-01 +6.7051e-01 +1.5801e-01 +7.3921e-01 +1.4172e-01 +3.8672e-02 +6.5542e-01 +1.4688e-01 +4.1477e-01 +3.0455e-01 +5.2589e-03 +1.1661e-01 +2.3895e-01 +2.2071e-01 +9.5930e-01
37 +1.571529820e+04 +1.571529820e+04 +1.567617820e+04 +1.567617820e+04 +8.0804e-01 +3.3031e-01 +5.3274e-01 +3.9913e-01 +6.4691e-01 +2.7452e-01 +1.2841e-01 +2.9039e-01 +1.9991e-01 +1.4542e-01 +3.0926e-01 +6.4642e-01 +7.9622e-01 +0.0000e+00 +5.1870e-01 +1.5870e-01 +0.0000e+00 +2.0693e-01 +4.3374e-02 +9.1466e-01
% function evaluation | noise-free fitness - Fopt (-8.801000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.466515707e+04 +2.466515707e+04 +2.457714707e+04 +2.457714707e+04 +2.5775e-01 +1.9044e-01 +6.0479e-01 +1.3387e-01 +9.6123e-01 +6.3654e-01 +1.0706e-01 +7.0474e-01 +2.3484e-01 +1.7365e-01 +6.6706e-01 +9.5671e-01 +2.8025e-02 +8.1531e-01 +3.9260e-01 +4.7906e-01 +3.8984e-01 +3.3584e-01 +8.6543e-01 +1.8106e-01
2 +1.583905996e+04 +1.583905996e+04 +1.575104996e+04 +1.575104996e+04 +8.2759e-01 +7.8463e-02 +2.1563e-01 +5.2567e-01 +7.9819e-01 +7.2172e-01 +3.1342e-01 +4.8682e-01 +9.1457e-01 +1.0799e-01 +8.2047e-01 +2.5300e-01 +5.4198e-01 +5.1659e-01 +7.1281e-01 +4.2963e-01 +6.0847e-01 +5.3282e-01 +4.4357e-01 +9.4853e-01
13 +8.914864073e+03 +8.914864073e+03 +8.826854073e+03 +8.826854073e+03 +9.4813e-01 +4.4219e-02 +7.0738e-01 +5.0283e-01 +3.8462e-02 +9.9154e-01 +3.1887e-01 +5.8372e-01 +6.6532e-01 +1.5182e-01 +3.5128e-01 +1.6884e-01 +6.4500e-01 +8.2211e-01 +9.3881e-01 +9.0695e-01 +4.5948e-01 +9.0936e-01 +1.0145e-02 +4.7821e-01
71 +6.102515457e+03 +6.102515457e+03 +6.014505457e+03 +6.014505457e+03 +9.3148e-01 +0.0000e+00 +4.3814e-01 +5.0000e-01 +5.5058e-01 +2.0444e-01 +1.0000e+00 +1.7547e-01 +5.3594e-01 +0.0000e+00 +1.6017e-01 +8.9469e-01 +5.6756e-01 +4.5122e-01 +6.8069e-01 +4.2812e-01 +1.0267e-02 +9.6088e-01 +0.0000e+00 +5.6089e-01
95 +3.770637300e+03 +3.770637300e+03 +3.682627300e+03 +3.682627300e+03 +7.2961e-01 +1.3123e-01 +2.7047e-01 +0.0000e+00 +1.7953e-01 +4.3520e-01 +3.6990e-02 +0.0000e+00 +4.0419e-01 +2.4198e-01 +5.9793e-02 +3.5316e-01 +9.9650e-01 +8.8376e-01 +5.4635e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (7.934000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.734735353e+04 +1.734735353e+04 +1.742669353e+04 +1.742669353e+04 +3.7712e-01 +8.7147e-02 +5.8265e-01 +5.5580e-01 +2.0907e-01 +2.9554e-01 +8.7355e-01 +1.3787e-01 +6.6352e-01 +1.5462e-01 +3.0109e-01 +8.5819e-01 +5.2264e-01 +3.9691e-01 +7.0590e-01 +3.7574e-01 +7.7531e-01 +3.2733e-01 +1.3198e-01 +5.8592e-01
3 +1.208321288e+04 +1.208321288e+04 +1.216255288e+04 +1.216255288e+04 +3.9157e-01 +2.1622e-01 +9.0545e-01 +9.6614e-01 +2.3705e-01 +5.7299e-01 +7.6531e-01 +7.0605e-01 +2.1328e-01 +1.6769e-01 +8.8364e-01 +8.2596e-01 +9.0686e-01 +9.2996e-01 +1.0188e-01 +9.3777e-01 +9.7700e-01 +1.8969e-01 +9.0050e-01 +5.5423e-01
6 +9.312985915e+03 +9.312985915e+03 +9.392325915e+03 +9.392325915e+03 +3.0076e-01 +5.5812e-01 +7.8152e-01 +4.1589e-01 +8.9438e-01 +1.2330e-01 +5.2597e-01 +1.4092e-01 +9.1516e-01 +9.9056e-01 +7.8647e-01 +8.0786e-01 +8.1782e-01 +9.8455e-02 +6.2822e-01 +6.9306e-01 +1.8554e-01 +7.6864e-01 +8.7642e-01 +1.6554e-01
8 +6.100197163e+03 +6.100197163e+03 +6.179537163e+03 +6.179537163e+03 +3.6110e-01 +2.2018e-01 +6.7367e-01 +2.2653e-01 +9.1294e-02 +3.2679e-01 +2.2338e-02 +1.1002e-02 +3.7507e-01 +7.8831e-01 +9.2012e-01 +2.4116e-01 +5.4129e-01 +7.6394e-01 +1.2450e-01 +6.6511e-01 +1.9255e-02 +3.5397e-01 +9.7506e-01 +2.2850e-01
52 +3.541262486e+03 +3.541262486e+03 +3.620602486e+03 +3.620602486e+03 +2.5444e-01 +3.6745e-01 +0.0000e+00 +0.0000e+00 +6.2898e-01 +0.0000e+00 +7.0985e-01 +9.2344e-01 +0.0000e+00 +3.6672e-01 +0.0000e+00 +2.3521e-01 +9.6868e-01 +5.7340e-01 +4.6005e-01 +1.0000e+00 +0.0000e+00 +9.2068e-01 +1.0000e+00 +7.4163e-01
56 +2.394180366e+03 +2.394180366e+03 +2.473520366e+03 +2.473520366e+03 +1.7250e-01 +7.5746e-01 +0.0000e+00 +0.0000e+00 +6.2745e-01 +6.1435e-03 +7.3398e-01 +1.0000e+00 +2.7928e-01 +3.3576e-01 +0.0000e+00 +1.0000e+00 +7.0311e-01 +9.9859e-01 +1.9993e-01 +1.0000e+00 +0.0000e+00 +6.5757e-01 +1.0000e+00 +9.1549e-01
159 +1.581555245e+03 +1.581555245e+03 +1.660895245e+03 +1.660895245e+03 +0.0000e+00 +3.8614e-01 +0.0000e+00 +1.9136e-03 +4.3964e-01 +4.1770e-01 +6.3396e-01 +1.0000e+00 +2.3874e-01 +2.8624e-01 +0.0000e+00 +1.0000e+00 +5.3479e-01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +9.9874e-01 +9.7888e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (1.721800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.616412649e+04 +1.616412649e+04 +1.633630649e+04 +1.633630649e+04 +8.9860e-01 +4.5096e-01 +4.4595e-01 +1.1610e-01 +5.3065e-01 +2.4806e-01 +3.7907e-02 +8.0648e-01 +9.9981e-01 +8.1347e-01 +4.8413e-01 +3.9262e-01 +4.9605e-01 +2.6724e-01 +8.9445e-01 +2.1783e-01 +3.2024e-01 +8.9705e-01 +3.0011e-01 +1.0091e-01
23 +1.539027236e+04 +1.539027236e+04 +1.556245236e+04 +1.556245236e+04 +7.0021e-01 +7.1473e-01 +3.7275e-01 +1.0906e-01 +5.3918e-01 +2.9987e-02 +0.0000e+00 +4.9571e-01 +5.5137e-01 +8.3849e-01 +7.0918e-01 +4.4887e-01 +5.7044e-01 +1.0000e+00 +2.8891e-01 +2.9684e-01 +0.0000e+00 +8.7924e-01 +2.1976e-01 +5.3453e-03
100 +9.235806528e+03 +9.235806528e+03 +9.407986528e+03 +9.407986528e+03 +6.0708e-01 +5.9681e-01 +9.5217e-01 +2.4461e-01 +2.3758e-02 +1.0000e+00 +0.0000e+00 +2.9156e-01 +8.6139e-01 +1.0000e+00 +5.8572e-02 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +3.1292e-01 +0.0000e+00 +9.5143e-01 +6.1920e-01 +1.6431e-02
% function evaluation | noise-free fitness - Fopt (-3.181900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.298970156e+04 +2.298970156e+04 +2.267151156e+04 +2.267151156e+04 +9.1953e-01 +9.7810e-01 +9.3693e-01 +2.4534e-01 +7.2114e-01 +7.1908e-01 +3.6657e-01 +4.0191e-01 +6.8259e-01 +1.2934e-01 +9.5534e-01 +4.4029e-02 +3.4709e-02 +1.8955e-01 +8.9709e-01 +3.2653e-01 +7.8833e-01 +7.1367e-01 +9.5762e-01 +5.2784e-01
18 +1.565437205e+04 +1.565437205e+04 +1.533618205e+04 +1.533618205e+04 +2.6728e-01 +2.0114e-01 +5.7526e-01 +8.2081e-01 +3.5907e-02 +1.2696e-01 +3.3319e-01 +4.7779e-01 +4.6219e-01 +5.4525e-01 +4.7192e-02 +4.0948e-01 +2.9901e-01 +2.6522e-01 +9.2379e-01 +9.6975e-01 +4.9975e-01 +5.0053e-01 +7.5788e-01 +5.2400e-01
51 +8.507697915e+03 +8.507697915e+03 +8.189507915e+03 +8.189507915e+03 +0.0000e+00 +8.0757e-02 +1.0000e+00 +0.0000e+00 +1.0000e+00 +7.8746e-01 +3.8027e-02 +3.3989e-01 +9.9820e-02 +9.9448e-01 +2.9404e-01 +5.5397e-01 +0.0000e+00 +6.2720e-01 +1.0000e+00 +9.6213e-01 +1.5195e-01 +0.0000e+00 +6.6892e-01 +9.7904e-01
147 +6.290334155e+03 +6.290334155e+03 +5.972144155e+03 +5.972144155e+03 +1.1977e-04 +8.4782e-02 +6.4987e-01 +0.0000e+00 +1.0000e+00 +2.8556e-01 +2.9625e-01 +1.0000e+00 +2.9063e-01 +4.9964e-01 +5.6368e-01 +2.5800e-01 +6.9737e-02 +7.3969e-02 +9.6230e-01 +9.8690e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +9.7957e-01
% function evaluation | noise-free fitness - Fopt (-5.276000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.561969267e+04 +2.561969267e+04 +2.556693267e+04 +2.556693267e+04 +1.6081e-01 +1.3026e-01 +8.7461e-01 +5.7625e-01 +2.6452e-01 +6.1705e-02 +7.2946e-02 +5.7188e-01 +6.4060e-02 +2.1938e-02 +8.1543e-01 +3.9828e-01 +9.4527e-02 +9.6695e-01 +9.4654e-01 +5.7215e-01 +4.9550e-02 +9.5322e-01 +3.2096e-01 +9.7441e-01
3 +2.151084410e+04 +2.151084410e+04 +2.145808410e+04 +2.145808410e+04 +5.6830e-01 +1.4435e-01 +5.9435e-01 +4.4672e-01 +3.5442e-01 +9.9318e-01 +2.7778e-01 +1.7329e-01 +6.7018e-01 +3.8512e-01 +5.8889e-01 +6.3639e-01 +8.9995e-01 +6.7303e-01 +4.7163e-01 +7.7415e-01 +3.5365e-01 +3.1643e-01 +1.8818e-01 +8.4737e-02
8 +1.559247514e+04 +1.559247514e+04 +1.553971514e+04 +1.553971514e+04 +2.1266e-01 +9.2068e-01 +5.5109e-01 +5.6119e-01 +4.0467e-01 +5.9400e-01 +6.9386e-01 +3.7335e-01 +4.5387e-01 +9.2237e-01 +6.6352e-01 +5.2267e-01 +5.6093e-01 +5.3985e-01 +1.8669e-01 +1.1748e-01 +2.6848e-01 +5.1769e-02 +5.8189e-01 +1.1600e-01
72 +9.343147013e+03 +9.343147013e+03 +9.290387013e+03 +9.290387013e+03 +0.0000e+00 +9.6494e-01 +0.0000e+00 +7.7220e-02 +0.0000e+00 +0.0000e+00 +8.2839e-01 +5.0000e-01 +0.0000e+00 +1.1314e-01 +1.0000e+00 +3.0350e-01 +0.0000e+00 +8.4633e-01 +7.4460e-01 +0.0000e+00 +0.0000e+00 +4.8040e-01 +1.0000e+00 +3.0057e-02
