% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.089592123e+02 +4.089592123e+02 +1.360279212e+03 +1.360279212e+03 +2.9025e-01 +7.4795e-01 +6.8892e-01 +6.2124e-01 +6.5995e-01 +2.0225e-02 +2.6091e-01 +4.4799e-01 +1.7768e-02 +8.3078e-01 +8.2904e-01 +6.9487e-01 +1.0095e-01 +4.8823e-01 +9.2503e-01 +6.4042e-01 +1.8828e-01 +4.6240e-01 +3.6924e-01 +8.3497e-01
27 +3.964871116e+02 +3.964871116e+02 +1.347807112e+03 +1.347807112e+03 +1.0000e+00 +2.6441e-01 +4.1388e-01 +7.2223e-01 +0.0000e+00 +3.3277e-01 +8.7106e-01 +3.5901e-01 +1.9579e-01 +4.7600e-01 +2.0001e-01 +4.0233e-01 +3.7000e-01 +6.8066e-01 +1.8860e-01 +4.7352e-01 +1.9695e-01 +8.1564e-02 +7.5744e-01 +3.1194e-01
% function evaluation | noise-free fitness - Fopt (-1.703300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.966923051e+02 +3.966923051e+02 +2.263623051e+02 +2.263623051e+02 +5.3681e-01 +9.2704e-01 +6.1411e-01 +4.6060e-02 +2.8508e-01 +8.2409e-01 +5.5090e-01 +6.9516e-02 +5.4792e-01 +4.4761e-01 +8.2886e-01 +3.9814e-01 +9.6839e-01 +8.9329e-01 +1.5410e-01 +1.8605e-01 +4.1186e-01 +1.3825e-01 +5.1536e-01 +1.9582e-01
% function evaluation | noise-free fitness - Fopt (4.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.861351819e+02 +3.861351819e+02 +4.274951819e+02 +4.274951819e+02 +3.8609e-01 +2.8480e-01 +8.5845e-01 +5.0941e-01 +3.0081e-01 +8.2023e-01 +1.1121e-01 +8.0041e-01 +8.9753e-01 +9.3152e-01 +8.2252e-01 +7.7120e-01 +5.3100e-01 +9.1139e-01 +4.5104e-01 +8.7099e-01 +3.3174e-01 +9.7194e-01 +4.7439e-01 +4.6253e-02
% function evaluation | noise-free fitness - Fopt (2.583700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.903719325e+02 +3.903719325e+02 +6.487419325e+02 +6.487419325e+02 +4.1086e-02 +5.2534e-01 +3.2571e-01 +7.9290e-01 +6.3877e-01 +6.9906e-01 +2.0245e-01 +7.4981e-01 +2.5547e-01 +7.9140e-01 +8.7361e-01 +6.8861e-01 +4.8406e-01 +8.6776e-01 +3.1621e-01 +4.0543e-01 +7.1090e-01 +7.5156e-01 +6.8040e-01 +1.7633e-01
% function evaluation | noise-free fitness - Fopt (-7.520000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.052118648e+02 +4.052118648e+02 +3.976918648e+02 +3.976918648e+02 +1.5324e-01 +5.4484e-02 +3.1507e-01 +9.1718e-01 +4.0780e-01 +6.7146e-01 +8.7367e-01 +3.1819e-01 +1.3110e-01 +1.6698e-01 +7.9035e-01 +7.2132e-01 +1.0170e-01 +5.7789e-01 +9.2274e-01 +9.5849e-01 +8.6365e-01 +3.5768e-01 +9.2494e-01 +9.3824e-01
6 +3.905385160e+02 +3.905385160e+02 +3.830185160e+02 +3.830185160e+02 +5.0637e-02 +7.4234e-01 +6.8254e-01 +3.2594e-01 +4.8774e-01 +3.9822e-01 +1.2978e-01 +2.4911e-01 +3.9052e-01 +8.6161e-01 +3.3791e-01 +4.2831e-01 +7.0753e-01 +2.8706e-01 +8.7805e-01 +5.0906e-01 +6.7732e-01 +6.3337e-01 +4.9231e-02 +2.2156e-01
% function evaluation | noise-free fitness - Fopt (2.477800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.776607547e+02 +3.776607547e+02 +6.254407547e+02 +6.254407547e+02 +6.9700e-01 +2.6374e-01 +8.3034e-01 +1.8055e-01 +4.7675e-01 +6.0208e-01 +5.0973e-01 +7.4106e-01 +3.5405e-02 +4.8485e-01 +7.0155e-01 +2.8736e-01 +3.0851e-01 +2.9232e-01 +2.3326e-01 +8.7121e-01 +6.5296e-01 +8.1237e-01 +9.2425e-01 +6.6345e-01
% function evaluation | noise-free fitness - Fopt (-1.722000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.087808683e+02 +4.087808683e+02 +3.915608683e+02 +3.915608683e+02 +9.7650e-01 +6.1546e-02 +6.0024e-01 +7.6386e-01 +4.7339e-01 +2.3776e-01 +4.6206e-01 +7.1935e-01 +1.2928e-01 +7.3392e-01 +5.6803e-01 +3.1850e-01 +4.6806e-01 +6.1230e-01 +8.4660e-01 +7.8469e-04 +7.5404e-01 +4.3101e-01 +8.2314e-01 +3.0205e-01
3 +3.964128179e+02 +3.964128179e+02 +3.791928179e+02 +3.791928179e+02 +5.0931e-01 +8.8923e-01 +8.6679e-01 +2.3914e-01 +9.4216e-01 +3.2655e-01 +5.0800e-01 +7.0255e-01 +9.5215e-01 +6.1573e-01 +3.0662e-01 +6.8814e-02 +2.6844e-01 +2.9449e-01 +6.9011e-01 +6.5795e-01 +5.2325e-01 +4.9471e-01 +9.9616e-02 +5.1762e-02
% function evaluation | noise-free fitness - Fopt (-6.010200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.783565052e+02 +3.783565052e+02 -2.226634948e+02 -2.226634948e+02 +6.1279e-01 +9.7761e-01 +4.4089e-01 +4.0994e-01 +7.6032e-01 +6.7863e-01 +4.8919e-01 +6.0277e-01 +8.8641e-01 +1.8985e-01 +1.1266e-01 +8.3548e-01 +1.1786e-02 +7.1380e-01 +4.1239e-01 +5.1183e-01 +4.2133e-01 +6.0082e-01 +8.6541e-01 +7.6177e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.053345294e+02 +4.053345294e+02 -5.946654706e+02 -5.946654706e+02 +6.5123e-01 +8.1636e-01 +2.6874e-01 +6.3580e-01 +6.5474e-01 +1.0497e-01 +2.8753e-01 +1.1824e-01 +3.4115e-01 +8.3101e-01 +1.3874e-01 +2.5268e-01 +8.2438e-01 +3.0408e-01 +7.5872e-01 +5.9390e-01 +6.9743e-01 +5.0213e-01 +3.0203e-01 +6.7644e-01
3 +3.902458294e+02 +3.902458294e+02 -6.097541706e+02 -6.097541706e+02 +4.5034e-01 +6.8681e-01 +1.5362e-01 +7.2625e-01 +5.9156e-01 +6.1343e-01 +1.6285e-01 +3.9842e-01 +8.6332e-01 +1.5936e-01 +3.8236e-01 +5.9505e-01 +8.6178e-01 +6.7321e-01 +1.5557e-01 +8.9881e-01 +8.3798e-01 +6.8626e-01 +7.7676e-01 +8.0390e-02
