% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.911042005e+02 +5.911042005e+02 +9.395042005e+02 +9.395042005e+02 +1.0227e-01 +6.7172e-01 +7.6009e-01 +1.2496e-01 +1.5046e-01 +7.2029e-02 +5.6688e-01 +7.9553e-01 +3.1564e-01 +1.0609e-01 +1.5443e-01 +1.7175e-02 +3.2197e-01 +4.6556e-01 +7.7295e-01 +1.0862e-01 +3.4072e-01 +1.5258e-01 +3.1806e-01 +7.2329e-01
82 +3.861533982e+02 +3.861533982e+02 +7.345533982e+02 +7.345533982e+02 +0.0000e+00 +7.3842e-01 +6.7507e-01 +6.8345e-01 +3.8175e-01 +5.9820e-01 +9.2816e-01 +4.9333e-01 +8.7060e-01 +1.0497e-01 +2.6846e-01 +6.6891e-01 +6.4204e-01 +9.9702e-01 +8.1176e-01 +1.0000e+00 +5.7585e-01 +7.1318e-01 +9.7553e-01 +8.2422e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.338915686e+02 +6.338915686e+02 +6.376615686e+02 +6.376615686e+02 +9.7156e-02 +6.4080e-02 +5.3608e-01 +8.5196e-02 +8.2492e-01 +1.1081e-01 +3.8051e-01 +8.7757e-01 +6.2534e-01 +2.2654e-01 +8.5775e-01 +3.2574e-01 +4.6931e-01 +7.6436e-01 +3.4062e-01 +4.7560e-01 +4.6365e-01 +8.3012e-01 +6.9056e-01 +6.1999e-01
3 +6.274694699e+02 +6.274694699e+02 +6.312394699e+02 +6.312394699e+02 +4.3336e-01 +6.0534e-01 +5.7320e-01 +9.2597e-01 +4.9694e-02 +8.5921e-01 +9.7361e-01 +3.7782e-01 +1.4188e-01 +9.2571e-02 +7.6463e-01 +7.8114e-01 +1.2085e-01 +3.6160e-01 +1.7225e-01 +9.7924e-01 +1.7961e-01 +8.5513e-01 +1.1175e-01 +6.3271e-01
313 +3.931394782e+02 +3.931394782e+02 +3.969094782e+02 +3.969094782e+02 +9.9999e-01 +7.6644e-01 +4.5110e-01 +1.7998e-01 +9.1596e-01 +7.4236e-02 +7.6107e-01 +9.2412e-01 +6.8874e-01 +1.8664e-01 +9.1204e-01 +6.4407e-01 +1.2690e-01 +1.4614e-01 +8.6456e-02 +1.0000e+00 +2.3009e-01 +3.5516e-02 +9.5455e-01 +9.9352e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.301161199e+02 +5.301161199e+02 +5.678161199e+02 +5.678161199e+02 +7.4673e-01 +1.5371e-01 +6.6961e-01 +4.4425e-01 +3.3021e-01 +9.0266e-01 +1.5731e-01 +3.7112e-01 +7.7137e-01 +3.5532e-01 +4.4844e-01 +3.5456e-01 +7.9020e-02 +3.7449e-01 +3.5054e-01 +2.7182e-01 +1.3300e-01 +9.7756e-02 +4.5175e-01 +8.3854e-01
156 +3.943257993e+02 +3.943257993e+02 +4.320257993e+02 +4.320257993e+02 +2.0036e-01 +5.6551e-01 +9.4445e-01 +1.0000e+00 +6.4744e-01 +8.0669e-01 +4.4443e-01 +5.8346e-01 +7.9231e-01 +9.3147e-01 +1.2565e-01 +3.5933e-03 +1.8815e-01 +7.1126e-01 +1.0000e+00 +9.9444e-01 +9.7618e-01 +0.0000e+00 +9.0989e-01 +1.1630e-01
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.434015989e+02 +7.434015989e+02 +1.439091599e+03 +1.439091599e+03 +7.0198e-01 +7.6480e-01 +1.8558e-01 +2.6590e-01 +9.2908e-01 +7.7722e-02 +5.0966e-01 +3.2276e-02 +6.7421e-02 +6.0822e-01 +1.1302e-01 +3.5671e-01 +3.1243e-01 +7.4551e-01 +2.7421e-01 +8.3989e-01 +3.2624e-01 +3.0610e-01 +7.3523e-01 +5.2709e-01
4 +5.540688105e+02 +5.540688105e+02 +1.249758810e+03 +1.249758810e+03 +5.6400e-01 +6.2269e-01 +9.8307e-01 +2.5554e-01 +5.7413e-01 +3.7873e-01 +6.4975e-01 +4.3723e-01 +4.9277e-01 +9.6016e-01 +9.3275e-01 +1.3661e-01 +8.8665e-01 +9.6046e-01 +5.7920e-01 +1.0104e-01 +6.7004e-01 +8.9950e-01 +8.6530e-01 +6.6629e-01
585 +3.921088631e+02 +3.921088631e+02 +1.087798863e+03 +1.087798863e+03 +2.3019e-01 +3.1703e-01 +5.7312e-01 +8.6490e-01 +2.5741e-01 +5.9518e-01 +9.2448e-01 +9.5489e-01 +9.8904e-01 +1.0000e+00 +9.9055e-01 +5.4136e-01 +6.4593e-01 +4.7286e-01 +1.3129e-02 +2.5095e-01 +4.5315e-01 +6.9086e-01 +8.8264e-01 +9.7308e-02
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.061463002e+02 +6.061463002e+02 +4.881163002e+02 +4.881163002e+02 +1.2515e-01 +2.1572e-01 +7.8034e-01 +2.7555e-01 +4.4887e-01 +7.4535e-01 +7.8279e-01 +1.1332e-01 +3.6073e-01 +3.5135e-01 +2.8658e-01 +2.1958e-01 +7.9324e-01 +6.4690e-01 +2.9570e-01 +4.9987e-01 +8.7254e-01 +1.2354e-01 +7.6671e-02 +8.0694e-01
433 +3.902284301e+02 +3.902284301e+02 +2.721984301e+02 +2.721984301e+02 +1.7851e-01 +8.9280e-01 +1.1343e-01 +1.6890e-01 +6.5880e-01 +2.9818e-01 +4.5467e-01 +5.3814e-01 +9.5653e-01 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.2236e-01 +3.2879e-01 +9.4946e-01 +8.8572e-01 +8.5219e-01 +1.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.323438300e+02 +5.323438300e+02 +5.805038300e+02 +5.805038300e+02 +5.2892e-01 +4.2015e-01 +2.6440e-01 +5.9705e-01 +7.8309e-01 +6.6996e-01 +7.2290e-02 +7.6110e-01 +8.6660e-01 +7.3055e-01 +6.1349e-01 +2.9121e-01 +6.9126e-01 +1.1534e-01 +8.7307e-01 +6.1407e-01 +4.2152e-01 +1.5022e-02 +1.0130e-01 +9.4436e-01
3 +3.862473665e+02 +3.862473665e+02 +4.344073665e+02 +4.344073665e+02 +6.8252e-01 +9.4524e-01 +7.8356e-01 +7.2060e-01 +3.0642e-01 +3.0566e-01 +6.9540e-01 +5.4547e-01 +2.5863e-01 +1.9213e-01 +2.1969e-01 +4.8519e-01 +9.9372e-01 +2.3504e-01 +1.1202e-01 +8.2106e-01 +3.9257e-01 +2.9210e-01 +3.3306e-01 +5.2144e-01
683 +2.507143534e+02 +2.507143534e+02 +2.988743534e+02 +2.988743534e+02 +2.6533e-01 +9.9974e-01 +9.7703e-01 +9.8582e-01 +9.9985e-01 +9.6838e-01 +5.6147e-01 +5.8000e-01 +6.7449e-01 +8.3204e-01 +1.0949e-01 +9.3984e-02 +4.7632e-01 +8.6885e-01 +1.0000e+00 +3.9540e-01 +8.3763e-01 +2.1617e-01 +9.5951e-02 +1.1505e-01
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.337303986e+02 +6.337303986e+02 +7.175703986e+02 +7.175703986e+02 +6.7596e-01 +2.6826e-01 +7.5076e-01 +5.0799e-01 +4.5612e-01 +3.7659e-01 +8.8590e-01 +9.9038e-01 +2.8489e-01 +6.4522e-01 +2.9421e-01 +3.5925e-02 +4.9737e-01 +3.8630e-01 +8.3515e-01 +4.5731e-01 +8.5710e-01 +6.5177e-01 +5.1430e-01 +1.8483e-01
2 +6.084967117e+02 +6.084967117e+02 +6.923367117e+02 +6.923367117e+02 +4.9566e-01 +2.7277e-01 +3.9414e-01 +4.3678e-01 +9.2580e-01 +2.6031e-01 +1.0983e-01 +5.2274e-01 +8.0385e-01 +5.4138e-01 +7.8631e-01 +1.0494e-01 +5.5819e-01 +2.3032e-01 +8.8583e-01 +4.2774e-01 +7.3228e-01 +1.8321e-01 +4.5860e-01 +3.2540e-01
333 +3.835290817e+02 +3.835290817e+02 +4.673690817e+02 +4.673690817e+02 +6.3658e-01 +5.6523e-01 +8.1310e-01 +7.0733e-01 +6.1965e-01 +1.6926e-01 +2.2781e-01 +3.8579e-02 +6.2112e-01 +6.6354e-01 +0.0000e+00 +9.3978e-04 +9.8979e-01 +3.3618e-01 +1.0000e+00 +9.7539e-01 +4.8884e-01 +7.9453e-01 +1.0000e+00 +1.6550e-01
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.398167196e+02 +7.398167196e+02 +7.551767196e+02 +7.551767196e+02 +5.6891e-01 +2.4485e-01 +4.4436e-01 +3.3622e-01 +9.2636e-01 +8.9768e-01 +3.4546e-01 +2.6930e-01 +9.7555e-01 +1.8955e-01 +7.0133e-01 +9.1189e-01 +3.5085e-01 +3.5810e-01 +4.8481e-01 +2.8022e-01 +4.1168e-01 +3.6782e-01 +5.5987e-01 +9.2614e-01
26 +6.029088580e+02 +6.029088580e+02 +6.182688580e+02 +6.182688580e+02 +1.8712e-01 +1.0000e+00 +3.4569e-01 +3.0994e-01 +4.2776e-01 +6.4954e-01 +7.4040e-01 +2.9864e-01 +1.0000e+00 +6.0422e-01 +4.4615e-01 +8.4703e-01 +3.2832e-01 +4.7948e-01 +6.2409e-01 +2.6035e-01 +9.1647e-01 +6.7259e-01 +7.2089e-01 +2.4092e-01
