% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
86 +4.679619023e+02 +4.679619023e+02 +1.405801902e+03 +1.405801902e+03 +0.0000e+00 +1.0000e+00 +4.8390e-01 +1.0000e+00 +1.0000e+00 +9.4531e-01 +7.4725e-01 +8.6998e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +5.5061e-01 +1.0000e+00 +7.3329e-01 +1.0000e+00 +1.8865e-01 +5.0000e-01 +1.0000e+00 +1.0000e+00
108 +3.748823110e+02 +3.748823110e+02 +1.312722311e+03 +1.312722311e+03 +0.0000e+00 +1.0000e+00 +6.6245e-01 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +4.3047e-01 +1.0000e+00 +4.9506e-01 +1.0000e+00 +2.5626e-01 +2.2452e-01 +1.0000e+00 +1.0000e+00
126 +1.538879863e+02 +1.538879863e+02 +1.091727986e+03 +1.091727986e+03 +0.0000e+00 +1.0000e+00 +5.8447e-01 +1.0000e+00 +1.0000e+00 +9.8530e-01 +9.7497e-01 +8.4716e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.5806e-01 +2.9997e-01 +1.0000e+00 +5.8808e-01 +1.0000e+00 +3.5239e-01 +2.8927e-01 +1.0000e+00 +1.0000e+00
9844 +9.971752882e+01 +9.971752882e+01 +1.037557529e+03 +1.037557529e+03 +7.7622e-04 +9.8386e-01 +8.4141e-01 +1.7006e-01 +9.9973e-01 +1.0000e+00 +6.9864e-01 +9.9657e-01 +4.4580e-03 +9.0195e-03 +4.9809e-03 +9.8481e-01 +4.5068e-02 +1.0000e+00 +4.1367e-01 +9.4372e-01 +8.3959e-01 +1.9683e-03 +6.3307e-01 +9.9844e-01
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.357569792e+06 +5.357569792e+06 +5.357491072e+06 +5.357491072e+06 +4.6453e-01 +8.6135e-01 +6.9020e-01 +7.4609e-01 +6.8989e-01 +8.3212e-02 +4.2316e-03 +2.3518e-02 +1.4486e-01 +1.2854e-01 +5.3162e-01 +9.6858e-01 +1.8290e-01 +3.2997e-02 +1.9437e-01 +6.5533e-01 +4.4932e-01 +1.3076e-01 +8.3616e-02 +1.7426e-01
12 +3.453422752e+06 +3.453422752e+06 +3.453344032e+06 +3.453344032e+06 +5.8105e-01 +3.5162e-01 +1.8380e-01 +4.6931e-01 +6.0469e-01 +6.7138e-02 +9.1461e-01 +2.6180e-01 +6.7735e-02 +2.1071e-01 +2.7025e-01 +7.7338e-01 +7.6219e-01 +4.9052e-01 +9.4584e-01 +5.8945e-01 +5.6573e-01 +8.7599e-01 +6.8032e-01 +4.1293e-01
35 +2.506445058e+06 +2.506445058e+06 +2.506366338e+06 +2.506366338e+06 +6.2128e-01 +4.0329e-01 +0.0000e+00 +9.0071e-01 +8.0266e-02 +3.2981e-01 +7.6235e-01 +4.1822e-01 +2.2791e-01 +4.4701e-01 +1.9311e-01 +1.3130e-01 +6.4088e-01 +1.0503e-01 +5.1512e-01 +3.0860e-01 +6.5725e-01 +6.4550e-01 +4.4760e-01 +3.5792e-01
78 +1.132026967e+06 +1.132026967e+06 +1.131948247e+06 +1.131948247e+06 +9.9757e-01 +9.2957e-01 +0.0000e+00 +9.8569e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +5.7840e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +5.4175e-01 +2.5485e-01 +0.0000e+00 +7.7112e-01 +0.0000e+00 +1.2851e-01 +1.0000e+00 +0.0000e+00 +0.0000e+00
100 +7.206921180e+05 +7.206921180e+05 +7.206133980e+05 +7.206133980e+05 +9.8680e-01 +9.9936e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +9.2172e-01 +2.1915e-01 +0.0000e+00 +9.9277e-01 +6.6722e-05 +3.9350e-01 +5.8238e-01 +0.0000e+00 +1.0000e+00 +4.6612e-02 +2.4048e-01 +6.7880e-01 +2.6981e-03 +0.0000e+00
104 +6.210001741e+05 +6.210001741e+05 +6.209214541e+05 +6.209214541e+05 +9.9870e-01 +9.9982e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +5.0000e-01 +9.5274e-01 +2.4131e-01 +1.5596e-02 +9.9853e-01 +7.2567e-06 +1.9227e-02 +8.6632e-01 +0.0000e+00 +1.0000e+00 +2.4766e-02 +0.0000e+00 +2.0872e-01 +0.0000e+00 +0.0000e+00
374 +3.896680491e+05 +3.896680491e+05 +3.895893291e+05 +3.895893291e+05 +9.9999e-01 +9.9480e-01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +8.6101e-03 +1.0000e+00 +6.0646e-02 +0.0000e+00 +9.8434e-01 +3.2011e-04 +0.0000e+00 +1.0000e+00 +0.0000e+00 +9.4089e-01 +0.0000e+00 +0.0000e+00 +9.4250e-01 +7.4453e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (6.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.253524886e+07 +1.253524886e+07 +1.253531883e+07 +1.253531883e+07 +5.0944e-02 +3.6945e-01 +5.0785e-01 +9.8513e-01 +6.0975e-01 +1.1149e-01 +2.4388e-02 +8.8760e-01 +7.2494e-01 +4.0397e-01 +6.9924e-03 +4.0661e-01 +1.9896e-02 +2.1570e-02 +6.4354e-01 +8.4302e-01 +7.9251e-01 +5.1779e-01 +1.3889e-01 +1.3992e-01
3 +9.419000977e+06 +9.419000977e+06 +9.419070947e+06 +9.419070947e+06 +8.1472e-01 +6.6187e-01 +5.8898e-01 +7.9562e-01 +5.9840e-02 +5.7715e-02 +3.7841e-01 +8.4587e-01 +8.0076e-01 +6.6979e-01 +9.8870e-01 +2.6578e-01 +2.1074e-01 +2.9833e-01 +2.4711e-01 +9.0162e-01 +8.2722e-01 +1.9361e-01 +4.9369e-01 +4.4644e-02
91 +6.216666872e+06 +6.216666872e+06 +6.216736842e+06 +6.216736842e+06 +6.5794e-01 +5.3061e-01 +0.0000e+00 +1.0000e+00 +8.6400e-01 +1.7971e-01 +0.0000e+00 +1.7562e-01 +0.0000e+00 +0.0000e+00 +7.3079e-02 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.6119e-02 +0.0000e+00 +5.5556e-01 +0.0000e+00 +5.8499e-01 +2.8460e-02
199 +3.921063386e+06 +3.921063386e+06 +3.921133356e+06 +3.921133356e+06 +1.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +4.0631e-01 +0.0000e+00 +0.0000e+00 +9.8614e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +9.7503e-03 +5.0000e-01 +9.2401e-01 +1.2518e-02 +1.0000e+00 +3.2499e-02
% function evaluation | noise-free fitness - Fopt (9.791400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.138632652e+07 +1.138632652e+07 +1.138730566e+07 +1.138730566e+07 +1.3057e-01 +6.3467e-01 +9.6165e-01 +6.8553e-01 +4.5066e-01 +7.2816e-01 +7.5160e-01 +3.4640e-02 +4.2472e-01 +4.9266e-01 +1.6694e-01 +7.9697e-01 +9.6946e-01 +7.0110e-01 +1.7939e-01 +5.3790e-01 +1.6873e-01 +8.9501e-01 +8.6750e-01 +7.1940e-01
5 +9.852059222e+06 +9.852059222e+06 +9.853038362e+06 +9.853038362e+06 +9.7144e-01 +4.6403e-01 +2.7245e-03 +1.8971e-01 +9.3577e-01 +5.3648e-01 +4.5997e-01 +1.5264e-01 +5.1633e-01 +1.0112e-01 +8.2417e-01 +2.6135e-04 +2.6831e-01 +3.3293e-01 +1.0649e-02 +3.8162e-01 +8.3056e-01 +2.2356e-01 +5.6506e-01 +1.1845e-01
62 +5.939137535e+06 +5.939137535e+06 +5.940116675e+06 +5.940116675e+06 +3.1422e-01 +0.0000e+00 +7.0986e-01 +0.0000e+00 +1.0000e+00 +5.0000e-01 +9.9205e-02 +1.8363e-01 +1.0268e-01 +1.0000e+00 +9.5415e-01 +1.3418e-02 +8.6460e-01 +3.6412e-01 +8.4642e-02 +5.9570e-01 +2.1067e-01 +4.7326e-01 +0.0000e+00 +2.0461e-01
100 +3.975956103e+06 +3.975956103e+06 +3.976935243e+06 +3.976935243e+06 +2.5836e-01 +0.0000e+00 +1.0000e+00 +1.2577e-01 +1.0000e+00 +1.0023e-01 +8.2044e-02 +2.3279e-01 +0.0000e+00 +1.0000e+00 +9.6361e-01 +0.0000e+00 +3.7678e-01 +1.3372e-01 +0.0000e+00 +9.6448e-01 +0.0000e+00 +1.0000e+00 +1.1667e-01 +7.3766e-01
303 +2.473780368e+06 +2.473780368e+06 +2.474759508e+06 +2.474759508e+06 +1.0334e-02 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +9.7894e-01 +0.0000e+00 +9.9298e-01 +3.9352e-02 +0.0000e+00 +9.4149e-01 +0.0000e+00 +1.0000e+00 +3.5633e-02 +7.4474e-01
% function evaluation | noise-free fitness - Fopt (-8.900000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.888159644e+06 +2.888159644e+06 +2.888158754e+06 +2.888158754e+06 +6.0273e-01 +6.3494e-01 +5.7841e-01 +9.0090e-03 +8.3793e-01 +4.6545e-02 +2.0335e-01 +9.7214e-01 +2.1070e-01 +6.9086e-01 +7.9143e-01 +5.1721e-01 +8.4021e-01 +4.6291e-01 +4.3382e-01 +6.5465e-01 +6.4291e-01 +7.0742e-01 +5.5753e-01 +3.5166e-01
2 +2.073868353e+06 +2.073868353e+06 +2.073867463e+06 +2.073867463e+06 +4.1324e-01 +8.7538e-01 +1.6154e-01 +2.1071e-01 +2.5550e-01 +1.5631e-01 +5.2234e-01 +1.2128e-01 +6.0825e-01 +7.8260e-01 +5.9568e-01 +6.7144e-01 +1.9932e-01 +4.2837e-01 +9.5367e-01 +8.3663e-01 +5.0642e-01 +3.0346e-01 +4.5752e-01 +6.1260e-01
4 +9.618923386e+05 +9.618923386e+05 +9.618914486e+05 +9.618914486e+05 +4.7379e-01 +9.2278e-04 +3.4908e-01 +9.5344e-01 +2.0750e-01 +4.0031e-01 +2.1125e-01 +7.5647e-01 +6.2214e-01 +1.8735e-01 +4.4238e-01 +1.3982e-01 +1.9262e-01 +7.1930e-01 +5.3175e-01 +5.2109e-01 +3.4062e-01 +7.9609e-01 +5.7775e-01 +8.9124e-01
5 +4.124689971e+05 +4.124689971e+05 +4.124681071e+05 +4.124681071e+05 +7.0904e-01 +7.6868e-02 +6.8401e-01 +1.5723e-01 +1.7887e-01 +8.0337e-01 +3.6078e-01 +4.7437e-01 +1.1348e-01 +5.7349e-01 +3.8464e-01 +7.9842e-01 +5.2317e-02 +2.4057e-01 +8.1137e-01 +5.6431e-01 +4.1629e-01 +6.5061e-01 +1.6350e-01 +8.9900e-02
26 +3.793482628e+05 +3.793482628e+05 +3.793473728e+05 +3.793473728e+05 +9.4992e-01 +4.1755e-01 +7.7508e-01 +4.7094e-01 +3.2654e-01 +9.6184e-01 +9.8843e-01 +2.2379e-01 +2.3987e-01 +7.1326e-01 +6.1916e-01 +3.2552e-01 +4.5416e-01 +0.0000e+00 +5.3885e-01 +7.3062e-01 +4.6084e-01 +7.3287e-01 +1.5873e-01 +6.6638e-01
43 +3.021057993e+04 +3.021057993e+04 +3.020968993e+04 +3.020968993e+04 +1.0000e+00 +0.0000e+00 +7.9275e-01 +3.7826e-01 +0.0000e+00 +6.0069e-01 +2.8788e-01 +3.0236e-01 +2.2959e-01 +3.0051e-01 +8.2399e-01 +5.0000e-01 +0.0000e+00 +8.6850e-01 +6.1348e-01 +0.0000e+00 +2.4561e-01 +7.1386e-01 +6.0017e-02 +7.2906e-01
49 +1.842591051e+04 +1.842591051e+04 +1.842502051e+04 +1.842502051e+04 +1.0000e+00 +4.7955e-02 +7.5976e-01 +7.3571e-01 +3.4402e-01 +1.0000e+00 +1.0000e+00 +8.0650e-02 +1.3742e-01 +1.2996e-01 +9.9524e-01 +6.8822e-01 +5.0919e-01 +3.3104e-02 +1.0000e+00 +3.4377e-01 +0.0000e+00 +9.4858e-01 +9.6180e-02 +5.0000e-01
51 +7.372699608e+03 +7.372699608e+03 +7.371809608e+03 +7.371809608e+03 +1.0000e+00 +0.0000e+00 +8.4836e-01 +1.7636e-01 +4.5711e-01 +8.9093e-01 +1.0000e+00 +5.1856e-02 +0.0000e+00 +5.6035e-03 +7.9758e-01 +1.0000e+00 +3.8221e-01 +3.5307e-02 +1.0000e+00 +3.4628e-01 +1.7840e-02 +3.5041e-01 +0.0000e+00 +9.1015e-01
65 +2.271047287e+03 +2.271047287e+03 +2.270157287e+03 +2.270157287e+03 +1.0000e+00 +0.0000e+00 +1.0000e+00 +5.7274e-01 +0.0000e+00 +1.0000e+00 +5.7283e-01 +6.3117e-01 +4.2468e-01 +3.3724e-01 +9.3229e-01 +1.0000e+00 +2.0526e-02 +1.0000e+00 +7.5286e-01 +0.0000e+00 +2.0625e-01 +6.7970e-01 +1.4807e-02 +3.3011e-01
71 +9.974997568e+02 +9.974997568e+02 +9.966097568e+02 +9.966097568e+02 +1.0000e+00 +0.0000e+00 +8.2250e-01 +6.7636e-01 +4.5971e-01 +1.0000e+00 +1.0000e+00 +1.2702e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +2.7517e-01 +6.5078e-02 +1.0000e+00 +1.7152e-01 +0.0000e+00 +4.2856e-01 +0.0000e+00 +4.1015e-01
74 +2.823435739e+02 +2.823435739e+02 +2.814535739e+02 +2.814535739e+02 +1.0000e+00 +1.8608e-01 +8.7696e-03 +2.0259e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00 +3.1040e-02 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +3.1531e-02 +1.0000e+00 +2.2965e-01 +0.0000e+00 +1.7093e-01 +2.5387e-01 +7.2155e-01
85 +1.904816737e+02 +1.904816737e+02 +1.895916737e+02 +1.895916737e+02 +1.0000e+00 +0.0000e+00 +1.0000e+00 +3.4047e-01 +0.0000e+00 +8.0522e-01 +6.1800e-01 +1.3117e-01 +0.0000e+00 +5.4841e-01 +7.6359e-01 +1.0000e+00 +2.2635e-02 +1.0000e+00 +7.1009e-01 +0.0000e+00 +1.3172e-01 +4.8364e-01 +0.0000e+00 +3.2082e-01
120 +1.550980780e+02 +1.550980780e+02 +1.542080780e+02 +1.542080780e+02 +4.5907e-01 +0.0000e+00 +9.8416e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +6.2007e-01 +0.0000e+00 +3.8352e-02 +0.0000e+00 +8.4069e-01 +6.3758e-02 +0.0000e+00 +9.6001e-01 +1.0000e+00 +2.6171e-03 +5.9763e-01 +5.3523e-01 +9.5696e-01 +9.9619e-01
% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
