% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
71 +3.940452715e+01 +3.940452715e+01 +1.385745271e+02 +1.385745271e+02 +9.4221e-01 +5.3643e-01 +1.0478e-01 +8.1375e-01 +2.1872e-01 +7.3692e-01 +1.0000e+00 +9.8212e-01 +6.4127e-01 +5.0000e-01 +2.5747e-01 +4.5498e-01 +3.3225e-01 +6.3450e-01 +7.2852e-01 +7.9952e-01 +5.0000e-01 +4.7690e-01 +7.9362e-01 +9.3790e-01
135 +2.224884708e+01 +2.224884708e+01 +1.214188471e+02 +1.214188471e+02 +9.8818e-01 +6.9524e-01 +1.5110e-01 +4.6255e-01 +2.8633e-01 +9.1729e-01 +9.6600e-01 +5.0000e-01 +6.4992e-01 +5.8657e-01 +3.6375e-01 +4.6641e-01 +8.1621e-01 +5.1750e-01 +9.1721e-01 +7.2465e-01 +6.8496e-01 +4.9949e-01 +6.3571e-01 +1.0000e+00
772 +1.557373570e+01 +1.557373570e+01 +1.147437357e+02 +1.147437357e+02 +9.9911e-01 +4.8678e-01 +2.5742e-01 +8.2288e-01 +0.0000e+00 +9.9914e-01 +9.7480e-01 +6.1085e-01 +9.3550e-01 +9.9831e-01 +4.7185e-02 +4.7413e-01 +4.9065e-01 +3.1379e-02 +6.2691e-01 +8.4289e-01 +4.0981e-01 +6.9115e-01 +1.0000e+00 +9.5238e-01
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.526829997e+01 +4.526829997e+01 -4.726417000e+02 -4.726417000e+02 +3.6215e-01 +8.6967e-02 +2.1222e-01 +5.0661e-01 +9.6142e-01 +2.8113e-01 +2.0143e-01 +8.1241e-02 +4.5771e-01 +9.8141e-01 +3.8050e-02 +5.8796e-01 +5.7349e-01 +2.5020e-02 +9.3348e-01 +1.1251e-01 +8.6611e-01 +8.1693e-01 +2.4231e-01 +8.9030e-01
23 +3.950738589e+01 +3.950738589e+01 -4.784026141e+02 -4.784026141e+02 +6.3464e-01 +2.7052e-01 +8.0419e-01 +1.0000e+00 +5.9426e-01 +8.5351e-02 +8.3737e-01 +4.3057e-01 +7.6461e-01 +8.2730e-01 +2.3457e-01 +5.9500e-02 +4.6707e-01 +0.0000e+00 +7.7756e-01 +0.0000e+00 +2.5804e-01 +9.2432e-01 +5.0835e-01 +9.1925e-01
63 +2.079449802e+01 +2.079449802e+01 -4.971155020e+02 -4.971155020e+02 +5.0000e-01 +3.7087e-01 +7.9599e-01 +6.6662e-01 +7.7877e-01 +8.8050e-02 +8.5531e-01 +0.0000e+00 +6.2429e-01 +8.7137e-01 +0.0000e+00 +6.3682e-01 +3.7407e-01 +2.5458e-01 +8.6417e-01 +0.0000e+00 +3.2645e-01 +9.0434e-01 +9.4810e-01 +8.9066e-01
411 +1.541706845e+01 +1.541706845e+01 -5.024929316e+02 -5.024929316e+02 +9.8304e-01 +6.0357e-01 +9.3402e-01 +2.9712e-01 +1.9789e-07 +7.9312e-01 +8.7462e-02 +1.1628e-01 +5.3697e-01 +4.4973e-01 +9.9071e-02 +4.1031e-01 +9.8495e-01 +9.5286e-01 +8.0615e-01 +1.0000e+00 +9.5316e-01 +3.7446e-01 +0.0000e+00 +4.1619e-02
908 +9.484319661e+00 +9.484319661e+00 -5.084256803e+02 -5.084256803e+02 +9.8081e-01 +5.4223e-01 +1.0000e+00 +2.0929e-01 +1.8652e-07 +9.1173e-01 +1.4426e-01 +1.0931e-01 +4.3612e-01 +4.8081e-01 +1.0893e-02 +0.0000e+00 +9.7383e-01 +9.5749e-01 +9.6424e-01 +9.7832e-01 +8.7670e-01 +2.4534e-01 +8.1214e-03 +7.7322e-02
2895 +6.214612895e+00 +6.214612895e+00 -5.116953871e+02 -5.116953871e+02 +9.4731e-01 +5.2973e-01 +9.9828e-01 +2.9672e-01 +1.4132e-05 +8.9502e-01 +3.0557e-01 +5.9316e-02 +4.3965e-01 +6.8232e-01 +7.8697e-02 +3.6247e-03 +9.8516e-01 +9.3943e-01 +1.0000e+00 +9.8674e-01 +8.6712e-01 +4.5770e-01 +6.6021e-02 +6.5591e-02
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.767073099e+01 +5.767073099e+01 +4.607309927e-01 +4.607309927e-01 +4.4279e-01 +5.2132e-01 +3.4258e-01 +9.4034e-01 +8.5730e-01 +8.0116e-02 +9.5624e-01 +9.5040e-01 +9.9242e-01 +2.4256e-01 +6.9967e-01 +7.5292e-01 +7.2317e-01 +4.4559e-01 +2.2765e-02 +7.5801e-02 +7.7409e-01 +5.6665e-02 +1.3604e-01 +1.3076e-01
79 +3.603145319e+01 +3.603145319e+01 -2.117854681e+01 -2.117854681e+01 +3.4949e-01 +5.0734e-01 +4.4824e-01 +9.8563e-01 +9.3149e-01 +5.2009e-01 +5.0000e-01 +8.2923e-01 +8.4571e-01 +3.2775e-01 +7.1302e-01 +5.6690e-01 +1.0000e+00 +3.0358e-01 +3.2669e-01 +1.8708e-03 +1.8221e-01 +4.3209e-01 +3.1734e-01 +5.0000e-01
218 +2.384264092e+01 +2.384264092e+01 -3.336735908e+01 -3.336735908e+01 +4.2774e-01 +1.2110e-01 +8.2517e-02 +2.8528e-01 +8.1795e-01 +7.4954e-01 +5.1059e-01 +3.6189e-03 +2.2308e-01 +8.8117e-01 +0.0000e+00 +2.1385e-01 +1.0000e+00 +9.6537e-01 +6.9696e-01 +2.0656e-01 +5.2766e-01 +2.6350e-01 +9.1160e-01 +9.5288e-01
512 +1.560796903e+01 +1.560796903e+01 -4.160203097e+01 -4.160203097e+01 +3.0927e-01 +3.1391e-01 +1.9219e-01 +3.2965e-01 +8.6679e-01 +5.1849e-01 +3.5872e-01 +6.3291e-02 +4.4596e-01 +6.9633e-01 +0.0000e+00 +1.4284e-01 +8.0737e-01 +9.7076e-01 +9.9042e-01 +1.9571e-01 +5.5489e-01 +4.9248e-01 +9.0353e-01 +1.0000e+00
5027 +9.998892611e+00 +9.998892611e+00 -4.721110739e+01 -4.721110739e+01 +1.7192e-01 +2.5187e-01 +2.2047e-01 +3.1644e-01 +8.4615e-01 +6.6525e-01 +2.5138e-01 +6.2092e-02 +4.6893e-01 +7.6719e-01 +0.0000e+00 +1.2476e-02 +7.9385e-01 +9.7339e-01 +9.8504e-01 +1.8830e-01 +5.9330e-01 +5.3767e-01 +9.5637e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (6.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.530005019e+01 +6.530005019e+01 +7.207005019e+01 +7.207005019e+01 +4.2904e-01 +8.7567e-01 +1.9334e-01 +8.6986e-01 +4.9072e-01 +5.0005e-01 +8.2954e-01 +4.2714e-03 +7.3309e-01 +7.9946e-02 +6.2676e-01 +3.5354e-01 +4.8384e-01 +5.5363e-01 +9.1987e-01 +4.4967e-01 +3.0132e-01 +4.7442e-01 +7.1319e-01 +1.0970e-01
4 +5.993531165e+01 +5.993531165e+01 +6.670531165e+01 +6.670531165e+01 +6.2112e-01 +9.5472e-01 +2.2219e-01 +9.1626e-02 +2.6905e-01 +6.8622e-01 +7.4073e-01 +2.1730e-01 +1.0943e-01 +9.3866e-01 +9.2535e-01 +5.6960e-01 +8.0779e-01 +8.7862e-01 +5.2683e-01 +9.3221e-01 +1.5870e-01 +7.0876e-01 +3.8935e-01 +6.4811e-01
29 +3.912072896e+01 +3.912072896e+01 +4.589072896e+01 +4.589072896e+01 +9.8068e-01 +8.6097e-01 +5.5033e-01 +6.1179e-01 +5.4493e-01 +1.0000e+00 +4.1231e-01 +7.6589e-01 +3.9402e-01 +4.7239e-01 +6.8179e-01 +1.8408e-01 +9.8670e-01 +4.2020e-01 +2.1677e-01 +5.1202e-01 +6.0615e-01 +8.1142e-01 +6.3275e-01 +0.0000e+00
302 +2.350025411e+01 +2.350025411e+01 +3.027025411e+01 +3.027025411e+01 +1.0000e+00 +5.0453e-01 +6.8100e-01 +5.3097e-01 +1.0000e+00 +1.0000e+00 +3.5881e-01 +9.5156e-01 +0.0000e+00 +5.5547e-01 +4.5192e-01 +0.0000e+00 +1.0000e+00 +2.3718e-02 +1.4571e-02 +2.8784e-01 +1.0000e+00 +5.1820e-01 +4.8991e-01 +2.3752e-02
854 +1.378060577e+01 +1.378060577e+01 +2.055060577e+01 +2.055060577e+01 +1.0000e+00 +4.3470e-01 +1.0000e+00 +9.9091e-01 +8.4634e-01 +7.9221e-01 +0.0000e+00 +4.5247e-01 +2.1370e-02 +4.4542e-01 +9.5450e-01 +5.5503e-02 +9.9330e-01 +4.8172e-02 +4.7713e-02 +4.6401e-02 +5.6716e-01 +9.5840e-01 +5.2371e-01 +2.4946e-02
3299 +9.988202641e+00 +9.988202641e+00 +1.675820264e+01 +1.675820264e+01 +9.9978e-01 +3.5638e-01 +1.0000e+00 +9.4310e-01 +8.6900e-01 +7.2655e-01 +3.4991e-04 +4.5710e-01 +2.1756e-03 +4.1951e-01 +9.7815e-01 +5.4898e-03 +9.8443e-01 +7.1705e-02 +5.6420e-02 +2.5916e-02 +5.2863e-01 +9.7885e-01 +5.7866e-01 +4.1021e-02
% function evaluation | noise-free fitness - Fopt (-1.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.801022311e+01 +4.801022311e+01 +3.723022311e+01 +3.723022311e+01 +6.6996e-02 +9.4588e-01 +2.8749e-01 +3.4560e-01 +3.3506e-01 +6.4820e-01 +2.6221e-02 +6.2511e-01 +6.6212e-01 +9.2679e-01 +9.5458e-01 +6.0995e-01 +1.5752e-01 +7.2239e-01 +4.0615e-01 +9.9003e-01 +1.5539e-01 +4.5330e-01 +3.6661e-01 +8.2014e-01
2 +3.910692806e+01 +3.910692806e+01 +2.832692806e+01 +2.832692806e+01 +8.0109e-01 +9.8015e-01 +3.8093e-01 +5.6706e-01 +8.5055e-01 +1.8242e-01 +5.8700e-01 +2.9934e-01 +2.3751e-01 +7.2309e-01 +8.6939e-02 +6.1799e-01 +5.0212e-01 +8.0694e-01 +8.6088e-01 +8.5377e-01 +8.4238e-01 +4.6404e-01 +8.1757e-01 +4.9332e-01
48 +2.346466201e+01 +2.346466201e+01 +1.268466201e+01 +1.268466201e+01 +5.0000e-01 +9.6504e-01 +6.0398e-01 +6.9171e-01 +3.4872e-01 +8.0708e-01 +9.2286e-01 +9.5997e-01 +7.7115e-01 +1.3079e-01 +3.6933e-01 +4.4118e-01 +3.0899e-01 +7.0002e-01 +4.0236e-01 +8.8004e-01 +8.1834e-04 +8.7141e-02 +4.9749e-01 +4.4537e-01
408 +1.578740480e+01 +1.578740480e+01 +5.007404799e+00 +5.007404799e+00 +3.8399e-01 +1.0000e+00 +2.9155e-02 +1.0000e+00 +7.3102e-01 +1.0000e+00 +1.8994e-01 +9.4467e-01 +1.0000e+00 +1.5015e-01 +7.5023e-01 +4.3999e-01 +5.1829e-01 +8.3697e-01 +0.0000e+00 +6.3455e-01 +4.8097e-02 +4.6194e-01 +3.8477e-01 +2.7075e-01
547 +9.834310766e+00 +9.834310766e+00 -9.456892340e-01 -9.456892340e-01 +3.0829e-01 +1.0000e+00 +9.3390e-02 +8.7294e-01 +1.0000e+00 +1.0000e+00 +1.5193e-01 +9.3706e-01 +9.9954e-01 +1.0601e-01 +8.5577e-01 +4.7646e-01 +5.1826e-01 +8.4228e-01 +2.9408e-01 +6.3178e-01 +3.8107e-02 +3.1025e-01 +4.3012e-01 +2.0505e-01
1798 +6.295266976e+00 +6.295266976e+00 -4.484733024e+00 -4.484733024e+00 +5.7146e-03 +8.4896e-01 +4.5348e-01 +4.4356e-01 +1.8098e-01 +9.5466e-01 +8.7542e-01 +7.3541e-01 +9.8689e-01 +1.1537e-02 +0.0000e+00 +7.3383e-01 +8.2140e-01 +9.9796e-01 +1.0000e+00 +5.9844e-01 +5.2500e-01 +7.4854e-01 +6.6569e-01 +9.3378e-01
% function evaluation | noise-free fitness - Fopt (-1.645900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.145300925e+01 +9.145300925e+01 -7.313699075e+01 -7.313699075e+01 +8.7647e-01 +2.8556e-01 +1.0884e-01 +2.6010e-01 +4.4165e-02 +6.8288e-01 +6.6752e-01 +4.9628e-01 +1.9800e-01 +5.1256e-01 +3.4432e-01 +1.5900e-01 +1.1074e-01 +4.8107e-01 +8.0889e-01 +6.6745e-01 +4.1714e-01 +9.0027e-01 +5.4301e-01 +7.8877e-01
22 +6.191525454e+01 +6.191525454e+01 -1.026747455e+02 -1.026747455e+02 +1.4366e-01 +8.8679e-01 +3.0598e-01 +2.2077e-01 +2.2481e-01 +7.4617e-01 +9.3434e-01 +6.7525e-01 +1.9524e-01 +3.9384e-01 +3.2919e-01 +2.4396e-01 +6.2691e-01 +8.6706e-01 +9.2223e-01 +9.1044e-01 +6.0088e-01 +7.1000e-01 +5.1077e-01 +1.0000e+00
123 +3.854460361e+01 +3.854460361e+01 -1.260453964e+02 -1.260453964e+02 +0.0000e+00 +1.0000e+00 +1.8293e-01 +6.5895e-02 +1.5333e-01 +1.0000e+00 +1.0000e+00 +6.7770e-01 +8.6505e-02 +0.0000e+00 +1.1607e-01 +9.0484e-01 +1.0000e+00 +1.0000e+00 +4.2439e-02 +1.0000e+00 +1.0000e+00 +3.2698e-01 +2.1851e-01 +1.0000e+00
368 +2.474597554e+01 +2.474597554e+01 -1.398440245e+02 -1.398440245e+02 +0.0000e+00 +9.7933e-01 +2.2687e-04 +0.0000e+00 +3.7954e-02 +8.2869e-01 +9.5184e-01 +8.6528e-01 +1.6244e-02 +1.1037e-03 +2.7250e-01 +6.8225e-01 +8.9790e-01 +6.9973e-01 +8.0633e-01 +9.6873e-01 +9.7779e-01 +1.5932e-01 +1.7816e-03 +9.8772e-01
% function evaluation | noise-free fitness - Fopt (-1.429800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.166604849e+02 +1.166604849e+02 -2.631951514e+01 -2.631951514e+01 +2.1792e-01 +3.0607e-01 +5.0028e-02 +1.7109e-01 +3.4122e-01 +7.8149e-01 +9.0400e-01 +3.5343e-01 +9.0534e-01 +6.2640e-01 +3.7138e-01 +8.0597e-01 +8.9908e-02 +8.2114e-02 +9.2724e-01 +1.3821e-01 +8.6291e-02 +8.6913e-01 +1.9073e-01 +3.2281e-01
4 +8.968201764e+01 +8.968201764e+01 -5.329798236e+01 -5.329798236e+01 +7.8944e-01 +8.5141e-02 +8.4643e-01 +6.5953e-01 +8.7179e-01 +7.0239e-01 +3.6989e-01 +9.3731e-02 +8.8295e-01 +3.6687e-02 +8.3080e-01 +9.9161e-02 +2.4673e-01 +9.4046e-01 +7.3372e-01 +9.3181e-02 +2.1033e-01 +9.4621e-01 +6.7093e-01 +1.1607e-01
5 +5.959877231e+01 +5.959877231e+01 -8.338122769e+01 -8.338122769e+01 +3.5623e-01 +9.0343e-01 +8.7518e-02 +2.8854e-01 +9.2954e-01 +4.7198e-01 +4.2317e-01 +9.0829e-02 +6.6125e-01 +8.6240e-01 +4.8649e-01 +8.2980e-01 +5.1791e-01 +2.2505e-01 +1.7638e-01 +7.2071e-02 +3.8460e-01 +1.5271e-01 +1.9647e-01 +9.0771e-01
54 +3.446331398e+01 +3.446331398e+01 -1.085166860e+02 -1.085166860e+02 +1.0000e+00 +1.0000e+00 +7.2963e-01 +8.4734e-01 +8.1737e-01 +1.0000e+00 +7.2302e-01 +0.0000e+00 +1.9239e-01 +3.5568e-01 +0.0000e+00 +7.6748e-01 +0.0000e+00 +9.9660e-01 +0.0000e+00 +1.0000e+00 +3.3213e-02 +6.5670e-01 +0.0000e+00 +1.4561e-02
137 +1.925554757e+01 +1.925554757e+01 -1.237244524e+02 -1.237244524e+02 +9.8108e-01 +9.9151e-01 +3.7868e-01 +8.9986e-01 +5.6588e-01 +9.4792e-01 +5.9411e-01 +2.2726e-01 +6.4935e-01 +2.2543e-01 +8.0414e-02 +6.9826e-01 +4.0123e-01 +7.5973e-01 +8.5152e-03 +9.3958e-01 +3.4092e-01 +9.3148e-01 +6.4891e-02 +1.0403e-01
302 +1.576399954e+01 +1.576399954e+01 -1.272160005e+02 -1.272160005e+02 +1.0000e+00 +0.0000e+00 +6.9160e-01 +9.0675e-01 +0.0000e+00 +3.5556e-01 +9.0961e-01 +4.8880e-01 +1.0000e+00 +6.7228e-03 +3.7519e-01 +1.1279e-01 +1.1126e-01 +1.8964e-01 +0.0000e+00 +9.7081e-01 +3.8856e-01 +6.1955e-01 +3.2652e-01 +7.8656e-01
938 +9.443661524e+00 +9.443661524e+00 -1.335363385e+02 -1.335363385e+02 +1.0000e+00 +2.4849e-02 +8.2543e-01 +9.0316e-01 +1.8556e-01 +5.0145e-01 +9.8592e-01 +5.6052e-01 +9.8322e-01 +6.2818e-03 +1.5515e-01 +1.5732e-01 +9.8847e-02 +7.7222e-02 +2.5460e-04 +9.9418e-01 +3.6322e-01 +7.6277e-01 +2.3630e-01 +5.2998e-01
1927 +6.020057461e+00 +6.020057461e+00 -1.369599425e+02 -1.369599425e+02 +9.9998e-01 +2.6940e-02 +9.0160e-01 +8.8493e-01 +2.8773e-01 +3.6969e-01 +9.4419e-01 +6.3966e-01 +9.4114e-01 +4.3640e-04 +4.9240e-02 +1.8651e-01 +1.2779e-01 +1.6046e-02 +4.9888e-04 +9.9237e-01 +1.7066e-01 +7.1072e-01 +2.7404e-01 +6.0200e-01
5769 +3.976361880e+00 +3.976361880e+00 -1.390036381e+02 -1.390036381e+02 +9.9997e-01 +2.0368e-02 +9.0294e-01 +8.8907e-01 +2.8189e-01 +3.7768e-01 +9.5503e-01 +6.5549e-01 +9.4653e-01 +4.8163e-04 +5.7888e-02 +1.8516e-01 +9.3623e-02 +1.8912e-02 +5.0150e-04 +9.9194e-01 +1.8436e-01 +7.6598e-01 +2.8938e-01 +5.8132e-01
% function evaluation | noise-free fitness - Fopt (2.468600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.988185176e+01 +7.988185176e+01 +3.267418518e+02 +3.267418518e+02 +8.1251e-01 +2.0951e-01 +6.6398e-01 +7.6550e-01 +5.3008e-01 +6.5450e-02 +1.7239e-01 +7.5613e-01 +4.4488e-01 +6.9765e-01 +3.5235e-01 +4.3475e-01 +4.6241e-01 +4.5841e-01 +6.5361e-01 +5.6095e-02 +4.3070e-01 +9.1707e-01 +8.4374e-01 +6.3519e-01
2 +5.273193725e+01 +5.273193725e+01 +2.995919373e+02 +2.995919373e+02 +3.6485e-01 +2.9681e-01 +5.0904e-01 +1.6343e-01 +3.6635e-01 +1.1620e-01 +1.6823e-01 +4.7628e-01 +2.4611e-01 +8.0590e-01 +7.2346e-01 +4.1680e-01 +5.3295e-01 +2.3618e-01 +5.8705e-01 +7.3732e-01 +7.0978e-01 +7.4642e-01 +7.5543e-01 +5.3556e-01
59 +3.660122768e+01 +3.660122768e+01 +2.834612277e+02 +2.834612277e+02 +1.0000e+00 +4.3546e-01 +2.2676e-01 +1.0000e+00 +0.0000e+00 +2.4779e-01 +6.1103e-01 +7.8802e-01 +5.2772e-01 +8.9161e-01 +9.1483e-01 +0.0000e+00 +8.0489e-01 +8.6991e-01 +1.0000e+00 +3.8877e-01 +1.8474e-01 +6.1448e-01 +1.0000e+00 +1.3041e-01
552 +2.483109133e+01 +2.483109133e+01 +2.716910913e+02 +2.716910913e+02 +2.2289e-01 +3.4575e-01 +6.4903e-01 +4.2652e-03 +3.4456e-01 +4.5176e-01 +7.6284e-01 +3.8479e-02 +6.4559e-01 +4.5791e-01 +6.7647e-01 +1.8344e-02 +1.0000e+00 +3.8624e-01 +9.5769e-01 +4.2759e-01 +7.9401e-01 +8.8013e-01 +8.1168e-01 +6.8034e-01
2930 +1.551393334e+01 +1.551393334e+01 +2.623739333e+02 +2.623739333e+02 +2.0795e-01 +2.5266e-01 +7.4628e-01 +6.2553e-03 +3.9081e-01 +3.9871e-01 +7.4376e-01 +2.9432e-01 +6.6962e-01 +5.6747e-01 +6.4242e-01 +1.1095e-01 +9.9993e-01 +2.6299e-01 +9.9453e-01 +4.9777e-01 +8.2465e-01 +6.5640e-01 +9.0058e-01 +7.2774e-01
% function evaluation | noise-free fitness - Fopt (1.392300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.954527431e+01 +5.954527431e+01 +1.987752743e+02 +1.987752743e+02 +7.3824e-01 +8.8076e-01 +6.3800e-01 +2.0794e-01 +4.7370e-01 +6.0244e-01 +5.9065e-01 +6.8997e-01 +5.4000e-01 +5.5365e-02 +4.6588e-01 +2.7912e-01 +1.9353e-01 +6.1840e-02 +6.0133e-01 +9.3963e-01 +8.8456e-01 +7.1172e-01 +3.4875e-01 +8.2714e-01
61 +3.320738493e+01 +3.320738493e+01 +1.724373849e+02 +1.724373849e+02 +4.5229e-01 +2.7284e-02 +1.1002e-01 +5.0000e-01 +4.6313e-01 +9.6854e-01 +5.0000e-01 +4.2010e-01 +6.5630e-01 +1.7244e-01 +5.1837e-01 +1.5447e-01 +1.6682e-01 +0.0000e+00 +1.2654e-01 +6.6654e-01 +9.8142e-01 +7.1676e-01 +8.1079e-01 +5.8527e-01
219 +1.703130039e+01 +1.703130039e+01 +1.562613004e+02 +1.562613004e+02 +7.1804e-01 +7.9908e-03 +0.0000e+00 +4.4537e-01 +6.9181e-01 +9.4699e-01 +5.1977e-01 +1.5111e-01 +5.4515e-01 +2.6723e-01 +6.1048e-01 +3.9881e-01 +4.5033e-01 +0.0000e+00 +1.3962e-01 +7.5008e-01 +9.4568e-01 +6.9381e-01 +4.3879e-01 +9.3038e-01
448 +1.525293453e+01 +1.525293453e+01 +1.544829345e+02 +1.544829345e+02 +6.6257e-01 +1.9485e-04 +4.1548e-02 +6.0107e-01 +8.9964e-01 +9.8144e-01 +3.4294e-01 +9.7953e-01 +9.2183e-01 +4.1327e-03 +2.9266e-04 +1.9891e-01 +9.0906e-01 +1.3365e-01 +2.2924e-03 +4.0536e-01 +7.4694e-01 +4.0373e-01 +1.1729e-01 +9.9660e-01
